@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
0,0,0.013291,0.0007,0,9.74272,0,0,0,0,22,0,0,0.242331,0,0.000762,8,6,3,2,0,0,28,1.01,0,0.005297,1.01,3,0,3,1,1.01,0,4.1,0.002143,56,7,0.031431,0.000779,clean
0,0,0.050873,0,0.002259,2.06344,0,0,0,0,7,0,1.01,0.10439,0,0,2,0,1,1,0,0,10,0,0.002626,0.010079,0,1,0,1,0,0,0,0,0,0,2,0.103181,0.001263,buggy
19,0.005064,0.215509,0.00137,0.011144,34.5185,0,7.16,0,2,85,0.00455,9.14,0.948907,0,0,25,0,1,5,0,0,561,0,0.00947,0.042787,10.2,22,1,18,5,2.02,0,0,0.008131,0,10,0.226757,0.008693,buggy
1,0,0.004121,0,0,3.19695,0,0,0,0,34,0,0,0.09499,0,0,4,4,3,1,0,0,45,0,0,0,1.01,3,0,3,0,0,0,1.02,0.002143,36,9,0.0312,0,buggy
1,0.00243,0.052919,0,0,5.02919,0,0,4,0,23,0,0,0.157739,0,0,9,0,3,5,0,0,325,0,0,0.002222,1.05,4,0,4,0,0,0,1.02,0.002203,14,14,0.052183,0.002453,clean
0,0.000861,0.08822,0.011842,0.023449,12.1216,0,0,0,0,31,0,1.01,0.36444,0,0.016204,5,9,3,3,0,0,66,2.02,0.023311,0.020492,1.01,4,0,4,0,1.02,0,3.09,0.000989,57,10,0.121258,0.012931,clean
0,0,0.018088,0.001089,0,7.48725,0,0,0,0,19,0,0,0.221986,0,0,7,1,4,0,0,1.02,120,0,0,0.007913,1.02,0,0,0,0,1.03,0.0023,7.17,0.000928,73,8,0.054293,0.003238,clean
0,0,0.007945,0,0,1.77712,0,0,0,0,2,0,0,0.06092,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.030953,0,clean
0,0,0.011007,0.001708,0.001983,7.38898,0,0,0,0,3,0,2.02,0.219524,0,0,2,0,1,1,0,0,3,0,0.001849,0.002447,1.01,1,0,1,0,1.01,0,0,0.002051,0,2,0.069715,0,clean
0,0,0.003426,0,0,7.6651,0,0,1,0,8,0,0,0.196109,0,0.000762,3,6,3,2,0,0,15,1.01,0,0,0,2,0,1,0,0,0,2.06,0,39,4,0.031399,0,clean
0,0.002893,0.03501,0.00129,0.00149,4.91442,0,0,1,0,26,0,1.01,0.148539,0,0,2,0,1,4,0,0,136,0,0.001492,0.006676,1.02,7,0,6,0,1.08,0,1.07,0.001815,19,15,0.042564,0.001591,clean
0,0,0.017553,0.001254,0.002713,14.0049,0,0,5,0,32,0,1.01,0.367681,0,0,9,1,2,17,0,0,253,0,0.002652,0.005895,2.02,5,2,1,2,2.03,0,3.04,0.002995,14,11,0.053874,0.000493,clean
0,0,0.000574,0,0,1.76682,0,0,0,0,9,0,0,0.061715,0,0,3,0,1,1,0,0,3,0,0,0.004997,0,1,0,1,0,0,0,0,0,0,3,0.033928,0,clean
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,clean
0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,4,1,0,0,28,0,0,0,0,3,0,3,0,0,0,0,0,34,6,0,0,clean
5,0,0.060891,0.002494,0.002264,12.5528,0,3.03,0,0,22,0.003474,3.04,0.389329,0,0.001986,13,0,3,1,0,0,66,1.01,0.002268,0.005383,2.03,10,0,10,0,2.03,0,3.04,0.003268,21,4,0.148516,0.004822,clean
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,clean
4,0,0.010696,0,0,7.2787,0,1.01,0,0,36,0.000572,0,0.196003,0,0,8,0,2,1,0,0,55,0,0,0.004532,1.01,3,0,2,0,0,0,3.05,0.000989,18,5,0.037387,0,clean
3,0,0.019306,0,0,16.6315,0,0,0,0,9,0,0,0.430581,0,0.000854,5,2,3,2,0,1.01,10,1.01,0,0.000705,3.04,0,0,0,1,0,0.000297,5.08,0.003554,15,2,0.06009,0,buggy
0,0.001875,0.004224,0,0,6.42599,0,0,0,0,25,0,0,0.168539,0,0,9,5,3,3,0,0,45,0,0,0.004532,1.01,4,0,3,0,0,0,1.01,0.000989,32,10,0.031381,0,clean
0,0,0.002308,0,0,3.18664,0,0,1,0,5,0,0,0.095785,0,0,0,0,1,1,0,0,10,0,0,0.004997,0,3,0,3,0,0,0,0,0,0,4,0.034176,0,clean
0,0,0.018329,0,0,6.31552,0,0,0,0,19,0,0,0.183292,0,0,19,0,1,2,0,0,1,0,0,0.004997,1.01,1,0,1,0,0,0,1.01,0.003795,7,2,0.052764,0,clean
0,0,0.004601,0,0,3.05459,0,0,0,0,6,0,0,0.103073,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.048942,0,clean
1,0,0.025373,0,0,5.13272,0,0,2,0,23,0,0,0.142065,0,0,20,0,1,0,0,0,28,0,0,0.004997,0,4,0,1,0,0,0,0,0,0,1,0.034441,0,clean
0,0.002187,0.011702,0,0.001475,4.22264,0,0,0,0,6,0,1.01,0.139582,0,0,1,5,3,0,0,0,3,0,0.001825,0.002426,0,1,0,1,0,0,0,0,0,14,2,0.060077,0,clean
2,0,0.002447,0,0,3.45817,0,0,0,0,19,0,0,0.097967,0,0,0,3,1,1,0,0,28,0,0,0.004532,0,4,0,4,0,0,0,1.01,0,10,5,0.030969,0,clean
0,0.001539,0.035718,0.003336,0.003321,20.1092,0,0,2,0,84,0,2.02,0.530239,0,0.000966,21,2,7,3,0,0,741,1.01,0.002208,0.01148,5.09,6,0,6,0,3.03,0,6.09,0.00639,101,37,0.074231,0.00345,clean
1,0.000882,0.021589,0.000619,0.00036,9.95543,0,0,0,0,22,0,1.01,0.262579,0,0,13,0,1,6,0,0,66,0,0.000438,0.005758,1.01,10,0,10,0,1.01,0,1.01,0.00063,6,11,0.043487,0.000576,clean
0,0,0.002312,0,0,4.87697,0,0,0,0,4,0,0,0.147296,0,0,3,0,1,1,0,0,1,0,0,0.006457,1.02,1,0,1,0,0,0,0,0.002006,0,2,0.042282,0,clean
0,0.00243,0.005728,0,0,2.63545,0,0,1,0,1,0,0,0.077936,1.01,0.002859,1,10,3,2,0.001788,0,0,1.07,0,0,0,1,0,1,0,0,0,3.27,0,120,1,0.015431,0,clean
0,0.00136,0.012543,0,0,10.8895,0,0,1,0,9,0,0,0.307941,0,0,1,0,1,5,0,0,21,0,0.000904,0.015212,1.01,3,0,2,0,0,0,1.01,0.000877,6,6,0.101694,0,clean
0,0.001609,0.011098,0.000777,0.002713,8.50394,0,0,2,0,10,0,1.01,0.225042,0,0.002952,6,1,4,8,0,0,6,2.02,0.001748,0.005359,0,3,1,2,0,1.01,0,4.07,0,63,4,0.041961,0.000777,clean
2,0,0.019457,0,0.002713,7.34746,0,0,5,0,17,0,1.01,0.216974,0,0,8,30,3,7,0,0,210,0,0.001748,0.005607,0,5,0,3,0,0,0,0,0,17,12,0.052003,0.000986,clean
0,0,0.008242,0,0,4.43166,0,0,0,0,2,0,0,0.125048,0,0,1,11,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.01,0,23,1,0.034296,0,clean
1,0.000886,0.027318,0,0.000997,7.75438,0,1.01,0,0,6,0.001086,1.02,0.219911,0,0,0,0,1,2,0,0,3,0,0.001042,0.006099,0,3,0,3,0,0,0,0,0,0,2,0.044084,0.000893,clean
11,0,0.080841,0,0.002816,15.1921,0,1.01,0,0,59,0.000784,3.09,0.400782,0,0.001986,20,0,3,1,0,0,276,1.01,0.003142,0.01405,4.05,12,1,12,1,0,0,3.04,0.005999,21,12,0.055428,0.000779,clean
0,0,0.004604,0,0,4.68802,0,0,0,0,9,0,0,0.13759,0,0,3,2,1,0,0,0,28,0,0,0,0,1,0,1,0,0,0,1.01,0,9,8,0.037315,0,clean
1,0,0.000312,0,0,1.77712,0,0,0,0,8,0,0,0.06092,0,0,2,0,1,1,0,0,6,0,0,0,0,2,0,2,0,0,0,0,0,15,3,0.030953,0,clean
0,0.002187,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,clean
0,0.00492,0.005403,0,0,3.9513,0,0,1,0,3,0,0,0.111127,1.01,0,2,4,5,5,0.005184,0,3,0,0,0,3.03,1,0,1,0,0,0,3.07,0.007826,64,3,0.031074,0,clean
0,0,0.000923,0,0,2.95101,0,0,0,0,4,0,0,0.06943,0,0.001175,2,5,3,1,0,0,6,1.01,0,0,3.03,0,0,0,0,0,0,3.1,0.007826,14,3,0.000333,0,clean
0,0.024374,0.044066,0.004023,0,12.8023,0,0,3,0,55,0,0,0.343141,0,0,10,0,4,46,0,0,595,0,0,0.009935,1.01,13,0,8,1,3.03,0,1.02,0.001234,31,33,0.049076,0.003184,clean
3,0.004047,0,0,0.002713,0,0,1.01,0,0,6,0.001351,1.01,0,0,0,1,0,1,4,0,0,10,0,0.01706,0.013655,0,53,0,5,0,0,0,1.01,0,6,2,0,0.0017,clean
1,0.001448,0.015804,0,0.001099,14.3549,0,1.01,0,0,12,0.001005,2.02,0.381548,0,0,7,0,2,0,0,0,3,0,0.001148,0.010646,2.02,2,0,2,0,0,0,0,0.002547,3,1,0.062064,0.00109,clean
0,0,0.001749,0,0,4.61185,0,0,0,0,11,0,0,0.130886,0,0,1,0,1,1,0,0,28,0,0,0.005634,0,6,0,6,0,0,0,1.01,0,11,8,0.032108,0,clean
1,0.000757,0.001581,0,0,4.40324,0,0,0,0,4,0,0,0.126065,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1.01,0,6,1,0.032244,0,clean
0,0,0.006531,0,0,6.12275,0,0,0,0,24,0,0,0.179163,0,0,9,62,4,1,0,0,120,0,0,0.005607,0,3,0,3,0,0,0,1.01,0,57,11,0.04143,0.000986,clean
0,0,0.000117,0,0,1.77712,0,0,0,0,1,0,0,0.06092,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0.030953,0,clean
1,0.000986,0.020891,0,0,4.582,0,0,0,0,6,0,0,0.16105,0,0,4,0,2,1,0,0,6,0,0,0.013869,0,1,0,1,0,0,0,0,0,5,1,0.100165,0.00887,clean
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,3,1,0,0,1,0,0,0.000824,1.01,0,0,0,0,0,0,0,0.000989,5,1,0,0,clean
28,0.001075,0.241356,0.00358,0.004362,32.7874,0,7.18,0,0,153,0.008236,3.07,0.884419,0,0.001986,47,2,5,2,0,0,1225,1.01,0.003963,0.030227,10.2,13,0,13,1,2.03,0,5.37,0.014205,74,14,0.179263,0.009945,clean
13,0,0.049208,0,0.000788,12.8864,0,3.05,0,0,46,0.002154,1.01,0.336458,0,0.000895,20,1,2,1,0,1.01,120,1.01,0.001167,0.006846,10.18,8,0,7,0,0,0.000297,3.06,0.012765,12,3,0.04375,0.001954,buggy
4,0,0.029334,0.003192,0,12.7638,0,1.04,0,0,28,0.00236,0,0.347701,0,0,13,1,2,0,0,0,190,0,0.001351,0.009027,3.06,1,0,0,0,2.03,0,10.19,0.005034,69,8,0.052494,0.005691,clean
7,0,0.182762,0,0,10.6231,0,0,1,0,51,0,0,0.335727,0,0,13,0,1,4,0,0,136,0,0,0.008505,0,5,0,5,1,0,0,0,0,0,7,0.115083,0,buggy
5,0,0.103746,0.003637,0.003089,10.0124,0,3.05,0,0,124,0.001473,5.13,0.257273,0,0.001422,16,2,3,1,0,0,820,2.04,0.002094,0.009017,5.19,12,0,12,0,6.36,0,7.38,0.008088,63,36,0.032271,0.004354,clean
0,0,0.008474,0,0.001855,3.79861,0,0,0,0,39,0,1.01,0.123344,0,0,6,0,1,1,0,0,66,0,0.001703,0.009208,0,6,0,3,0,0,0,0,0,7,5,0.049013,0,clean
0,0,0.002678,0,0,2.97312,0,0,0,0,1,0,0,0.09279,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.034972,0,clean
0,0,0.006782,0,0,4.43166,0,0,3,0,1,0,0,0.125048,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034296,0,clean
2,0,0.021725,0.000717,0.000938,13.6058,0,0,0,0,49,0,1.02,0.354085,0,0,6,0,1,1,0,0,21,0,0.000556,0.009542,0,6,0,6,0,1.01,0,0,0,0,4,0.046138,0.000907,buggy
0,0.008866,0.002676,0,0,6.41569,0,0,5,0,2,0,0,0.169334,5.05,0,0,1,2,5,0.006191,0,1,0,0,0,0,0,0,0,0,0,0,7.07,0,39,1,0.034357,0,clean
0,0.00331,0.034148,0,0,8.88385,0,0,2,0,7,0,0,0.269441,0,0,1,0,1,7,0,0,10,0,0,0.005187,0,1,0,1,0,0,0,0,0,6,4,0.085514,0,clean
0,0.027216,0.060086,0.002885,0.004709,16.8267,0,0,7,0,28,0,4.04,0.438454,8.1,0,6,0,3,31,0.009842,0,210,0,0.004491,0.007934,1.02,6,1,5,2,3.05,0,1.01,0.002006,23,18,0.053294,0.003261,clean
1,0,0.008165,0,0,2.79724,0,1.01,0,0,6,0.00408,0,0.099305,0,0,4,0,1,0,0,0,1,0,0,0.008286,1.01,0,0,0,0,0,0,0,0.003995,0,1,0.058106,0.004216,buggy
1,0,0.016161,0,0.0006,7.83167,0,0,0,0,21,0,1.01,0.202284,0,0,3,0,1,1,0,0,6,0,0.000464,0.006338,1.01,3,0,3,0,0,0,0,0.000803,0,3,0.034458,0,clean
0,0.000935,0.002312,0,0,4.64887,0,0,0,0,5,0,0,0.107619,0,0,2,5,3,2,0,0,1,0,0,0,1.01,1,0,1,0,0,0,1.01,0.000989,28,2,0.000428,0,clean
0,0,0.042503,0.005638,0.001328,5.74856,0,0,0,0,18,0,1.01,0.179606,0,0.00651,3,158,7,1,0,1.01,66,3.73,0.001097,0.011031,1.03,2,0,2,0,3.08,0.0023,6.93,0.002417,523,12,0.056793,0.006509,clean
0,0,0.002197,0,0,3.82133,0,0,0,0,6,0,0,0.110934,0,0,2,0,1,2,0,0,15,0,0,0,0,1,0,1,0,0,0,1.01,0,6,5,0.034271,0,clean
0,0.001972,0.011869,0,0,12.1593,0,0,1,0,25,0,0,0.317973,0,0,7,0,1,3,0,0,55,0,0,0,1.01,1,0,0,0,0,0,0,0.000877,0,9,0.05031,0,clean
1,0.002674,0.056987,0.002033,0.002183,13.4381,0,2.02,0,0,20,0.002488,2.04,0.41057,0,0,8,1,2,3,0,0,15,0,0.00301,0.003596,2.04,3,0,3,0,1.01,0,0,0.002929,4,4,0.131413,0.002889,clean
0,0.006904,0.008696,0.00074,0.000835,9.1054,0,0,2,0,16,0,1.01,0.229877,0,0,2,0,4,19,0,1.01,55,0,0.000904,0.005575,0,1,0,1,0,1.01,0.000706,2.02,0,5,10,0.034423,0.000683,clean
0,0,0.002547,0.000845,0,3.18664,0,0,0,0,3,0,0,0.095785,0,0.001175,2,7,3,1,0,0,3,1.01,0,0.000751,0,0,0,0,0,1.01,0,2.04,0,14,2,0.034176,0.000828,clean
0,0,0.006841,0,0,7.83059,0,0,2,0,8,0,0,0.20523,0,0,2,0,1,0,0,0,21,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.035265,0,clean
0,0,0.006732,0,0,7.27922,0,0,0,0,7,0,0,0.187232,0,0,7,0,1,1,0,0,21,0,0,0,0,1,0,1,0,0,0,1.01,0,12,7,0.031388,0,clean
1,0,0.016024,0,0,7.18485,0,0,3,0,38,0,0,0.193361,0,0.00199,10,5,2,5,0,0,120,2.03,0,0.006395,1.01,0,0,0,0,0,0,3.08,0.001112,50,1,0.032784,0,clean
0,0.000962,0.103266,0.004712,0.003634,30.6794,0,1.01,0,0,28,0.001604,3.03,0.783861,0,0.004502,15,0,4,3,0,1.01,78,2.02,0.003088,0.019783,7.14,7,0,7,2,5.09,0.00091,11.38,0.009656,70,11,0.072426,0.009064,clean
3,0.001155,0.099297,0.00099,0.001359,19.5417,0,2.03,1,0,32,0.001025,2.03,0.521461,1.01,0,10,0,1,2,0.000227,0,36,0,0.001764,0.013042,3.09,3,0,3,2,2.04,0,1.01,0.008184,6,1,0.102926,0.007799,clean
2,0,0.000748,0,0,1.76682,0,0,0,0,19,0,0,0.061715,0,0,2,0,1,1,0,0,15,0,0,0.004997,0,2,0,2,0,0,0,0,0,6,4,0.033928,0,clean
0,0.008186,0.003529,0,0,7.00075,0.000543,0,2,0,12,0,0,0.182272,1.02,0,2,0,1,1,0.000201,0,66,0,0,0.005655,0,1,0,0,0,0,0,1.01,0,6,11,0.034363,0.000562,buggy
1,0.004181,0.005592,0,0,9.16205,0,0,0,0,4,0,0,0.240619,0,0,1,0,1,6,0,0,3,0,0.001483,0.002287,0,1,0,0,0,0,0,1.01,0,6,2,0.041013,0,clean
3,0,0.036949,0,0,10.0211,0,0,0,0,13,0,0,0.272807,0,0,7,0,1,1,0,0,6,0,0,0.004532,0,0,0,0,0,0,0,0,0,0,0,0.041527,0,buggy
0,0,0.011173,0,0,8.62632,0,0,0,0,4,0,0,0.220689,0,0,3,0,1,1,0,0,1,0,0,0.004997,1.01,2,0,2,0,0,0,0,0.000803,0,2,0.034506,0,clean
0,0,0.01509,0,0,3.71677,0,0,0,0,8,0,0,0.117977,0,0.005456,4,28,5,4,0,0,21,2.17,0,0.004532,0,1,0,1,0,0,0,4.49,0,248,7,0.041707,0,clean
0,0,0.002385,0,0,2.5349,0,0,0,0,1,0,0,0.061041,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,6,1,0.000487,0,clean
6,0.003315,0.038333,0.00117,0.001053,16.4202,0,1.02,0,0,31,0.001005,1.01,0.44382,0,0,11,0,1,5,0,0,36,0,0.001096,0.008801,5.05,1,0,1,0,1.01,0,0,0.007202,0,3,0.067899,0.002317,clean
1,0,0.149015,0,0.004435,8.50408,0,2.02,0,0,68,0.004351,1.12,0.234636,0,0.007931,6,3,3,1,0,0,28,3.06,0.005091,0.006711,3.04,15,0,15,0,0,0,4.1,0.007407,34,7,0.073821,0.005509,clean
28,0.00243,0.271423,0,0.001922,6.59762,0,1.06,0,0,178,0.00236,1.01,0.225835,0,0,34,2,5,6,0,0,1225,0,0.001995,0.013293,2.04,19,0,19,1,0,0,2.31,0.002203,70,14,0.107733,0.002453,clean
2,0,0.01512,0,0,5.87009,0,1.01,0,0,20,0.001272,0,0.178441,0,0,13,13,5,0,0,0,105,0,0,0.004664,1.02,6,0,6,0,0,0,2.04,0.001534,80,10,0.049263,0.00162,clean
29,0,0.443198,0.00499,0.008717,31.9437,0,4.14,0,0,257,0.007458,7.11,0.908089,0,0.001986,42,2,5,3,0,0,1540,1.01,0.009592,0.04428,7.13,15,0,15,3,4.05,0,5.37,0.015086,71,15,0.226077,0.012182,buggy
15,0.000937,0.31972,0.005368,0.005702,23.032,0,3.16,0,0,89,0.002319,6.08,0.591774,0,0.004977,27,0,4,2,0,1.01,435,2.02,0.00562,0.022378,8.24,4,0,4,1,5.09,0.00091,11.41,0.01176,72,10,0.05871,0.009387,buggy
6,0.029762,0.058686,0.000526,0,14.7298,0,0,3,0,52,0,0,0.392315,2.02,0,6,0,1,42,0.001628,0,105,0,0.002497,0.010598,6.09,15,1,1,2,1.01,0,0,0.005254,0,9,0.065751,0.000562,clean
7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,13,5,0,0,0,91,0,0,0,0,7,0,4,0,0,0,0,0,80,6,0,0,clean
3,0,0.001641,0,0,3.36633,0,0,0,0,42,0,0,0.107253,0,0,4,0,1,6,0,0,15,0,0,0,0,1,0,1,0,0,0,0,0,6,3,0.040121,0,clean
4,0.00086,0.240194,0.001135,0.009856,21.2282,0,6.13,0,0,28,0.004965,5.14,0.5632,0,0.001104,4,0,2,3,0,2.02,210,3.1,0.00956,0.020647,5.16,11,0,11,0,2.04,0.000831,6.52,0.005529,3,3,0.12549,0.012203,buggy
1,0.003268,0.006205,0.002033,0,6.38161,0,1.01,0,0,11,0.001704,0,0.189128,0,0,2,0,1,0,0,0,10,0,0,0.001925,0,1,0,1,0,1.02,0,0,0,6,4,0.046618,0.00211,clean
2,0.016605,0,0.003578,0.004633,0,0,1.01,0,0,24,0.001351,3.03,0,0,0,3,0,1,12,0,0,105,0,0.004838,0.009983,4.06,6,0,4,0,3.07,0,0,0.005923,0,13,0,0.004113,clean
0,0,0.009731,0,0,3.1496,0,0,2,0,4,0,0,0.101419,0,0,2,0,1,3,0,1.01,3,0,0,0.006478,1.02,1,0,0,0,0,0.00166,1.03,0.001516,0,2,0.039834,0,clean
1,0.000935,0.008432,0.000828,0,10.2088,0,0,0,0,15,0,0,0.254071,0,0,10,6,3,2,0,0,28,0,0,0.005908,2.03,4,0,4,0,1.01,0,1.01,0.001791,32,7,0.031514,0.000845,clean
2,0,0.047881,0,0,5.93615,0,0,0,0,18,0,0,0.160634,0,0,1,0,1,1,0,0,45,0,0,0.005937,0,13,0,13,0,0,0,1.01,0,6,2,0.034472,0,clean
0,0.002244,0.000374,0,0,1.76682,0,0,0,0,5,0,0,0.061715,0,0,0,0,1,4,0,0,1,0,0,0.004997,0,2,0,2,0,0,0,0,0,6,2,0.033928,0,clean
1,0.00112,0.015484,0.001685,0,6.02605,0,0,0,0,17,0,0,0.176257,0,0.001986,6,1,5,2,0,0,66,1.01,0,0.006135,1.01,4,0,4,0,1.01,0,3.06,0.002771,76,11,0.040699,0.001757,clean
0,0,0.000312,0,0,1.77712,0,0,0,0,1,0,0,0.06092,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.030953,0,clean
7,0.017486,0.210493,0.006063,0.000775,29.9939,0,6.1,1,1,66,0.005139,1.01,0.803194,0,0,9,0,1,16,0,0,190,0,0.003629,0.026115,8.13,11,0,5,2,6.07,0,1.01,0.013521,6,8,0.142929,0.00725,buggy
0,0.003879,0.00388,0,0,4.2852,0,0,0,0,5,0,0,0.124116,0,0,1,0,1,3,0,0,6,0,0,0.004997,0,3,0,3,0,0,0,0,0,0,3,0.034983,0,clean
0,0.0039,0.005962,0.001371,0,7.19932,0,0,0,0,14,0,0,0.205425,0,0,7,4,3,2,0,0,10,0,0,0.007089,0,0,0,0,0,1.01,0,0,0,21,2,0.043193,0,clean
0,0,0.002678,0,0,2.97312,0,0,0,0,1,0,0,0.09279,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.034972,0,clean
0,0,0.002547,0.000845,0,3.18664,0,0,0,0,3,0,0,0.095785,0,0.001175,3,7,3,1,0,0,3,1.01,0,0.000751,0,0,0,0,0,1.01,0,2.04,0,14,2,0.034176,0.000828,clean
0,0.023851,0.261632,0.009943,0,16.519,0,0,0,0,9,0,0,0.512102,0,0,3,0,1,5,0,0,3,0,0,0.026333,2.02,0,0,0,0,6.14,0,1.01,0.00703,6,3,0.17467,0.011359,clean
0,0,0.008232,0,0,6.42599,0,0,0,0,9,0,0,0.168539,0,0,8,0,1,1,0,0,36,0,0,0,0,1,0,1,0,0,0,1.01,0,14,9,0.031381,0,clean
0,0,0.0213,0.001574,0,6.1094,0,0,0,0,40,0,0,0.183252,0,0,9,0,1,5,0,0,10,0,0,0.003902,2.03,2,0,2,1,1.01,0,0,0.00354,0,5,0.049416,0.00162,clean
6,0,0.004512,0,0,4.76964,0,0,0,0,49,0,0,0.142682,0,0,8,0,1,0,0,0,91,0,0,0.004997,0,11,0,11,0,0,0,1.01,0,6,8,0.040936,0,clean
0,0,0.0001,0,0,1.76682,0,0,0,0,3,0,0,0.061715,0,0,0,0,1,2,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,12,3,0.033928,0,clean
0,0,0.010227,0,0,4.33338,0,0,0,0,3,0,0,0.13686,0,0,4,2,2,1,0,0,1,0,0,0.004997,0,0,0,0,0,0,0,0,0,4,2,0.047507,0,clean
0,0,0.001314,0,0,5.84059,0,0,0,0,2,0,0,0.15795,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,6,1,0.034431,0,clean
0,0.008177,0.000701,0,0,1.77712,0,0,0,0,5,0,0,0.06092,0,0,3,0,1,8,0,0,6,0,0,0,2.02,2,0,0,0,0,0,0,0.003381,6,3,0.030953,0,clean
1,0,0.001232,0,0,4.30172,0,0,0,0,10,0,0,0.122757,0,0,1,0,1,1,0,0,6,0,0,0,0,1,0,0,0,0,0,1.01,0,6,2,0.034415,0,clean
0,0,0.000274,0,0,1.76682,0,0,0,0,2,0,0,0.061715,0,0,2,0,1,2,0,0,1,0,0,0.004997,0,1,0,1,0,0,0,0,0,0,2,0.033928,0,clean
32,0.001549,0.571881,0.002323,0.006629,37.6698,0,10.22,0,4,239,0.010306,4.04,1.03804,0,0,35,0,2,2,0,1.01,703,0,0.006765,0.042241,10.15,11,4,8,7,1.01,0.000183,4.18,0.012056,23,3,0.252898,0.01627,buggy
