@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute bug {1,0}

@data
0.985228,0.00464,0.000357,1401,1,36,488,1,0
0,0.006024,0.006024,166,1,5,256,1,0
0,0.095694,0.095694,209,1,18,6,1,0
0,0.006098,0.006098,164,1,17,39,1,0
0.92133,0.0055,0.010082,218.2,1,32,98,1,1
0,0.254545,0.242424,165,1,15,54,1,0
0.871075,0.01741,0.006632,430.785714,1,33,2666,1,1
0,0.006623,0.006623,151,1,11,0,1,0
0.95282,0.016985,0.016985,117.75,1,12,257,0.75,1
0,0.139073,0.13245,151,1,10,158,1,1
0,0.006667,0.006667,150,1,9,10,1,1
0.310447,0.06506,0.110843,138.333333,1,8,72,0.666667,1
0,0.02439,0.073171,164,1,6,54,1,1
0,0.305263,0.642105,95,1,6,39,1,0
0,0.008547,0.008547,117,1,2,37,1,0
0,0.012048,0,166,0,7,116,1,0
0,0.006098,0.006098,164,1,17,239,1,0
0.830469,0.100733,0.108669,546,1,30,20,1,0
0,0,0.005814,344,1,25,13,1,0
0,0.00578,0.011561,346,1,25,49,1,0
0,0.074713,0.043103,348,1,25,34,1,0
0,0.040146,0.032847,274,1,22,0,1,1
0,0.010989,0.010989,273,1,22,7,1,0
0,0.010989,0.003663,273,1,22,30,1,0
0,0.049618,0.007634,262,1,21,4,1,1
0.960352,0.01041,0.009793,257.613636,1,41,1386,0.522727,1
0,0.13834,0.118577,253,1,21,54,1,1
0.68472,0.020024,0.034207,599.285714,1,39,105,0.571429,1
0.875058,0.005777,0.007878,380.8,1,33,12,0.4,1
0,0.004,0.004,250,1,21,6,1,0
0,0.012,0.004,250,1,21,7,1,0
0.94566,0.010243,0.003841,390.5,1,23,13,1,1
0.667047,0.095813,0.10926,654.4,1,37,131,0.9,1
0,0.052846,0,246,1,20,5,1,0
0.996445,0.158824,0.064706,255,1,21,19,1,1
0.801709,0.022611,0.010029,783.428571,1,34,205,0.857143,1
0.830712,0.018464,0.00517,451.333333,1,27,8,1,1
0,0.030151,0,199,1,18,75,1,0
0,0.066298,0,181,1,17,2,1,1
0,0.147727,0.125,176,1,17,3,1,1
0,0.004425,0.004425,226,1,14,0,1,0
0,0.004425,0.004425,226,1,14,0,1,0
0,0.022523,0,222,1,14,42,1,1
0,0.004608,0.082949,217,1,13,0,1,0
0,0.010309,0.010309,194,1,13,28,1,0
0,0.005155,0.025773,194,1,13,3,1,1
0,0.127551,0.102041,196,1,13,0,1,1
0,0.078125,0.036458,192,1,13,2,1,1
0,0.005155,0.005155,388,1,11,20,1,1
0,0.002577,0.002577,388,1,10,8,1,0
0,0.005155,0.002577,388,1,9,17,1,0
0,0.013089,0.010471,382,1,7,13,1,0
0,0.002625,0.002625,381,1,7,14,1,0
0,0.011494,0.006897,435,1,5,23,1,1
0,0.007353,0.007353,272,1,4,81,1,0
0,0.011029,0.007353,272,0,4,63,1,0
0,0.00369,0.00369,271,0,3,24,1,0
0,0.117647,0.039216,204,0,1,10,1,0
0,0.005102,0.005102,196,1,1,0,1,0
0,0.005168,0.005168,387,1,11,151,1,0
0,0.022422,0,223,1,14,111,1,0
0,0.009091,0.004545,220,1,14,105,1,0
0,0.018182,0.013636,220,1,14,63,1,0
0.997772,0.037249,0.014327,349,1,30,441,1,0
0,0.030151,0,199,1,18,123,1,0
0,0.012,0.012,250,1,22,252,1,0
0,0.004,0.004,250,1,21,112,1,0
0,0.012,0.004,250,1,21,106,1,0
0.925174,0.003737,0.003426,802.75,1,31,314,1,0
0,0.004032,0.004032,248,1,21,92,1,0
0,0,0,0,0,1,0,1,0
0,1.829787,0,47,0,1,0,1,0
0,0,0,77,1,1,0,1,1
0,0.005263,0,190,1,15,38,1,0
0,0.005291,0.005291,189,1,15,20,1,0
0,0.026455,0.026455,189,1,15,3,1,0
0,0.005405,0.005405,185,1,15,2,1,0
0.574786,0.004831,0.017512,414,1,28,17,1,0
0.538028,0.041741,0.064831,375.333333,1,35,54,1,1
0.119893,0.08427,0.088483,356,1,18,3,1,0
0,0.022472,0.016854,178,1,11,19,1,1
0.721928,0.031401,0.016908,207,1,29,15,1,1
0,0.005814,0.005814,172,1,10,143,1,0
0,0.127168,0.121387,173,1,9,18,1,0
0,0.017341,0.040462,173,1,8,62,1,1
0,0.00578,0.00578,173,1,8,66,1,1
0,0.034682,0.00578,173,1,7,24,1,0
0.918296,0.00545,0.002725,367,1,21,12,1,1
0.551437,0.044499,0.035847,202.25,0,16,2609,1,0
0,0.022857,0.011429,175,1,8,557,1,0
0,0.005618,0.005618,178,1,11,292,1,0
0,0.005236,0.005236,191,1,15,519,1,0
0,0.005102,0,196,1,15,406,1,0
0,0.005128,0.005128,195,1,15,368,1,0
0,0,0.014493,345,1,11,1,1,0
0,0.002874,0.025862,348,1,11,26,1,0
0,0.01983,0.028329,353,1,10,82,1,0
0,0.016901,0.016901,355,1,9,20,1,0
0,0.030986,0.028169,355,1,8,5,1,0
1,0.009724,0.003241,308.5,1,9,142,1,0
0.191433,0.051342,0.028005,428.5,1,19,41,1,0
0.881291,0.02518,0.010791,278,1,12,87,1,0
0,0.005666,0.005666,353,1,7,21,1,0
0.965634,0.011707,0.005854,341.666667,1,14,130,1,1
0.904112,0.004428,0.019608,527,1,32,3,0.333333,1
0.813523,0.012416,0.007163,349,1,30,159,0.666667,1
0,0.090116,0.020349,344,1,4,0,1,0
0,0.009174,0.006116,327,1,3,9,1,0
0,0.090909,0.027273,330,1,1,13,1,1
0,0.016901,0.016901,355,1,9,348,1,0
0,0.030986,0.028169,355,1,8,328,1,0
1,0.009693,0.003231,309.5,1,9,533,1,0
0.942631,0.006579,0.003947,456,1,35,1137,1,0
0,0.005698,0.005698,351,1,7,157,1,0
0,0.016901,0.016901,355,1,9,25,1,0
0,0.023256,0,43,1,19,26,1,0
0.539936,0.320872,0.283489,160.5,1,26,256,1,1
0,0.027027,0,37,1,17,35,1,0
0.967691,0.005992,0.004379,619.857143,1,35,233,0.857143,1
0,0.028571,0.028571,35,1,14,44,1,0
0,0.028571,0.028571,35,1,13,0,1,1
0,0.264706,0.088235,34,1,11,170,1,0
0,0.133333,0.033333,30,1,7,710,1,1
0,0.074074,0.037037,27,1,4,332,1,0
0,0.071429,0,28,0,2,0,1,0
0,0.3125,0.125,32,0,6,239,1,0
0,0.030303,0,33,1,17,496,1,0
0.954434,0.006993,0.002331,429,1,31,889,1,0
0,0.129032,0.16129,31,1,14,309,1,0
1,0.00458,0.00458,218.333333,1,10,51,0.666667,0
0,0.590909,0.772727,22,1,5,39,1,1
0.678243,0.195789,0.195789,158.333333,1,1,12,0.333333,1
0,0,0.047619,21,0,7,122,1,0
0,0,0,15.5,1,1,0,0.5,0
0,0.043121,0.016427,487,1,14,21,1,0
0.784591,0.047686,0.039621,475.333333,1,26,165,1,1
0.725426,0.246518,0.179666,478.666667,1,34,87,1,1
0.508707,0.086957,0.00555,360.333333,1,20,186,0.666667,1
0,0.004484,0,223,1,13,32,1,0
0,0.014019,0.014019,214,1,13,17,1,0
0,0.004695,0.004695,213,1,13,20,1,0
0,0.098039,0.039216,51,1,13,74,1,0
0.818556,0.012403,0.003411,645,1,25,602,0.8,1
0.664692,0.022222,0.009677,620,1,24,309,0.555556,1
0.413064,0.285461,0.596631,225.6,1,20,163,0.8,1
1,0.086957,0.065217,46,1,5,6,0.5,0
0.44508,0.113054,0.021861,533.666667,1,19,163,0.833333,1
0.711849,0.137551,0.173767,350.029412,0,22,9397,0.647059,0
0.785746,0.092775,0.138913,287.178571,0,22,6767,0.678571,0
0.668147,0.078568,0.027434,456.705882,1,19,1143,0.529412,0
0.797364,0.092212,0.129756,271.862069,0,22,7654,0.793103,0
0.451826,0.061467,0.09471,385.033333,1,21,3805,0.7,0
0.791155,0.045752,0.053414,403.363636,0,25,2450,0.772727,0
0.840475,0.14965,0.074326,417.083333,1,22,497,0.833333,0
0,0.078261,0.021739,230,1,14,310,1,0
0,0.118881,0.157343,286,1,10,9,1,0
0,0.003215,0,311,1,10,0,1,0
0,0.012862,0.003215,311,1,10,4,1,0
0,0.02139,0.005348,187,1,9,210,1,0
0,0.004831,0.004831,207,1,7,0,1,1
0,0.048,0,125,1,2,211,1,1
0,0.005348,0.005348,187,1,9,386,1,0
0,0.016043,0,187,1,9,386,1,0
0.872682,0.014861,0.008978,538.333333,1,17,328,0.833333,0
0,0.02139,0.005348,187,1,9,224,1,0
0.902393,0.003141,0.005497,1273.5,1,36,14,0.5,0
0.616303,0.173975,0.007779,471.333333,1,26,112,1,1
0,0.001625,0,1231,1,25,1,1,0
0.811278,0.001786,0.005357,840,1,28,2,1,1
0,0.001626,0,1230,1,25,13,1,0
0,0.004882,0.004882,1229,1,24,1,1,0
0,0.000814,0.000814,1229,1,24,8,1,0
0,0.001627,0.001627,1229,1,24,8,1,0
0.579395,0.011401,0.014471,1140.25,1,37,9,1,1
0,0.000826,0.000826,1211,1,24,3,1,0
0.998196,0.012436,0.016825,683.5,1,36,0,0.5,0
0.970951,0.010917,0.007278,687,1,36,0,0.5,0
0,0.003842,0.000961,1041,1,24,0,1,0
0.972966,0.027047,0.015778,665.5,1,36,0,0.5,0
0.999198,0.026415,0.018868,662.5,1,36,0,0.5,1
0.931304,0.031037,0.006056,660.5,1,36,2,0.5,0
0.938932,0.01542,0.019275,648.5,1,36,0,0.5,1
0.94566,0.028616,0.013921,646.5,1,36,4,0.5,1
0,0.088864,0.089989,889,1,24,3,1,1
0.3568,0.038933,0.016583,462.333333,1,35,9,1,1
0,0.019563,0.01611,869,1,24,3,1,1
0,0.002273,0.002273,880,1,24,14,1,1
0,0.001138,0.001138,879,1,24,0,1,0
0,0.007964,0.007964,879,1,24,2,1,1
0.898653,0.037638,0.002214,677.5,1,31,39,1,0
0,0.001241,0.001241,806,1,22,8,1,0
0.935711,0.021324,0.039282,445.5,1,23,8,1,0
0,0.004914,0.002457,814,1,22,1,1,0
0,0.00246,0.00246,813,1,22,0,1,0
0,0.00123,0.00246,813,1,22,0,1,0
0,0.002448,0.002448,817,1,21,0,1,1
0.897608,0.016139,0.012266,516.333333,1,22,65,1,1
0,0.010819,0.010819,647,1,21,6,1,0
0.835606,0.032722,0.017353,672.333333,1,33,29,1,1
0,0.060606,0.014141,495,1,20,13,1,0
0,0.004283,0.002141,467,1,20,0,1,0
0,0.004494,0.004494,445,1,20,1,1,0
0.151968,0.237662,0.118182,385,1,31,11,1,1
0,0.002625,0,381,1,20,4,1,1
0,0.002632,0.002632,380,1,20,0,1,1
0,0.021108,0.015831,379,1,20,0,1,0
0,0.002653,0.002653,377,1,19,0,1,0
0,0.100817,0.092643,367,1,19,3,1,1
0.689768,0.053151,0.006461,631,1,35,405,0.769231,1
0,0.009494,0.009494,316,1,18,1,1,1
0,0.006329,0.006329,316,1,18,0,1,0
0,0.018987,0.015823,316,1,18,1,1,1
1,0.004918,0.004918,203.333333,1,30,129,1,0
0,0.003175,0.003175,315,1,18,0,1,1
0,0.003236,0.003236,309,1,16,63,1,1
0.785407,0.049664,0.001342,248.333333,1,16,149,0.666667,0
1,0.002857,0.002857,350,1,12,0,0.5,0
1,0.014286,0.014286,350,1,12,10,0.5,1
0.687587,0.034414,0.011204,624.75,1,27,165,0.875,1
0.709865,0.150139,0.119963,384.642857,1,27,418,0.428571,1
0.970196,0.008416,0.006886,261.4,1,13,30,0.2,1
0.393311,0.153015,0.154932,382.533333,1,25,36,0.4,1
1,0.180982,0.165644,326,1,12,0,0.5,1
0.995855,0.01508,0.027333,353.666667,1,9,107,0.666667,1
1,0.006309,0.006309,317,1,3,356,0.5,0
1,0.003155,0,317,1,3,132,0.5,0
1,0.001172,0.029308,853,0,2,122,0.5,0
1,0.197039,0.030752,878,0,2,42,0.5,0
1,0.043296,0.009777,716,0,2,38,0.5,0
1,0.305085,0.100282,708,1,2,30,0.5,0
1,0,0.009042,553,1,2,16,0.5,0
0.772061,0.033242,0.028311,497.727273,1,20,1706,0.727273,0
0.651737,0.048268,0.041686,411.677419,0,23,9235,0.709677,0
0.81616,0.043215,0.098844,390.575758,0,21,6840,0.727273,0
0.826205,0.046387,0.067453,509,1,21,3118,0.777778,0
0.803652,0.0218,0.016074,432.782609,1,20,1635,0.695652,0
0.718668,0.015777,0.016434,543.285714,0,25,1406,0.928571,0
0.887776,0.014381,0.01584,685.428571,0,25,641,0.857143,0
0.382932,0.118767,0.117048,420.055556,0,25,1627,0.777778,0
0.816013,0.049358,0.029973,475.740741,0,25,2467,0.814815,0
0.833753,0.02264,0.033566,493.222222,0,26,2538,0.888889,0
0,0.006006,0.006006,333,1,21,407,1,0
0,0.039039,0.018018,333,1,20,271,1,0
0.970951,0.025231,0.012616,594.5,1,33,475,1,0
0.757878,0.014254,0.009752,666.5,1,28,134,1,0
0,0.022364,0.015974,313,1,18,34,1,0
0,0.001441,0.001441,694,1,22,279,1,0
0,0.004323,0.004323,694,1,22,229,1,0
0,0.002849,0.002849,702,1,21,37,1,0
0,0.004926,0.001232,812,1,24,230,1,0
0,0.019729,0.001233,811,1,22,152,1,0
0,0.001244,0.001244,804,1,22,96,1,0
0,0.003731,0.003731,804,1,22,46,1,0
0,0,0.011848,422,1,20,0,1,0
0.883823,0.07384,0.128692,237,1,20,72,1,1
0,0.002262,0.036199,442,1,20,4,1,0
0.863287,0.05692,0.050223,298.666667,1,26,55,0.5,1
0,0.00367,0.001835,545,1,19,0,1,1
0,0.014679,0.014679,545,1,19,2,1,1
0,0.012844,0.012844,545,1,19,13,1,0
0,0.005505,0.001835,545,1,18,17,1,0
0.961237,0.020313,0,320,1,18,38,1,1
0,0.001869,0.001869,535,1,18,4,1,1
0.993234,0.014901,0.036424,302,1,18,0,0.5,0
0.721928,0.00817,0,306,1,17,46,1,1
0,0.005941,0.00198,505,1,17,15,1,0
0,0.030612,0.002041,490,1,16,4,1,1
0,0.002075,0.002075,482,1,15,10,1,0
0,0.002075,0.002075,482,1,15,3,1,0
0,0.006224,0,482,1,15,33,1,0
0,0,0.002083,480,1,15,0,1,0
0,0.027027,0.022869,481,1,15,3,1,1
0,0.160752,0.148225,479,1,14,4,1,1
0,0.033613,0.004202,476,1,14,12,1,0
1,0.007067,0,283,1,14,47,1,0
0,0.004662,0.004662,429,1,14,10,1,0
0,0.016204,0.009259,432,1,14,0,1,1
0.888468,0.007297,0.007297,446.666667,1,39,107,0.185185,1
0,0.05277,0.073879,379,1,14,8,1,1
0,0.008065,0.002688,372,1,14,6,1,1
0.918296,0.007261,0.00264,757.5,1,32,4,1,1
0,0.008197,0.002049,488,1,13,0,1,0
0,0.014403,0.010288,486,1,13,8,1,0
0,0.002066,0.002066,484,1,12,5,1,0
0,0.002101,0.002101,476,1,12,2,1,0
0.831405,0.011165,0.003883,1373.333333,1,34,11,1,1
0.949452,0.012346,0.000686,729,1,31,16,1,1
0.901894,0.014867,0.011635,515.666667,1,32,9,0.666667,1
0,0.004396,0,455,1,11,41,1,0
0,0.022075,0,453,1,11,56,1,1
0,0.006742,0.006742,445,1,11,26,1,1
0,0.006742,0,445,1,9,1,1,0
0,0,0.004515,443,1,8,67,1,0
0,0.006757,0.009009,444,1,7,2,1,0
0,0.002252,0,444,1,6,66,1,0
0,0.033937,0.033937,442,1,5,35,1,0
0,0.002262,0.002262,442,1,4,37,1,1
0,0.002232,0.002232,448,1,2,35,1,0
0,0.020134,0.013423,447,1,1,6,1,1
0,0.002208,0.002208,453,1,13,298,1,0
0,0.022075,0,453,1,11,153,1,0
0,0.007576,0.002525,396,1,17,284,1,0
0,0.002532,0.002532,395,1,15,254,1,0
0,0.007595,0,395,1,15,251,1,0
0,0.040712,0.005089,393,1,14,211,1,0
0.974171,0.006561,0.001036,965.333333,1,31,223,1,0
0,0.021277,0.007979,376,1,14,137,1,0
0.721928,0.008317,0.00128,781.5,1,23,547,1,0
0,0.00396,0.00198,505,1,19,150,1,0
0,0.084967,0.006536,153,1,14,56,1,0
0,0.04698,0.026846,149,1,14,39,1,0
0,0,0.047619,147,1,14,3,1,0
0.811278,0.004869,0.002921,513.5,1,27,13,1,1
0.998846,0.031325,0.028916,207.5,1,16,20,1,0
0,0.007194,0.007194,139,1,13,6,1,0
0,0.007299,0.007299,137,1,10,49,1,1
0.942683,0.050505,0,247.5,1,13,9,1,1
0,0.029126,0,103,1,7,93,1,1
0,0.009901,0.009901,101,1,6,119,1,0
0,0.009901,0.009901,101,1,5,29,1,0
0,0.029703,0.029703,101,1,5,3,1,0
0,0.148515,0.069307,101,1,5,91,1,1
0,0.483871,0.086022,93,1,4,199,1,1
0,0.052632,0,57,1,1,15,1,0
0,0.008696,0.017391,115,1,9,499,1,0
0,0.029126,0,103,1,7,241,1,0
0,0.009901,0.009901,101,1,6,148,1,0
0.764205,0.016461,0.002058,243,1,13,349,1,0
0.811278,0.005274,0.003165,474,1,27,506,1,0
0,0.007299,0.007299,137,1,13,270,1,0
0,0.004566,0.004566,219,1,5,28,1,0
0,0.269406,0,219,1,5,44,1,1
0.402179,0.060403,0.02349,149,1,4,220,1,0
0,0.081522,0.054348,184,1,3,27,1,0
0,0.005525,0.005525,181,1,3,8,1,1
0,0.005814,0.005814,172,1,1,135,1,1
0,0.005435,0.005435,184,1,5,317,1,0
0.811278,0.021739,0.01087,184,1,4,8,1,1
0.921185,0.022923,0.017192,87.25,1,7,359,1,1
0,0.012987,0.012987,154,1,5,148,1,0
0.433423,0.070804,0.141607,209.5,1,24,193,0.833333,1
0,0.011976,0.011976,167,1,17,28,1,0
0.695349,0.028544,0.024695,1039.333333,1,34,48,1,1
0,0.005747,0.005747,174,0,16,1,1,1
0,0.00578,0.00578,173,0,15,0,1,0
0,0.00578,0.00578,173,0,15,88,1,0
0,0.051546,0.219072,129.333333,1,14,11,0.666667,1
0,0.004808,0.004808,208,0,14,1,1,0
0,0.004808,0.004808,208,0,14,15,1,0
0.903116,0.107784,0.02994,250.5,1,18,37,1,1
0,0.004975,0.004975,201,0,13,1,1,0
0,0.004975,0.004975,201,0,13,56,1,0
0,0.004975,0,201,1,12,5,1,0
0,0.010471,0.010471,191,1,12,2,1,1
0,0.010471,0.020942,191,1,12,6,1,0
0,0.005263,0.005263,190,0,10,2,1,0
0,0.005263,0.005263,190,0,10,82,1,0
0,0.005263,0.005263,190,0,10,0,1,0
0,0.005556,0.005556,180,0,10,1,1,0
0,0.005556,0.005556,180,0,9,129,1,0
0,0.005556,0.005556,180,0,8,24,1,0
0,0.005556,0.005556,180,1,8,79,1,0
0,0.005747,0.005747,174,0,7,7,1,0
0,0.005747,0.005747,174,0,7,192,1,0
0,0.005747,0.005747,174,0,7,34,1,0
0,0.011628,0.011628,172,1,6,50,1,0
0,0.005814,0.005814,172,0,6,7,1,0
0,0.005814,0.005814,172,1,5,5,1,1
0,0.063953,0.011628,172,1,5,8,1,1
0,0.005882,0.005882,170,0,5,19,1,0
0,0.006061,0.006061,165,0,5,23,1,0
0,0.029412,0.005882,170,1,2,5,1,0
0,0.005556,0.005556,180,0,17,956,1,0
0,0.005556,0.005556,180,0,15,720,1,0
0,0.005556,0.005556,180,0,15,720,1,0
0,0.005556,0.005556,180,0,14,577,1,0
0,0.005556,0.005556,180,0,14,576,1,0
0,0.005556,0.005556,180,0,13,493,1,0
0,0.005556,0.005556,180,0,13,492,1,0
0,0.011111,0.011111,180,1,13,463,1,0
0,0.005556,0.005556,180,0,13,435,1,0
0,0.005556,0.005556,180,0,13,434,1,0
0,0.005556,0.005556,180,0,10,147,1,0
0,0.004975,0.004975,201,0,17,493,1,0
0,0.004975,0.004975,201,0,17,493,1,0
0,0.004975,0.004975,201,0,16,318,1,0
0,0.004975,0.004975,201,1,16,317,1,0
0,0.004975,0.004975,201,0,15,257,1,0
0,0.004975,0.004975,201,0,15,257,1,0
0,0.004975,0.004975,201,0,14,114,1,0
0,0.004975,0.004975,201,0,13,60,1,0
0,0.004975,0.004975,201,0,13,60,1,0
0,0.00578,0.00578,173,0,17,324,1,0
0,0.011561,0.011561,173,1,17,206,1,0
0,0.00578,0.00578,173,0,16,149,1,0
0,0.00578,0.00578,173,0,16,148,1,0
0,0.00578,0.00578,173,0,15,88,1,0
0,0.004484,0.004484,223,1,14,2,1,0
1,0.005464,0.005464,183,0,21,324,1,0
0,0.005181,0.005181,193,0,13,1,1,0
0.787882,0.010539,0.00093,1075.333333,1,37,268,1,1
0.73234,0.002892,0.000526,760.8,1,16,39,1,0
0,0.005848,0.005848,171,1,12,12,1,0
0.655323,0.075822,0.05467,1024.333333,1,36,25,1,1
0,0.005988,0.005988,167,0,12,0,1,0
0,0.221557,0.179641,167,1,12,0,1,1
0,0.008403,0.008403,119,1,11,0,1,0
0,0.023438,0.015625,128,1,9,6,1,1
0,0.047244,0.047244,127,1,9,8,1,1
0,0.007874,0.007874,127,1,9,11,1,0
0,0.047244,0,127,1,9,1,1,0
0.825622,0.01625,0.006628,779.5,1,34,37,1,1
0.90817,0.00577,0.004616,433.25,1,34,24,0.75,1
0,0.017241,0.017241,58,1,6,85,1,0
0.689901,0.084211,0.004511,221.666667,1,29,58,1,1
0,0,0.025641,39,1,4,0,1,0
0,0.025,0,40,1,4,41,1,1
0,0.025641,0.025641,39,1,4,9,1,0
0,0.025641,0.025641,39,1,3,251,1,1
0,0.019231,0.019231,52,1,6,208,1,0
0.726119,0.024927,0.012097,779.428571,1,43,3492,0.857143,0
0.640944,0.011885,0.061121,294.5,1,18,591,1,0
0,0.000873,0.000873,1145,1,14,3,1,0
0.888716,0.01862,0.007667,608.666667,1,20,29,1,1
0.437744,0.110063,0.072327,477,1,38,130,0.75,0
0,0.793042,0.311329,1121,1,14,9,1,0
0,0.002157,0.001079,927,1,14,23,1,1
0.181381,0.005104,0.099522,1567.5,1,36,0,0.5,1
0,0.001161,0.001161,861,1,14,0,1,0
0,0.001161,0.001161,861,1,14,0,1,0
0,0.013937,0.013937,861,1,14,0,1,0
0,0.001161,0.001161,861,1,14,22,1,0
0.709239,0.01537,0.01561,832.8,1,35,361,1,1
0,0.001145,0.001145,873,1,12,6,1,0
0,0.003521,0,852,1,11,28,1,0
0,0.001175,0.001175,851,1,11,40,1,0
0,0.018801,0.003525,851,1,11,2,1,0
0,0.001181,0.002361,847,1,11,1,1,1
0,0.005896,0.002358,848,1,11,9,1,0
0.458686,0.036705,0.0188,558.5,1,9,0,0.5,0
0.548438,0.085623,0.123321,997.4,1,31,14,0.8,1
0,0.047521,0.022727,968,1,9,0,1,1
0.98411,0.022727,0.000429,1166,1,11,0,1,1
0.885372,0.045198,0.026634,619.5,1,9,0,0.5,1
0.852405,0.005882,0.002262,1105,1,11,2,0.5,0
0.861831,0.026613,0.022852,1152.333333,1,31,9,0.666667,1
0.73453,0.093013,0.01179,572.5,1,11,50,0.75,1
0.635491,0.086273,0.01001,699.333333,1,9,15,0.666667,1
0.53767,0.077751,0.004401,511.25,1,9,0,0.75,1
0.807463,0.017755,0.001902,525.666667,1,18,2,1,0
0.967407,0.095412,0.007821,639.333333,1,9,0,0.666667,1
0.999733,0.05618,0.002247,890,1,9,0,0.5,1
0.552105,0.127232,0.013393,448,1,9,18,1,1
0.965713,0.003717,0.013631,269,1,9,3,0.333333,1
0.348737,0.027149,0.194247,773.5,1,30,5,0.5,1
0,0.122378,0.01049,572,1,9,3,1,1
0.944922,0.011807,0.006404,999.4,1,30,8,0.8,1
0.999778,0.008314,0.010642,1503.5,1,30,1,1,1
0,0.002849,0.002849,351,1,9,0,1,0
0,0.00625,0.00625,160,1,8,0,1,1
0,0.022059,0,136,1,7,85,1,0
0,0.037313,0.007463,134,1,6,64,1,0
0,0.015625,0.015625,128,1,3,6,1,0
0,0.031008,0.03876,129,1,3,3,1,1
0,0.007692,0.007692,130,1,3,7,1,0
0,0.061538,0.007692,130,1,2,9,1,1
0,0,0,127,1,1,0,1,1
0,0.036496,0.014599,137,1,11,435,1,0
0,0.022059,0,136,1,7,194,1,0
0,0.022388,0.007463,134,1,6,109,1,0
0,0.001145,0.001145,873,1,12,204,1,0
0.875911,0.025683,0.013388,1220,1,34,548,1,0
0,0.018779,0.003521,852,1,11,80,1,0
0,0.005882,0.002353,850,1,11,51,1,0
0,0.001145,0.001145,873,1,14,172,1,0
0,0.001145,0.001145,873,1,14,172,1,0
0,0.013746,0.013746,873,1,14,172,1,0
0,0.001145,0.001145,873,1,14,172,1,0
0.956616,0.406393,0.03653,73,1,8,98,1,0
0.810426,0.042524,0.008775,329.222222,1,37,180,0.888889,1
0,0.024,0.024,125,1,5,7,1,0
0,0.078947,0.035088,114,1,3,2,1,0
0,0.279279,0,111,1,2,310,1,1
0,0.008197,0.008197,122,1,6,145,1,0
0.353359,0.01004,0,747,1,19,20,0.5,0
0,0.116667,0.016667,360,1,6,10,1,1
0.94566,0.003484,0.004181,717.5,1,16,11,1,0
0.970951,0.005797,0.008696,345,1,6,1,1,0
0.567371,0.075648,0.058649,784.333333,1,37,16,0.666667,1
0,0,0,53,1,1,0,1,1
0.153742,0.05292,0.001825,822,1,25,2,1,0
0,0.007707,0.003854,519,1,12,17,1,0
0.156025,0.087415,0.076875,806.5,1,18,12,1,1
0.578795,0.013274,0.018805,452,1,12,17,1,1
0,0.006369,0.009554,628,1,11,96,1,1
0,0.022258,0.017488,629,1,11,16,1,1
0,0.102073,0.039872,627,1,11,44,1,0
0.980311,0.105649,0.084728,478,1,12,25,1,1
0,0.005008,0.003339,599,1,11,6,1,0
0.319301,0.019831,0.009283,790,1,34,9,0.666667,1
0,0.066547,0.017986,556,1,11,50,1,1
0,0.009259,0.003704,540,1,11,7,1,1
0,0.552434,0.102996,534,1,10,0,1,1
0.918296,0.007346,0.011938,544.5,1,19,0,0.5,0
0,0.002809,0.002809,356,1,8,7,1,0
0,0.002786,0.002786,359,1,7,3,1,1
0.811278,0.017308,0.013462,520,1,17,42,1,1
0.936491,0.028474,0.002109,758.6,1,32,315,1,1
0,0.008596,0.002865,349,1,7,60,1,0
0,0.008621,0.002874,348,1,7,30,1,1
0,0.066474,0.040462,346,1,7,7,1,0
0,0.00597,0.00597,335,1,6,15,1,0
1,0.011364,0.011364,264,1,5,169,1,0
0,0.008955,0.008955,335,1,4,40,1,1
0,0.013937,0.013937,287,1,3,2,1,0
0,0.017422,0.013937,287,1,2,0,1,0
0,0.006969,0.003484,287,1,2,0,1,0
0,0.007092,0.007092,282,1,2,2,1,0
0,0.059233,0.062718,287,1,1,1,1,1
0.948225,0.02452,0.027719,312.666667,1,15,786,1,0
0,0.008596,0.002865,349,1,7,215,1,0
0,0.008621,0.002874,348,1,7,155,1,0
0,0.066474,0.040462,346,1,7,103,1,0
0.578795,0.012618,0.017876,475.5,1,12,665,1,0
0,0.023217,0.013267,603,1,11,175,1,0
0,0.003185,0.003185,628,1,11,171,1,0
0,0.006369,0.009554,628,1,11,112,1,0
0,0.00303,0,330,1,9,0,1,0
0,0.006079,0.006079,329,1,9,11,1,0
0,0.016287,0.009772,307,1,9,5,1,0
0,0,0.161716,303,1,9,2,1,0
0,0.008876,0.002959,338,1,8,17,1,0
0.899744,0.128427,0.063492,346.5,1,10,47,1,1
0,0.00304,0.00304,329,1,8,7,1,1
0,0.033435,0.057751,329,1,7,2,1,1
0,0.667656,0.11276,337,1,7,0,1,1
0,0.010256,0.010256,195,1,4,14,1,1
0,0.005181,0,193,1,3,67,1,1
0,0.011594,0.026087,345,1,9,359,1,0
0,0.028653,0.04298,349,1,8,276,1,0
0.810511,0.033446,0.029038,385.7,1,39,73,0.9,1
0.725308,0.075191,0.057349,588.5,1,41,83,0.75,1
