@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R20

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute class {buggy,clean}

@data
1,0,0.016024,0,0,7.18485,0,3,0,0,0,0.193361,0.00199,10,5,2,5,0,0,0,0,0,0,0,3.08,0.001112,1,0.032784,clean
0,0.000962,0.103266,0.004712,0.003634,30.6794,0,0,0,0.001604,3.03,0.783861,0.004502,15,0,4,3,0,1.01,7,0,7,2,0.00091,11.38,0.009656,11,0.072426,clean
3,0.001155,0.099297,0.00099,0.001359,19.5417,0,1,0,0.001025,2.03,0.521461,0,10,0,1,2,0.000227,0,3,0,3,2,0,1.01,0.008184,1,0.102926,clean
2,0,0.000748,0,0,1.76682,0,0,0,0,0,0.061715,0,2,0,1,1,0,0,2,0,2,0,0,0,0,4,0.033928,clean
0,0.008186,0.003529,0,0,7.00075,0.000543,2,0,0,0,0.182272,0,2,0,1,1,0.000201,0,1,0,0,0,0,1.01,0,11,0.034363,buggy
1,0.004181,0.005592,0,0,9.16205,0,0,0,0,0,0.240619,0,1,0,1,6,0,0,1,0,0,0,0,1.01,0,2,0.041013,clean
3,0,0.036949,0,0,10.0211,0,0,0,0,0,0.272807,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0.041527,buggy
0,0,0.011173,0,0,8.62632,0,0,0,0,0,0.220689,0,3,0,1,1,0,0,2,0,2,0,0,0,0.000803,2,0.034506,clean
0,0,0.01509,0,0,3.71677,0,0,0,0,0,0.117977,0.005456,4,28,5,4,0,0,1,0,1,0,0,4.49,0,7,0.041707,clean
0,0,0.002385,0,0,2.5349,0,0,0,0,0,0.061041,0,1,0,1,0,0,0,0,0,0,0,0,1.01,0,1,0.000487,clean
6,0.003315,0.038333,0.00117,0.001053,16.4202,0,0,0,0.001005,1.01,0.44382,0,11,0,1,5,0,0,1,0,1,0,0,0,0.007202,3,0.067899,clean
1,0,0.149015,0,0.004435,8.50408,0,0,0,0.004351,1.12,0.234636,0.007931,6,3,3,1,0,0,15,0,15,0,0,4.1,0.007407,7,0.073821,clean
28,0.00243,0.271423,0,0.001922,6.59762,0,0,0,0.00236,1.01,0.225835,0,34,2,5,6,0,0,19,0,19,1,0,2.31,0.002203,14,0.107733,clean
2,0,0.01512,0,0,5.87009,0,0,0,0.001272,0,0.178441,0,13,13,5,0,0,0,6,0,6,0,0,2.04,0.001534,10,0.049263,clean
29,0,0.443198,0.00499,0.008717,31.9437,0,0,0,0.007458,7.11,0.908089,0.001986,42,2,5,3,0,0,15,0,15,3,0,5.37,0.015086,15,0.226077,buggy
15,0.000937,0.31972,0.005368,0.005702,23.032,0,0,0,0.002319,6.08,0.591774,0.004977,27,0,4,2,0,1.01,4,0,4,1,0.00091,11.41,0.01176,10,0.05871,buggy
6,0.029762,0.058686,0.000526,0,14.7298,0,3,0,0,0,0.392315,0,6,0,1,42,0.001628,0,15,1,1,2,0,0,0.005254,9,0.065751,clean
7,0,0,0,0,0,0,0,0,0,0,0,0,10,13,5,0,0,0,7,0,4,0,0,0,0,6,0,clean
3,0,0.001641,0,0,3.36633,0,0,0,0,0,0.107253,0,4,0,1,6,0,0,1,0,1,0,0,0,0,3,0.040121,clean
4,0.00086,0.240194,0.001135,0.009856,21.2282,0,0,0,0.004965,5.14,0.5632,0.001104,4,0,2,3,0,2.02,11,0,11,0,0.000831,6.52,0.005529,3,0.12549,buggy
1,0.003268,0.006205,0.002033,0,6.38161,0,0,0,0.001704,0,0.189128,0,2,0,1,0,0,0,1,0,1,0,0,0,0,4,0.046618,clean
2,0.016605,0,0.003578,0.004633,0,0,0,0,0.001351,3.03,0,0,3,0,1,12,0,0,6,0,4,0,0,0,0.005923,13,0,clean
0,0,0.009731,0,0,3.1496,0,2,0,0,0,0.101419,0,2,0,1,3,0,1.01,1,0,0,0,0.00166,1.03,0.001516,2,0.039834,clean
1,0.000935,0.008432,0.000828,0,10.2088,0,0,0,0,0,0.254071,0,10,6,3,2,0,0,4,0,4,0,0,1.01,0.001791,7,0.031514,clean
2,0,0.047881,0,0,5.93615,0,0,0,0,0,0.160634,0,1,0,1,1,0,0,13,0,13,0,0,1.01,0,2,0.034472,clean
0,0.002244,0.000374,0,0,1.76682,0,0,0,0,0,0.061715,0,0,0,1,4,0,0,2,0,2,0,0,0,0,2,0.033928,clean
1,0.00112,0.015484,0.001685,0,6.02605,0,0,0,0,0,0.176257,0.001986,6,1,5,2,0,0,4,0,4,0,0,3.06,0.002771,11,0.040699,clean
0,0,0.000312,0,0,1.77712,0,0,0,0,0,0.06092,0,1,0,1,3,0,0,1,0,1,0,0,0,0,1,0.030953,clean
7,0.017486,0.210493,0.006063,0.000775,29.9939,0,1,1,0.005139,1.01,0.803194,0,9,0,1,16,0,0,11,0,5,2,0,1.01,0.013521,8,0.142929,buggy
0,0.003879,0.00388,0,0,4.2852,0,0,0,0,0,0.124116,0,1,0,1,3,0,0,3,0,3,0,0,0,0,3,0.034983,clean
0,0.0039,0.005962,0.001371,0,7.19932,0,0,0,0,0,0.205425,0,7,4,3,2,0,0,0,0,0,0,0,0,0,2,0.043193,clean
0,0,0.002678,0,0,2.97312,0,0,0,0,0,0.09279,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0.034972,clean
0,0,0.002547,0.000845,0,3.18664,0,0,0,0,0,0.095785,0.001175,3,7,3,1,0,0,0,0,0,0,0,2.04,0,2,0.034176,clean
0,0.023851,0.261632,0.009943,0,16.519,0,0,0,0,0,0.512102,0,3,0,1,5,0,0,0,0,0,0,0,1.01,0.00703,3,0.17467,clean
0,0,0.008232,0,0,6.42599,0,0,0,0,0,0.168539,0,8,0,1,1,0,0,1,0,1,0,0,1.01,0,9,0.031381,clean
0,0,0.0213,0.001574,0,6.1094,0,0,0,0,0,0.183252,0,9,0,1,5,0,0,2,0,2,1,0,0,0.00354,5,0.049416,clean
6,0,0.004512,0,0,4.76964,0,0,0,0,0,0.142682,0,8,0,1,0,0,0,11,0,11,0,0,1.01,0,8,0.040936,clean
0,0,0.0001,0,0,1.76682,0,0,0,0,0,0.061715,0,0,0,1,2,0,0,3,0,3,0,0,0,0,3,0.033928,clean
0,0,0.010227,0,0,4.33338,0,0,0,0,0,0.13686,0,4,2,2,1,0,0,0,0,0,0,0,0,0,2,0.047507,clean
0,0,0.001314,0,0,5.84059,0,0,0,0,0,0.15795,0,2,0,1,0,0,0,0,0,0,0,0,1.01,0,1,0.034431,clean
0,0.008177,0.000701,0,0,1.77712,0,0,0,0,0,0.06092,0,3,0,1,8,0,0,2,0,0,0,0,0,0.003381,3,0.030953,clean
1,0,0.001232,0,0,4.30172,0,0,0,0,0,0.122757,0,1,0,1,1,0,0,1,0,0,0,0,1.01,0,2,0.034415,clean
0,0,0.000274,0,0,1.76682,0,0,0,0,0,0.061715,0,2,0,1,2,0,0,1,0,1,0,0,0,0,2,0.033928,clean
32,0.001549,0.571881,0.002323,0.006629,37.6698,0,0,4,0.010306,4.04,1.03804,0,35,0,2,2,0,1.01,11,4,8,7,0.000183,4.18,0.012056,3,0.252898,buggy
2,0,0.011072,0,0,2.84822,0,0,0,0,0,0.093944,0,11,13,5,1,0,0,2,0,0,0,0,2.04,0,8,0.039721,clean
0,0.007907,0.008352,0,0,9.46033,0,8,0,0,0,0.238005,0,3,1,2,8,0.010111,0,0,0,0,0,0,12.22,0,0,0.03447,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1.01,0,2,0,clean
0,0,0.021872,0,0,4.40148,0,0,0,0,0,0.122517,0,4,2,2,0,0,0,0,0,0,0,0,3.05,0.008075,1,0.034077,clean
3,0,0.024267,0.001685,0.000549,10.786,0,0,0,0.000511,1.01,0.283064,0,3,0,5,0,0,1.01,2,0,2,1,0.000706,2.03,0.001894,7,0.043076,clean
1,0,0.018149,0,0,5.62327,0,0,0,0.001235,1.03,0.159459,0,2,1,2,1,0,0,4,0,4,0,0,1.01,0.001092,2,0.04011,clean
0,0.004405,0.087056,0.003694,0.001438,18.2209,0,0,0,0.00132,1.01,0.46937,0,1,0,1,1,0,0,0,0,0,0,0,1.01,0.00943,1,0.053846,clean
0,0,0.03319,0.002225,0,14.266,0,0,0,0,0,0.383392,0.002339,5,2,4,1,0,0,3,0,3,0,0,4.1,0.000825,5,0.052975,clean
0,0,0.007836,0,0,3.18671,0,0,0,0,0,0.103454,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0.040931,clean
1,0,0.019085,0.001371,0,5.96006,0,0,0,0,0,0.168039,0,4,2,2,2,0,0,3,0,3,0,0,0,0.00245,10,0.036744,clean
0,0.005779,0.019501,0,0,11.3595,0,22,0,0,0,0.298535,0.001986,1,1,4,21,0.004634,0,1,0,0,0,0,5.36,0,1,0.043316,clean
4,0.004682,0.099043,0,0.001703,19.6298,0,0,0,0.002409,2.02,0.568623,0,13,0,1,3,0,0,12,0,12,0,0,1.01,0.013469,6,0.147024,buggy
0,0,0.015619,0,0,4.58578,0,2,0,0.00236,0,0.142625,0,6,0,2,2,0,0,0,0,0,0,0,2.07,0.002203,4,0.046531,clean
0,0,0.002495,0,0,5.98276,0,0,0,0,0,0.159804,0,1,0,1,3,0,0,0,0,0,0,0,1.01,0.001255,1,0.034432,clean
0,0,0.015993,0,0,8.62632,0,0,0,0.001358,0,0.220689,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.034506,clean
2,0.006692,0.006081,0.000449,0.000418,4.83769,0,0,0,0,1.02,0.129769,0,2,0,1,11,0,0,5,0,5,0,0,1.01,0,2,0.031042,clean
0,0,0.005647,0,0,3.82071,0,0,0,0,0,0.112153,0,3,1,2,1,0,0,7,0,7,0,0,0,0.00094,6,0.031977,clean
3,0,0.018405,0,0,16.9512,0,0,0,0,0,0.43579,0,2,0,1,2,0,0,3,0,2,0,0,0,0.000632,7,0.051282,buggy
0,0.00146,0.031827,0.000777,0,8.48552,0,0,0,0,0,0.218306,0.002952,8,2,5,5,0,0,4,0,4,0,0,3.06,0.001255,13,0.032431,clean
0,0,0.038546,0.005638,0,5.74856,0,0,0,0,0,0.179606,0.00651,2,158,7,1,0,1.01,1,0,1,0,0.0023,6.93,0.002417,9,0.056793,clean
2,0,0.000549,0,0,1.76682,0,0,0,0,0,0.061715,0,9,0,3,1,0,0,4,0,4,0,0,0,0,5,0.033928,clean
0,0,0.014037,0.002103,0.001922,4.55719,0,0,0,0.00236,1.01,0.165512,0,5,0,2,1,0,1.01,0,0,0,0,0.0023,1.05,0,1,0.102901,clean
2,0.020598,0.425979,0.003588,0.001438,27.3621,0,2,5,0.006117,1.06,0.706161,0,7,0,2,27,0.00118,1.01,2,2,1,7,0.000983,2.06,0.011397,6,0.078225,clean
1,0.00204,0.028188,0,0,12.0882,0,0,0,0,0,0.335725,0,1,0,1,1,0,0,2,0,2,0,0,0,0.000877,2,0.101962,clean
0,0,0.019982,0.001364,0,4.38535,0,0,0,0,0,0.127942,0,8,99,5,1,0,0,2,0,2,0,0,2.05,0,17,0.033123,clean
7,0.000937,0.044995,0,0,17.6967,0,0,1,0.000556,0,0.452861,0,16,0,1,2,0,0,5,0,5,1,0,1.01,0.001454,2,0.04899,clean
4,0,0.0482,0,0,5.02919,0,0,0,0.00236,0,0.157739,0,7,0,4,2,0,0,2,0,2,0,0,1.07,0.002203,7,0.052183,clean
0,0,0.000435,0,0,3.19695,0,0,0,0,0,0.09499,0,1,0,1,0,0,0,0,0,0,0,0,1.01,0,7,0.0312,clean
11,0.008087,0.321151,0.007926,0.001435,31.2801,0,0,2,0.003112,2.09,0.820523,0,17,0,1,9,0,0,3,1,3,4,0,1.01,0.017416,9,0.113891,buggy
0,0,0.000662,0,0,1.77712,0,0,0,0,0,0.06092,0,3,0,1,1,0,0,1,0,1,0,0,0,0,2,0.030953,clean
0,0,0.003177,0.001371,0,7.38689,0,0,0,0,0,0.196374,0,11,4,3,2,0,0,1,0,1,0,0,3.03,0,3,0.035918,clean
0,0,0.001426,0,0,3.15241,0,0,0,0,0,0.103077,0,7,0,2,1,0,0,0,0,0,0,0,0,0,1,0.042799,clean
3,0.007484,0.074513,0,0,34.2777,0,0,0,0,1.01,0.90343,0,1,0,1,4,0,0,233,0,9,0,0,1.01,0.000198,2,0.127768,buggy
0,0.001453,0.037604,0,0.000504,7.00075,0,0,0,0.000448,1.05,0.182272,0,0,0,1,2,0,0,0,0,0,0,0,0,0.000691,1,0.034363,clean
3,0,0.002475,0,0,3.45817,0,0,0,0,0,0.097967,0,6,0,1,1,0,0,4,0,4,0,0,1.01,0,6,0.030969,clean
0,0.001853,0.002183,0,0,6.41569,0,1,0,0,0,0.169334,0,0,0,1,9,0,0,2,0,2,0,0,1.01,0,5,0.034357,clean
2,0,0.022383,0,0,11.2037,0,1,0,0,0,0.282767,0,8,0,2,1,0,0,4,0,3,0,0,0,0.000652,5,0.035547,clean
1,0,0.001984,0,0,4.64887,0,0,0,0,0,0.107619,0,1,0,2,1,0,0,0,0,0,0,0,2.02,0,2,0.000428,clean
13,0,0.205533,0.003901,0.006746,29.4386,0,0,0,0.008833,2.04,0.787112,0.001986,22,0,3,1,0,0,7,0,7,0,0,4.06,0.007866,10,0.142391,buggy
0,0.001402,0.035894,0,0,14.8324,0,0,0,0,0,0.408289,0,2,0,1,1,0,0,4,0,4,0,0,0,0.000877,2,0.10878,clean
0,0,0.014492,0,0,10.9766,0,0,0,0,0,0.284577,0,7,0,2,0,0,0,0,0,0,0,0,0,0.001642,2,0.037211,clean
1,0.00188,0.021243,0.000635,0.002713,13.1037,0,2,0,0,1.01,0.330644,0.00164,6,4,7,4,0,0,3,0,3,0,0,8.13,0.000877,9,0.042322,clean
0,0.012028,0.021439,0,0,3.94798,0,0,0,0,0,0.138502,0,3,15,2,21,0,0,3,0,3,0,0,0,0,8,0.077388,clean
10,0.002856,0.116048,0,0,13.8673,0,0,0,0.002259,0,0.378464,0,10,0,1,3,0,0,7,0,7,0,0,1.01,0.005978,7,0.059637,clean
0,0.002244,0.00705,0.004112,0,4.41258,0,0,0,0,0,0.138856,0.002859,1,6,2,3,0,0,8,0,8,0,0,2.07,0,20,0.046384,clean
0,0.001964,0,0.000687,0.001605,0,0,0,0,0,2.02,0,0.002952,9,1,5,4,0,0,6,0,6,0,0,4.07,0.002751,13,0,clean
0,0.001762,0.006021,0,0,7.14634,0,2,0,0,0,0.218953,0,12,4,8,2,0,0,4,0,4,0,0,2.05,0.002338,10,0.067444,clean
1,0,0.000599,0,0,1.76682,0,0,0,0,0,0.061715,0,2,0,1,1,0,0,1,0,0,0,0,0,0,3,0.033928,clean
4,0.000935,0.036103,0.00395,0,17.0249,0,1,0,0.001809,0,0.462573,0,17,9,4,8,0.000945,0,9,0,6,0,0,2.02,0.007232,21,0.101882,clean
0,0,0.001289,0,0,3.19189,0,2,0,0,0,0.097192,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0.03454,clean
0,0,0.000249,0,0,1.76682,0,0,0,0,0,0.061715,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.033928,clean
2,0.003051,0.039665,0,0,9.70651,0,0,0,0,0,0.251458,0,7,0,1,8,0,1.01,9,0,8,0,0.000359,2.09,0.000642,13,0.035488,clean
0,0,0.00222,0,0,1.77712,0,0,0,0,0,0.06092,0,3,0,1,1,0,0,1,0,1,0,0,0,0,4,0.030953,clean
1,0,0.029387,0,0,8.45689,0,1,0,0.001314,0,0.224389,0.000762,7,15,4,3,0,0,7,0,7,0,0,3.09,0.002143,18,0.042047,clean
2,0,0.026265,0,0.002635,11.6158,0,0,0,0,2.07,0.30391,0.001986,12,0,3,0,0,0,7,0,6,0,0,3.04,0.004532,11,0.044819,clean
2,0.003715,0.039074,0.003131,0,5.24311,0,0,0,0.000765,0,0.161915,0,4,0,1,5,0,0,0,0,0,0,0,0,0.001516,4,0.049505,clean
0,0.020066,0.033943,0.002631,0.001053,13.5695,0,2,0,0,1.01,0.362785,0,2,0,2,39,0.000725,0,3,0,2,0,0,1.01,0.000691,5,0.05836,clean
0,0,0.010707,0,0,4.33338,0,0,0,0,0,0.13686,0,5,2,2,1,0,0,0,0,0,0,0,0,0,2,0.047507,clean
1,0,0.093468,0,0.000997,11.3129,0,1,0,0.00108,1.04,0.331233,0,5,1,2,3,0,0,13,0,11,0,0,1.01,0.001352,1,0.103476,buggy
7,0,0.027833,0,0,2.99199,0,0,0,0.003473,0,0.202979,0,10,0,1,2,0,0,6,0,6,1,0,0,0,2,0.135636,clean
0,0,0.02779,0,0.00151,5.97445,0,0,0,0,1.01,0.174141,0.00276,2,4,2,1,0,0,0,0,0,0,0,2.04,0.001195,1,0.041472,clean
0,0,0.079979,0.001683,0,14.7861,0,0,0,0,0,0.3663,0.002445,9,12,2,1,0,0,2,1,2,1,0,3.05,0.002084,4,0.036662,clean
0,0,0.006921,0,0.000835,7.72196,0,0,0,0,1.02,0.198359,0.001986,6,8,6,1,0,0,0,0,0,0,0,5.37,0.000877,2,0.034375,clean
0,0,0.005888,0,0,8.61561,0,0,0,0,0,0.218097,0.000762,3,8,3,2,0,0,3,0,3,0,0,2.07,0.000989,9,0.031522,clean
0,0.008906,0.012796,0,0,10.7594,0,7,0,0,0,0.282301,0.001986,2,1,4,8,0.010689,0,1,0,0,0,0,5.36,0.002417,1,0.043071,clean
10,0.001823,0.199267,0,0.003274,19.2408,0,0,0,0.003123,2.08,0.525815,0,18,0,1,1,0,0,8,1,8,0,0,0,0.006705,0,0.075846,buggy
0,0,0.011554,0,0,7.2288,0,2,0,0,0,0.198684,0.0074,3,13,4,0,0,0,1,0,1,0,0,9.58,0,6,0.040396,clean
0,0,0.007491,0,0,9.28127,0,0,0,0,0,0.259052,0,8,5,3,1,0,0,1,0,1,0,0,1.01,0.004149,2,0.047034,clean
9,0.000615,0.283954,0.000894,0,4.49111,0,0,0,0.001025,1.04,0.114846,0,16,0,1,6,0,0,4,0,4,1,0,1.01,0.001111,7,0.024683,clean
7,0,0.015378,0,0.000835,8.67717,0,0,0,0,1.08,0.231637,0.001986,11,0,3,0,0,0,5,0,5,0,0,3.04,0.001815,15,0.042604,clean
0,0,0.001391,0,0,1.38451,0,0,0,0,0,0.049262,0,2,30,5,3,0,0,1,0,1,0,0,1.02,0,8,0.029068,clean
1,0,0.000545,0,0,1.77712,0,0,0,0,0,0.06092,0,6,34,1,1,0,0,19,0,16,0,0,0,0,24,0.030953,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,1,0,0,0,0,0,0,2,0,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,3,0.024708,clean
0,0,0.017208,0,0,7.94243,0,0,0,0,0,0.226959,0,8,1,3,1,0,0,1,0,0,0,0,7.07,0,3,0.065937,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,12,0,0,3,0,3,0,0,1.01,0,3,0,clean
1,0.001237,0.04235,0.001495,0.002511,7.73771,0,0,0,0.001442,3.06,0.203534,0.001237,5,2,2,2,0,1.01,8,0,4,0,0.00091,3.11,0.003672,9,0.034817,clean
1,0,0.028289,0,0,7.93397,0,0,0,0,0,0.274432,0,11,0,1,2,0,0,1,1,1,0,0,0,0.002497,1,0.130102,clean
2,0,0.031029,0,0.001205,11.2074,0,0,0,0.002056,2.02,0.284853,0.003121,12,0,1,0,0,0,2,0,2,0,0,1.01,0.002321,3,0.037897,clean
5,0,0.036079,0,0,12.5792,0,0,0,0.001697,0,0.349068,0.001986,20,2,5,1,0,0,1,0,1,0,0,5.37,0,5,0.056399,clean
1,0,0.060507,0.001001,0.001417,16.4773,0,0,0,0,3.04,0.442735,0.03587,16,13,3,1,0,1.01,2,1,2,1,0.000461,4.09,0.01321,2,0.106144,buggy
0,0,0.009295,0,0,9.06665,0,0,0,0,0,0.251627,0,3,0,1,1,0,0,0,0,0,0,0,1.01,0,4,0.05128,clean
0,0,0.008038,0,0,4.77591,0,0,0,0,0,0.149787,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0.050099,clean
2,0.000935,0.016343,0.001371,0,11.7129,0,0,0,0.000741,0,0.321985,0,11,4,3,3,0,0,1,0,1,0,0,3.03,0.00168,4,0.091099,clean
1,0,0.015107,0,0,13.9237,0,0,0,0,0,0.358977,0,6,0,1,0,0,0,1,0,1,0,0,1.01,0.002645,3,0.04435,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,3,0,buggy
0,0.000755,0.003566,0,0.000835,7.72196,0,0,0,0,1.01,0.198359,0,1,0,1,2,0,0,2,0,2,0,0,0,0.000877,2,0.034375,clean
0,0,0.006371,0,0,3.18918,0,0,0,0,0,0.100676,0,2,0,4,1,0,0,0,0,0,0,0,2.03,0,2,0.037278,clean
2,0.011977,0.035529,0.002948,0,11.1884,0,0,0,0,0,0.30825,0,4,0,1,12,0,0,0,0,0,0,0,1.01,0.005333,4,0.052777,clean
1,0.000222,0.00455,0,0,7.91391,0,0,0,0,0,0.20238,0.002952,8,2,5,0,0,0,2,0,2,0,0,3.06,0,5,0.031483,buggy
3,0.001402,0.056855,0.002018,0.000829,21.1016,0,0,0,0.000665,1.01,0.532385,0.001203,14,7,5,1,0,1.01,1,0,1,1,0.000752,3.04,0.005752,3,0.047801,clean
0,0,0.005558,0,0,6.01575,0,0,0,0,0,0.167057,0,3,0,2,1,0,0,1,0,0,0,0,3.05,0.000989,6,0.037333,clean
0,0,0.02535,0,0,3.26332,0,5,0,0,0,0.096426,0,4,0,1,6,0,0,1,0,1,0,0,0,0,4,0.034024,clean
0,0,0.025346,0,0,7.90771,0,0,0,0,0,0.239377,0,0,0,1,0,0,0,2,0,2,0,0,0,0,3,0.100554,clean
0,0.000222,0.012311,0,0,4.68802,0,0,0,0,0,0.13759,0,8,0,1,1,0,0,5,0,5,0,0,1.05,0,11,0.037315,clean
3,0,0.01174,0,0,6.2318,0,0,0,0,0,0.184938,0,6,0,2,1,0,0,11,0,8,0,0,1.02,0.001261,5,0.04598,clean
3,0.001726,0.016185,0,0,12.7082,0,0,0,0,0,0.312137,0,9,1,2,5,0,0,2,0,1,1,0,7.07,0.00234,3,0.034607,buggy
1,0.015551,0.025791,0,0,8.90433,0,3,0,0,0,0.229991,0.001237,2,1,3,27,0,0,2,0,2,0,0,3.03,0,4,0.035139,clean
19,0.000807,0.090978,0.001258,0.002243,19.5813,0,0,1,0.006639,1.02,0.492669,0.001986,32,2,5,2,0,0,12,0,12,2,0,6.38,0.003396,13,0.05358,clean
4,0,0.163396,0,0.002046,17.5231,0,0,0,0.0024,4.07,0.506508,0.006054,16,1,2,2,0,0,4,0,4,0,0,6.23,0.00424,1,0.132606,clean
0,0,0.011712,0,0,12.1236,0,0,0,0,0,0.308463,0,1,0,1,3,0,0,3,0,2,0,0,0,0.000877,3,0.044509,clean
2,0,0.003468,0,0,3.69105,0,0,0,0,0,0.120863,0,7,0,1,1,0,0,1,0,1,0,0,1.01,0,2,0.058722,clean
0,0.006102,0.033143,0,0,10.9041,0,0,0,0,0,0.289278,0,11,0,1,9,0,0,2,0,2,0,0,1.01,0.007874,12,0.039032,clean
0,0.085575,0.315343,0.008588,0.010221,34.7864,0,0,6,0.00132,10.12,0.92035,0.001986,17,0,1,146,0,0,24,6,15,8,0,0,0.019037,22,0.145977,buggy
0,0,0.00431,0,0,4.68802,0,0,0,0,0,0.13759,0,1,0,2,1,0,0,0,0,0,0,0,1.01,0,3,0.037315,clean
4,0,0.074241,0.002705,0.002354,7.31355,0,0,0,0.002741,1.01,0.353524,0,13,0,1,1,0,0,8,0,7,1,0,0,0.010318,2,0.217066,clean
1,0,0.054015,0,0,4.08622,0,0,0,0,0,0.118241,0,1,0,3,1,0,1.01,1,0,1,0,0.000752,2.03,0,1,0.034534,clean
0,0,0.002778,0,0,2.97312,0,0,0,0,0,0.09279,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0.034972,clean
1,0.002067,0.049653,0.001498,0.001943,5.65618,0,0,0,0.001748,1.03,0.211,0.001444,3,1,2,1,0,1.01,2,0,2,0,0,1.07,0,1,0.125862,clean
3,0,0.018757,0,0.002596,3.09661,0,0,0,0,1.01,0.117516,0,5,0,1,1,0,0,5,0,5,0,0,0,0.003995,4,0.084222,clean
1,0,0.019345,0,0,7.67247,0,0,0,0.000393,0,0.212049,0,7,2,2,0,0,0,0,0,0,0,0,3.05,0.005662,1,0.042455,clean
1,0.004022,0.085654,0.002434,0.002243,14.9163,0,0,0,0.002409,1.01,0.405823,0,17,12,5,3,0,0,4,0,3,0,0,5.07,0.010513,11,0.071277,clean
9,0,0.029085,0.000503,0.0005,14.2302,0,0,0,0,1.01,0.360674,0.001949,5,15,3,1,0,0,4,0,4,0,0,3.07,0.009969,9,0.04067,clean
0,0,0.487638,0,0.004431,21.9852,0.001059,0,0,0.002722,5.09,0.542209,0.006054,2,1,2,1,0,0,2,0,2,0,0,5.22,0.005378,1,0.043461,clean
