@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-4,6,9-11,14,18,20-21,24-26,28,30,35-42,44,47,49-50,52-53,55,57-61'

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,15,0,1,1,0,0,1.01,0.005924,9,clean
0,0,0.003869,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,1,2,0,0,0,0,clean
0,0,0.013161,0.006542,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,1,0,0,1.01,0.005924,9,buggy
0,0,0.110027,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,1,0,2.02,0.009791,9,clean
4,0,0.702491,0,0,1.01,0,0,2,0.002324,0,0,0,1,0,0,36,0,7,6,4,0,0,0,0,clean
0,0,0.028043,0.002325,0,1.01,0,0,1,0.004871,0,0,0,1,0,0,3,0,5,5,1,0,0,0,0,clean
1,0,0.003012,0,0,0,0,6,0,0,0,0,0,2,0,0,153,0,3,3,0,0,2.04,0.008655,33,clean
1,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,5,4,0,0,0,0,0,clean
1,0,0.005114,0,0,0,0,1,0,0,0,0,0,2,0,0,21,0,5,4,0,0,1.1,0.027723,22,clean
0,0,0.001259,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
1,0,0.040468,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,6,6,0,0,2.02,0.009791,9,clean
0,0,0.211044,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,3,0,2.02,0.009791,11,clean
0,0,0.004627,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,clean
1,1.01,0.131836,0.001006,0.00061,1.02,1,2,0,0.000798,3.04,0.000514,4,2,0.002931,0,1830,1.02,29,20,0,0,1.02,0.000376,10,clean
0,0,0.00179,0,0,0,1,2,0,0,2.02,0,0,1,0.002601,0,6,0,1,0,0,0,1.01,0.005924,9,clean
1,0,0.138568,0,0,0,0,0,2,0,0,0,0,1,0,0,28,0,9,9,3,0,4.13,0.014188,51,clean
0,0,0.001317,0.003451,0,0,0,0,0,0,0,0.003609,0,3,0,0,3,1.03,0,0,0,0,3.04,0.034292,37,clean
0,0,0.001365,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,0,0,1.01,0.005924,9,clean
0,0,0.023219,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,5,5,0,0,2.06,0.009791,37,clean
2,0,0.002402,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,5,5,0,0,1.01,0.005924,9,buggy
0,1.02,0,0,0.014053,0,85,0,0,0,0,0,0,1,0,0,0,0,86,1,0,0,0,0,0,clean
2,0,0.006385,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,12,10,0,0,2.02,0.009791,9,clean
0,0,0.00557,0,0,0,0,0,0,0,0,0,0,2,0,0,105,0,5,5,1,0,2.02,0.009791,17,clean
0,0,0.007034,0.006542,0,0,0,15,0,0,5.07,0,0,1,0.028708,0,171,0,6,5,0,0,0,0,0,buggy
2,0,0,0.004374,0,0,0,0,0,0,0,0,0,1,0,0,55,0,3,3,0,0,2.02,0.008702,10,clean
0,0,0.000949,0.004075,0,0,0,0,0,0,0,0,3,2,0,0,21,0,6,6,0,0,1.01,0.005924,16,clean
1,0,0.187909,0.001503,0,0,0,0,0,0,0,0,0,1,0,0,45,0,8,8,0,0,2.02,0.009791,9,clean
0,0,0.003217,0,0,0,0,0,0,0,0,0,1,2,0,0,21,0,1,1,0,0,2.02,0.009791,17,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,6,6,0,0,0,0,9,clean
0,0,0.002467,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,5,5,0,0,0,0,0,clean
0,0,0.000682,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,clean
0,0,0.050702,0.004075,0,0,0,0,1,0,0,0,0,1,0,0,45,0,5,3,1,0,1.01,0.005924,9,buggy
0,0,0.003692,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,2,1,1,0,4.13,0.014188,51,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,clean
1,0,0.108681,0.002991,0,0,0,0,0,0,0,0,0,2,0,1.01,21,0,2,2,1,0.002921,4.04,0.014863,17,clean
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,2,2,0,0,2.04,0.009791,56,clean
0,0,0.003149,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,1.03,0.002731,6,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3.05,0.037515,25,clean
0,0,0.002467,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,0,10,clean
5,0,0.195076,0,0,0,0,0,1,0,0,0,0,1,0,0,153,0,18,18,2,0,2.02,0.009791,9,clean
0,0,0.003292,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
1,0,0.018491,0.006542,0,1.01,0,0,0,0.00318,0,0,0,2,0,0,10,0,0,0,0,0,1.01,0.005924,12,buggy
0,0,0.004068,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,3,0,0,0,0,0,clean
0,0,0.004944,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,5,2,0,0,1.1,0.027723,43,clean
0,0,0.168227,0,0,0,0,0,2,0,0,0,0,2,0,0,28,0,1,1,3,0,2.02,0.009791,16,clean
0,1.01,0,0,0.004241,0,10,0,0,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,clean
0,0,0.002239,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
5,0,0.003246,0,0,0,0,2,0,0,1.01,0,0,1,0.003261,0,231,0,20,19,0,0,0,0,0,buggy
0,0,0.041552,0.000323,0,0,0,0,0,0,0,0,0,2,0,0,171,0,7,7,0,0,1.38,0.002024,2,clean
0,0,0.001364,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
0,0,0.006478,0,0,0,0,1,0,0,0,0,0,2,0,0,15,0,5,4,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,11,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,buggy
0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,9,clean
4,0,0.074056,0.011502,0,1.02,0,0,0,0.003987,0,0,0,1,0,0,153,0,3,3,0,0,6.12,0.018294,13,clean
0,0,0,0.018552,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,9,clean
0,1.02,0.00019,0,0.014053,0,5,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,clean
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,3,3,1,0,0,0,9,clean
1,0,0.032952,0,0,1.01,0,0,0,0.002741,0,0,0,1,0,0,36,0,2,2,0,0,1.01,0.005924,9,clean
0,0,0.007015,0.003451,0,0,0,2,0,0,3.04,0,0,1,0.012098,0,6,0,4,4,1,0,1.01,0.005924,9,clean
2,0,0.278352,0.022517,0,1.01,0,0,0,0.023845,0,0,0,1,0,0,21,0,1,1,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,1,0,0,1.1,0.027723,22,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.01,0.005924,9,clean
3,0,0.002586,0,0,0,0,0,0,0,0,0.003307,13,2,0,1.01,136,1.02,10,1,0,0.00316,1.1,0.002905,95,clean
1,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,27,1,1,0,0,0,0,buggy
2,0,0.00952,0,0,0,0,0,0,0,0,0,0,1,0,0,66,0,7,7,0,0,2.02,0.009791,9,clean
0,0,0.004387,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,0,0,0,1.01,0.005924,9,clean
3,0,0.002709,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,9,4,1,0,2.02,0.009791,9,clean
4,0,0.261072,0.001852,0,4.05,0,3,1,0.004659,2.02,0.001023,1,2,0.002086,1.01,78,1.01,0,0,3,0.000255,3.03,0.010674,10,buggy
2,0,0.390923,0,0,0,0,0,1,0,0,0,0,1,0,0,21,0,4,4,1,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,9,clean
0,0,0.001518,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,1.01,0.005924,23,clean
0,0,0.010005,0.003348,0,1.01,0,0,0,0.00318,0,0,0,1,0,0,6,0,2,2,0,0,1.01,0.005924,9,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,clean
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,10,10,0,0,1.01,0.005924,9,clean
0,0,0.042207,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,2.02,0.009791,9,clean
3,0,0.330227,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,1,1,1,0,2.02,0.009791,12,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,1,1,0,0,2.02,0.009791,15,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,9,clean
0,0,0.007474,0,0,0,1,0,1,0,0,0.003609,3,4,0,1.01,1,1.01,1,0,1,0.002921,8.51,0.021069,75,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,1,0,0,0,0,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,5,3,1,0,0,0,0,buggy
6,0,0.027778,0.006542,0,4.07,1,0,0,0.020576,0,0,0,1,0,0,105,0,5,4,0,0,1.01,0.005924,9,clean
9,0,0.221929,0,0,3.06,0,0,0,0.004666,0,0,0,1,0,0,105,0,14,13,1,0,0,0,0,buggy
1,0,0.003362,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,1,0,0,2.02,0.009791,9,clean
0,0,0.000682,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
3,0,0.148083,0.003194,0,2.02,0,0,0,0.004409,0,0,1,2,0,0,28,0,3,3,0,0,3.08,0.007771,19,buggy
0,0,0.005114,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,3,0,1,0,1.1,0.027723,22,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,0,10,clean
0,0,0.007954,0,0,0,0,3,1,0,0,0,0,1,0,0,21,0,3,3,1,0,3.29,0.011815,9,clean
0,0,0.000809,0.004374,0,1.02,0,0,0,0.004366,0,0,0,2,0,1.01,3,0,1,1,1,0.002266,1.09,0.002778,18,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,12,clean
0,0,0.001966,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,4,4,0,0,0,0,0,clean
0,0,0.001328,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.03,0.033647,25,clean
1,0,0.003263,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,8,8,0,0,0,0,10,buggy
0,0,0.005945,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1,0,1,0,0,0,0,clean
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6,0,2,1,0,0,0,0,9,clean
2,1.01,0.004615,0,0.00061,0,4,1,0,0,0,0.001023,4,1,0,0,78,1.04,4,0,0,0,3.66,0.010674,66,clean
0,0,0.002539,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,2.04,0.009791,18,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,clean
0,0,0.000682,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
3,0,0.016455,0.003451,0,0,0,0,0,0,0,0,0,1,0,0,66,0,9,9,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1.01,0.003931,11,clean
0,0,0.001121,0,0,0,0,0,0,0,0,0,8,4,0,1.01,6,0,2,0,0,0.002921,4.09,0.014863,47,clean
0,0,0.008824,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,clean
0,0,0.003418,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,6,6,0,0,2.04,0.009791,18,clean
0,0,0.460828,0,0,0,0,0,1,0,0,0,0,1,0,0,55,0,7,7,1,0,2.02,0.009791,9,clean
3,0,0.147691,0.005894,0,1.01,0,0,0,0.00318,0,0,1,2,0,0,15,0,8,8,1,0,3.08,0.007771,19,buggy
0,0,0.001814,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,2.02,0.009791,11,clean
2,0,0.023224,0.002616,0,1.02,0,0,0,0.002596,0,0,0,1,0,3.04,15,0,3,2,0,0.004202,3.48,0.007549,0,clean
0,0,0.001364,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,buggy
0,0,0.003754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.01,0.005924,9,clean
0,1.01,0,0,0.014053,0,21,0,0,0,0,0,0,1,0,0,0,0,22,1,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1.01,0.051511,21,clean
0,0,0.009047,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,3,0,0,0,0,0,clean
0,0,0.022473,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.02,0.009791,9,clean
11,0,0.107189,0,0,3.05,0,0,0,0.00718,0,0,0,1,0,0,325,0,1,1,2,0,2.02,0.009791,9,clean
2,0,0.022159,0.009123,0,1.01,0,0,0,0.002324,0,0,0,2,0,0,21,0,6,6,1,0,1.02,0.002731,3,clean
5,2.02,0.209219,0.020391,0.00107,4.1,0,0,1,0.00918,0,0,0,1,0,0,1540,0,15,15,1,0,4.15,0.014863,22,clean
2,0,0.035003,0,0,1.02,0,0,0,0.0012,0,0,0,1,0,0,10,0,3,2,1,0,3.09,0.010674,9,buggy
0,0,0.007995,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,4,4,1,0,0,0,0,clean
0,0,0.02983,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,2.02,0.009791,9,clean
0,0,0.036568,0,0,0,0,4,0,0,1.01,0,0,1,0.001309,0,28,0,5,1,1,0,2.02,0.009791,9,clean
0,0,0.002557,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,1,1,0,0,1.01,0.003931,19,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,buggy
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,clean
1,0,0.004111,0,0,0,0,0,0,0,0,0,4,4,0,0,36,0,5,4,0,0,1.1,0.027723,45,clean
12,1.02,0.002087,0,0.014053,0,25,0,0,0,0,0,0,3,0,0,253,0,55,30,0,0,0,0,14,buggy
0,0,0.002537,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,1.01,0.005924,32,clean
0,0,0.001256,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.047883,0,0,0,12,0,0,0,0,0,2,2,0,0,666,0,14,2,0,0,2.02,0.009791,18,clean
0,0,0.001875,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,2,2,0,0,1.1,0.027723,22,clean
0,0,0.000271,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2.02,0.009791,10,clean
0,0,0.002368,0,0,0,0,1,0,0,0,0,0,1,0,0,28,0,8,1,0,0,0,0,0,clean
0,0,0.01264,0.003348,0,0,0,1,0,0,0,0,0,1,0,0,10,0,2,1,0,0,0,0,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,3,2,0,0,0,0,0,clean
0,0,0.001508,0.006066,0,0,0,0,0,0,0,0,0,1,0,0,45,0,9,9,0,0,1.02,0.005924,18,clean
4,0,0.039268,0,0,0,0,0,0,0,0,0,5,3,0,0,325,0,26,25,0,0,2.02,0.009791,26,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0.002959,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,1,0,0,1.1,0.027723,22,clean
0,0,0.001399,0,0,0,0,5,0,0,3.04,0,0,1,0.010534,0,10,0,3,0,0,0,1.01,0.005924,9,clean
0,0,0.001763,0,0,0,1,0,0,0,0,0,0,1,0,0,66,0,5,4,0,0,2.02,0.009791,9,clean
0,0,0.06335,0.001503,0,0,0,0,1,0,0,0,0,1,0,0,21,0,12,2,1,0,3.09,0.011059,9,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,1,0,0,0,0,0,clean
0,0,0.051524,0,0,0,0,0,0,0,0,0,0,1,0,1.01,1,0,2,2,0,0.001502,3.15,0.012592,0,clean
0,0,0.002152,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,2.02,0.009791,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,3,3,0,0,0,0,14,buggy
0,0,0.003921,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,buggy
0,0,0.013289,0.002107,0,0,0,0,0,0,0,0,0,1,0,0,10,0,3,2,0,0,0,0,0,clean
0,0,0.002625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.05,0.037515,26,clean
1,0,0.012534,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,1,1,0,0,1.02,0.002667,19,clean
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,10,5,0,0,0,0,18,buggy
0,0,0.004931,0.004075,0,0,0,0,0,0,0,0,0,2,0,0,21,0,1,1,2,0,7.11,0.021593,31,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,1.01,0.005924,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,5,5,1,0,0,0,0,buggy
0,0,0.018898,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,clean
1,0,0,0.018552,0,1.03,0,0,0,0.019848,0,0.01548,6,3,0,1.01,153,1.05,5,5,0,0.009752,2.28,0.036351,57,clean
0,0,0.004472,0,0,0,0,0,0,0,0,0,0,2,0,0,28,0,5,5,0,0,2.02,0.009791,15,clean
3,0,0.089183,0,0,1.03,0,0,0,0.001169,0,0.008317,18,4,0,1.01,36,2.02,3,3,0,0.008626,4.07,0.041367,54,clean
2,0,0.000746,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,2,1,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.02,0.009791,9,clean
0,0,0.000818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.02,0.009791,9,clean
0,0,0.002923,0.002701,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2.09,0.00624,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,2,0,0,0,0,0,buggy
0,0,0.02402,0,0,0,0,0,1,0,0,0,1,2,0,0,3,0,1,1,1,0,1.07,0.001058,2,clean
0,0,0.006575,0.003194,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1.01,0.005924,9,clean
3,0,0.006836,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,4,4,0,0,0,0,9,clean
1,0,0.705362,0.003419,0,3.04,0,0,0,0.005088,0,0,0,1,0,0,45,0,20,2,3,0,0,0,0,clean
0,0,0.016248,0,0,0,0,0,0,0,0,0.005462,8,3,0,0,15,2.02,0,0,0,0,4.21,0.057037,28,clean
0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,2,2,0,0,1.1,0.027723,43,clean
0,0,0.03306,0.001503,0,0,0,0,0,0,0,0.007705,8,2,0,1.01,3,3.08,6,6,0,0.001435,4.15,0.011868,22,clean
0,0,0.001814,0,0,0,0,1,0,0,1.01,0,0,1,0.0262,0,1,0,0,0,0,0,1.01,0.005924,9,clean
0,0,0.000559,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
0,0,0.037904,0.007722,0,1.04,0,2,1,0.004366,1.01,0,0,1,0.002706,0,91,0,3,2,1,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,0,0,0,clean
0,0,0.01608,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,9,9,0,0,0,0,0,clean
7,0,0.664612,0,0,0,1,0,0,0,0,0,12,3,0,0,741,0,34,22,1,0,2.02,0.009791,70,clean
0,0,0.007468,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1.01,0.005924,9,clean
1,0,0.020509,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,1,0,0,2.02,0.009791,9,clean
0,0,0.082371,0,0,0,0,0,0,0,0,0,0,2,0,0,630,0,18,18,0,0,2.06,0.009791,37,clean
9,0,0.637473,0,0,0,5,0,0,0,0,0,0,1,0,0,78,0,38,26,1,0,2.02,0.009791,9,clean
0,0,0.00753,0,0,0,0,0,0,0,0,0.002283,1,2,0,0,0,1.01,0,0,0,0,1.01,0.001915,2,buggy
2,0,0.001415,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,8,8,0,0,2.1,0.009791,45,clean
3,0,0.01658,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.001536,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,5,5,0,0,1.03,0.002731,6,clean
0,0,0.001023,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2.11,0.030524,28,clean
1,0,0.129811,0.026354,0,1.01,0,0,0,0.002774,0,0,1,3,0,1.01,36,0,4,4,1,0.000255,5.14,0.01536,21,clean
0,0,0.001193,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,12,clean
0,0,0.004262,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,0,0,20,buggy
0,0,0.010253,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,2.02,0.009791,9,clean
0,0,0.03329,0.002107,0,0,0,0,0,0,0,0,0,1,0,0,15,0,4,3,0,0,0,0,0,buggy
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,9,buggy
0,0,0.186232,0,0,0,10,2,0,0,0,0,8,2,0,0,78,0,12,1,0,0,2.02,0.009791,63,clean
5,0,0.101112,0,0,1.04,0,0,0,0.001742,0,0,0,1,0,0,36,0,2,2,0,0,0,0,0,buggy
0,0,0.010107,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,4,4,0,0,2.02,0.009791,9,clean
1,0,0.073963,0,0,1.01,0,0,1,0.001676,0,0.005462,8,2,0,0,66,2.02,4,4,2,0,3.05,0.054697,26,buggy
6,0,0.032064,0,0,0,0,0,1,0,0,0,0,1,0,0,28,0,2,2,1,0,2.02,0.009791,9,clean
0,0,0.001081,0.004374,0,0,0,0,0,0,0,0,0,1,0,0,28,0,5,3,0,0,1.01,0.005924,9,clean
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,8,7,0,0,0,0,9,clean
0,0,0.001668,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,3,0,0,1.01,0.005924,11,clean
0,0,0.021191,0.002991,0,0,0,1,0,0,0,0,0,2,0,1.01,6,0,3,2,1,0.002921,4.04,0.014863,17,buggy
8,2.02,0.021673,0.008767,0.005418,2.02,0,0,0,0.005306,0,0,0,1,0,0,378,0,17,16,1,0,0,0,0,clean
0,0,0.01836,0,0,0,0,0,1,0,0,0,0,2,0,0,21,0,0,0,1,0,2.02,0.009791,16,clean
10,1.01,1.1509,0,0.00061,0,7,0,0,0,0,0,0,1,0,0,105,0,45,32,1,0,2.02,0.009791,9,clean
0,0,0.032776,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,17,clean
1,0,0.044528,0,0,1.01,0,0,0,0.002667,0,0,0,1,0,0,1,0,5,5,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,253,0,3,2,0,0,0,0,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,2,2,0,0,0,0,9,clean
0,0,0.011236,0,0,0,0,1,0,0,0,0,0,1,0,0,171,0,17,17,0,0,0,0,0,clean
0,0,0.040118,0.022168,0,0,0,0,0,0,0,0,0,2,0,0,120,0,1,1,1,0,8.12,0.022649,31,clean
0,0,0.001328,0,0,0,0,4,0,0,2.02,0,0,2,0.013005,0,28,0,0,0,0,0,2.02,0.009791,16,clean
