@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
1,0,0,0.025279,0.000846,0,9.71828,0,0,0,0,0,0,0,9.39178,0,0,9,69,0,2,0,0,0,21,0,0.002437,1,1,1.03,0,3.05,0.00435,0.010674,14,6,clean
3,0.080398,0,0.015726,0,0,4.83045,0,3.03,0,0,0,0.012505,0,9.23327,0,0,11,159,0,1,16,0,0,136,0,0.016462,5,2,0,0,1.01,0.029592,0.005924,12,14,buggy
0,0.016924,0,0.001399,0.003194,0,3.4091,0,0,0,0,1,0,0,9.16273,0,0.005667,0,14,2,4,14,0,0,6,2.02,0.003167,1,1,1.01,0,3.18,0,0.011322,170,4,clean
2,0,0,0.000136,0,0,1.45219,0,0,0,0,0,0,0,0.040996,0,0,11,206,0,1,2,0,0,561,0,0,8,0,0,0,2.02,0.006622,0.009791,9,27,clean
0,0,0,0.004265,0,0,8.92203,0,0,0,0,0,0,0,9.34026,0,0,4,38,0,1,0,0,0,3,0,0.004371,0,0,0,0,2.02,0.018159,0.009791,9,3,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,1,0,0,0,3,0,0,1,0,0,0,2.02,0.018159,0.009791,9,3,clean
1,0.020028,0,0.021156,0.002991,0.012924,5.28363,0,1.01,0,11,0,0.002774,2.03,0.359227,2.02,0,12,87,0,2,20,0.008906,1.01,78,0,0.014369,3,0,1.03,0.002921,1.02,0.016584,0.002341,2,12,clean
0,0,0,0.002032,0,0,4.17741,0,0,1,0,0,0,0,9.19476,0,0,2,32,0,1,1,0,0,36,0,0,0,0,0,0,1.01,0,0.005924,11,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,91,0,1,2,0,0,21,0,0,3,0,0,0,0,0,0,22,6,clean
4,0,0,0.005796,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,9,106,4,3,1,0,0,28,0,0.004384,4,0,0,0,1.1,0,0.027723,43,4,clean
0,0,0,0.00268,0,0,5.90237,0,0,0,4,0,0,0,9.22031,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.04,0,0.009791,18,0,clean
0,0,0,0.002062,0,0,5.50389,0,0,0,0,0,0,0,9.23254,0,0,1,9,0,1,0,0,0,1,0,0,1,0,0,0,3.11,0,0.012186,18,2,clean
0,0,0,0.001799,0,0,4.85769,0,0,0,0,0,0,0,9.2255,0,0,2,15,4,2,0,0,0,10,0,0,0,0,0,0,2.02,0.002996,0.009791,17,5,clean
3,0.030929,0,0.004574,0,0,6.31013,0,0,0,0,0,0,0,9.29392,0,0,5,211,0,1,0,0,0,153,0,0,3,0,0,0,1.01,0.029664,0.005924,9,15,clean
2,0.008553,0,0.059043,0.008156,0,15.2075,0,2.02,0,3,2,0.003806,0,9.64371,3.03,0,11,154,0,1,3,0.003137,0,171,0,0.014011,3,2,3.03,0,4.14,0.008199,0.014853,14,17,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,clean
0,0.024845,0,0.001138,0,0.017874,1.84703,0,0,0,0,0,0,1.01,9.09329,1.01,0,0,24,0,1,3,0.001872,0,15,0,0.020286,1,0,0,0,3.11,0,0.037515,0,5,clean
1,0,0,0.007375,0,0,4.0537,0,0,0,0,0,0,0,9.19955,0,0,9,120,1,2,0,0,0,3,0,0,2,0,0,0,0,0,0,19,2,clean
0,0.005815,0,0.004188,0,0,3.33706,0,0,0,0,0,0,0,9.21468,0,0,1,8,1,2,2,0,0,1,0,0,1,0,0,0,2.02,0,0.027723,5,2,clean
1,0.007939,0,0.004944,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,8,98,4,2,1,0,0,6,0,0.016931,0,0,0,0,0,0.047085,0,20,1,buggy
1,0,0,0.003216,0,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,0,33,0,1,1,0,0,45,0,0,6,1,0,0,0,0,0,9,9,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,2,0,0,0,9.09329,0,0,0,12,0,1,1,0,0,10,0,0,0,0,0,0,1.01,0,0.005924,13,5,clean
0,0,0,0.020555,0.001503,0.001583,4.78404,0,0,0,0,0,0,1.02,9.20375,0,0.007705,3,16,8,2,1,0,1.01,3,3.08,0.002022,0,0,1.04,0.001435,4.15,0.002072,0.011868,22,3,clean
1,0,0,0.045958,0,0,13.2734,0,1.01,0,0,0,0.003114,0,9.49627,0,0,11,67,0,1,0,0,0,15,0,0.015595,0,0,0,0,2.02,0.014903,0.009791,9,5,buggy
5,0.001665,0,0.006395,0,0,8.74495,0,0,0,0,1,0,0,9.32359,0,0,0,105,0,1,3,0,0,55,0,0.009808,6,1,0,0,0,0.007874,0,0,6,clean
1,0.006874,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,79,0,1,2,0,0,45,0,0,4,0,0,0,0,0.012361,0,9,6,clean
1,0.006628,0,0.038842,0.025865,0.013453,16.5311,0,1.01,0,0,0,0.023845,2.02,9.59619,0,0,6,45,0,1,1,0,0,10,0,0.066801,2,0,2.03,0,0,0.07705,0,0,4,clean
0,0,0,0.001671,0,0,5.00502,0,0,0,0,0,0,0,9.19557,0,0,0,6,0,1,1,0,0,1,0,0.001276,0,0,0,0,0,0,0,0,2,clean
15,0.037578,0,0.026815,0.051042,0.036322,2.38141,0,3.07,0,0,0,0.037717,2.1,9.07779,0,0,35,822,0,1,15,0,0,903,0,0.08663,25,1,5.11,0,1.01,0.042541,0.010786,1,20,buggy
0,0,0,0.015455,0.002616,0,10.259,0,2.03,0,1,0,0.008061,0,9.42115,0,0,4,25,0,2,2,0,0,3,0,0.031257,0,1,1.01,0,2.02,0.038479,0.009791,15,3,clean
0,0,1.03,0,0,0,0,0.014053,0,51,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,clean
0,0.163825,0,0.027136,0.015497,0,6.99647,0,1.01,0,0,0,0.002532,0,9.32067,0,0,2,21,0,1,145,0,0,21,0,0.014513,0,1,4.11,0,1.01,0.006389,0.005924,9,7,clean
0,0.020364,0,0.001402,0,0,3.26838,0,0,0,4,0,0,0,9.16383,1.01,0,0,0,0,1,7,0.002601,0,15,0,0,0,0,0,0,1.01,0,0.005924,9,6,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,9,1,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,9,0,1,1,0,0,6,0,0,0,0,0,0,1.03,0,0.005924,27,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,clean
1,0.017931,0,0,0.012529,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,3,0,0,3,0,0.012547,2,0,1.01,0,0,0,0,9,2,buggy
0,0,0,0.001442,0,0,3.95974,0,0,0,0,0,0,0,9.15318,0,0,1,11,0,1,2,0,0,1,0,0,0,0,0,0,3.09,0.009834,0.010674,9,2,clean
0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.012822,0,0.066344,0.001581,0,16.7724,0,0,0,0,0,0,0,9.58814,0,0,5,55,0,1,11,0,0,28,0,0.009906,2,0,1.01,0,0,0.003378,0,0,6,clean
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,33,2,1,0,0,0,6,0,0,0,0,0,0,1.04,0,0.005924,57,4,clean
0,0,4.12,0,0,0,0,0.066011,0,127,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,4,3,1,0,0,6,0,0,1,0,0,0,0,0,0,43,3,clean
0,0.094681,0,0.025141,0.000812,0,9.08117,0,0,0,0,0,0,0,9.33956,0,0,3,27,0,1,13,0,0,21,0,0.000889,3,0,1.01,0,2.02,0.020642,0.009791,9,7,clean
0,0,0,0.015516,0.002325,0,4.341,0,1.01,0,0,0,0.003041,0,9.2446,0,0,4,6,1,4,1,0,0,1,0,0.008874,0,0,1.01,0,1.01,0.002142,0.002801,33,2,clean
0,0,0,0.001019,0,0,3.24474,0,0,0,0,0,0,0,9.14866,0,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,1.01,0,0.005924,9,1,clean
2,0.001602,0,0.028999,0.005004,0,13.4472,0,2.02,0,5,0,0.003403,0,9.4941,0,0,3,40,0,1,1,0,0,6,0,0.009299,0,2,2.02,0,2.02,0.004041,0.009791,9,2,clean
0,0,0,0.002046,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,13,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,151,0,1,7,0,0,78,0,0,7,0,0,0,1.01,0.035131,0.005924,9,13,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
0,0,0,0.001686,0,0,4.17741,0,0,0,3,0,0,0,9.19476,2.02,0.003609,0,3,0,3,0,0.00527,0,0,1.01,0,0,0,0,0,2.04,0,0.008655,50,1,clean
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.00682,0,0.004381,0,0,4.58293,0,0,0,0,0,0,0,9.17116,0,0,0,26,0,1,2,0,0,21,0,0,7,0,0,0,2.04,0,0.009791,18,7,clean
1,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,8,33,1,2,0,0,0,3,0,0,2,0,0,0,0,0,0,13,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,14,1,clean
0,0.005593,0,0.002336,0,0,4.58293,0,0,0,0,0,0,0,9.17116,0,0,1,13,0,1,2,0,0,6,0,0,3,0,0,0,2.04,0,0.009791,18,4,clean
2,0.081507,0,0,0,0,0,0,1.01,0,5,0,0.019848,0,0,1.01,0,17,134,1,2,3,0.017524,0,55,0,0.101421,3,1,0,0,0,0.044789,0,12,5,buggy
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,179,1,2,1,0,0,153,0,0,10,1,0,0,0,0,0,21,9,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.01,0.020279,0.051511,21,1,clean
0,0,0,0.006953,0,0,1.45431,0,0,0,0,1,0,0,0.035739,0,0,0,26,0,1,0,0,0,1,0,0,9,1,0,0,0,0.003519,0,0,2,clean
0,0,0,0.01924,0,0,13.2977,0,0,0,0,0,0,0,9.51062,0,0,7,147,1,2,3,0,0,66,0,0.012171,0,0,0,0,2.02,0.0197,0.009791,23,12,clean
0,0,0,0.001897,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,100,0,1,1,0,0,1,0,0,0,0,0,0,1.01,0,0.005924,9,2,clean
0,0,0,0.001926,0,0,3.30805,0,0,0,0,0,0,0,9.16371,0,0.00331,3,13,8,3,0,0,0,1,1.01,0,0,0,0,0,2.02,0,0.053259,29,2,clean
5,0.012701,0,0.111531,0.008001,0.020332,11.9059,0,2.02,0,0,1,0.004274,5.06,9.5629,0,0,23,214,1,2,2,0,0,55,0,0.097424,11,1,3.04,0,3.08,0.09796,0.007771,19,5,buggy
0,0.002639,0,0.009429,0,0,6.37824,0,0,0,2,0,0,0,0.179274,0,0,0,14,0,1,7,0,0,45,0,0.002282,0,0,0,0,0,0,0,0,8,clean
0,0.003485,0,0.001527,0,0,4.15475,0,0,0,1,0,0,0,9.19857,1.01,0,5,25,4,2,1,0.003536,0,15,0,0,0,0,0,0,1.01,0.005988,0.005924,17,6,clean
1,0,0,0.204698,0,0,7.71893,0,0,0,0,0,0,0,9.2585,0,0,11,127,0,1,2,0,0,36,0,0.003043,2,0,0,0,2.02,0.001141,0.009791,9,8,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,9,1,clean
1,0,0,0.001673,0,0,4.10346,0,0,0,0,0,0,0,9.18766,0,0,3,36,0,1,0,0,0,1,0,0.007599,0,0,0,0,0,0.012361,0,0,1,clean
4,0.031218,0,0.052974,0.006339,0.005998,6.31013,0,2.02,0,0,2,0.005954,2.02,9.29392,0,0,23,213,0,1,5,0,0,28,0,0.006433,8,2,2.03,0,1.01,0.027069,0.005924,9,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,6,0,0,3,0,0,2,1,0,0,0,0,0,28,3,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,1,0,0,0,6,0,0,3,0,0,0,0,0,0,0,2,buggy
0,0,0,0.001469,0,0,4.10346,0,0,0,0,0,0,0,9.18766,0,0,1,12,0,1,0,0,0,0,0,0.002936,0,0,0,0,0,0,0,0,1,clean
1,0,0,0.010446,0,0,13.7574,0,0,0,0,0,0,0,9.50656,0,0,6,111,0,1,0,0,0,10,0,0.007538,2,0,0,0,0,0.006142,0,0,4,clean
0,0,0,0.067329,0.002325,0,3.83471,0,1.02,0,0,0,0.001843,0,9.1954,0,0,3,17,0,2,2,0,0,3,0,0.002779,1,0,1.01,0,2.02,0.002142,0.007584,75,3,clean
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0.00342,0.002991,0,4.74807,0,0,0,1,0,0,0,9.22447,0,0,0,0,0,1,3,0,0,6,0,0,0,0,1.01,0,1.01,0,0.005924,9,4,clean
1,0,0,0.051169,0,0.001616,13.1929,0,1.01,0,0,0,0.001211,1.01,9.59267,0,0,5,41,1,3,1,0,0,3,0,0.010625,1,0,0,0,1.01,0.010616,0.005924,18,2,clean
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,1,1,0,0,10,0,0,3,1,0,0,0,0,0,9,1,buggy
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.013754,0,0.012786,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,11,72,4,4,1,0,0,10,0,0,7,0,0,0,1.1,0,0.027723,45,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,1,1,0,0,10,0,0,1,0,0,0,0,0,0,0,5,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,buggy
13,0.002359,0,1.09624,0,0,14.8451,0,0,0,6,0,0,0,0.370444,1.01,0,18,569,0,1,7,0,0,1176,0,0,15,1,0,0,2.02,0,0.009791,27,19,clean
2,0,0,0.027433,0,0,6.77619,0,0,0,4,0,0,0,9.2288,0,0,6,63,0,1,6,0,0,91,0,0,1,0,0,0,2.04,0,0.009791,18,11,clean
1,0.005217,0,0.112439,0,0,4.37354,0,0,1,0,0,0,0,0.108897,0,0,5,74,8,3,3,0,0,36,0,0,5,0,0,0,2.02,0,0.009791,72,3,clean
0,0.024845,0,0.001858,0,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.006205,0,0.022862,0.000941,0.000957,13.9968,0,0,0,0,0,0,1.01,9.47942,0,0,5,22,1,2,1,0,0,3,0,0.006286,1,1,1.01,0,1.07,0.005296,0.001058,2,3,clean
0,0,0,0.125593,0,0,13.8911,0,0,0,0,0,0,0,9.49155,0,0,3,29,0,1,0,0,0,6,0,0.009733,1,0,0,0,0,0.003393,0,0,3,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,4,3,1,0,0,6,0,0,2,0,0,0,0,0,0,43,3,clean
0,0.006874,0,0.004236,0,0,5.99575,0,0,0,0,0,0,0,9.2096,0,0,0,21,0,1,2,0,0,28,0,0,4,0,0,0,2.04,0,0.009791,18,8,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,clean
0,0,0,0.010499,0,0,1.05195,0,0,0,0,0,0,0,0.024721,0,0,2,27,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
2,0.028146,0,0.008593,0.007722,0.003264,6.84283,0,1.01,0,0,0,0.004366,1.01,9.30101,0,0,7,107,0,1,4,0,0,91,0,0.016764,6,1,2.04,0,0,0.017165,0,0,11,clean
0,0.007608,0,0.003409,0,0,1.49003,0,0,0,2,0,0,0,0.121386,0,0,0,0,0,1,6,0,0,190,0,0,0,0,0,0,0,0,0,9,20,clean
0,0,0,0.001791,0,0,3.13741,0,0,0,0,1,0,0,9.14037,0,0,4,93,0,2,0,0,0,120,0,0.008903,8,1,0,0,2.06,0.002623,0.009791,35,16,clean
0,0.004101,0,0.008669,0,0,9.76667,0,0,0,0,0,0,0,9.38507,0,0,4,39,0,1,1,0,0,1,0,0.006531,4,0,0,0,2.02,0.009977,0.009791,9,2,buggy
0,0,0,0.004531,0,0,6.9016,0,0,0,0,0,0,0,9.2879,0,0,3,13,0,2,0,0,0,6,0,0.003834,0,0,0,0,2.02,0,0.009791,17,0,clean
2,0.024845,0,0.002387,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,9,72,4,3,1,0,0,15,0,0,3,0,0,0,1.1,0,0.027723,43,4,clean
0,0,0,0.039909,0,0,5.37295,0,0,0,0,0,0,0,9.18978,0,0.005462,2,12,8,2,0,0,0,1,2.02,0,0,0,0,0,3.05,0,0.054697,25,2,clean
1,0,0,0.001531,0,0,4.10346,0,0,0,0,0,0,0,9.18766,0,0,4,27,0,1,1,0,0,6,0,0,2,1,0,0,0,0.007203,0,0,3,clean
0,0,0,0.000546,0,0,0.903836,0,0,0,0,0,0,0,0.026954,0,0,2,48,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0.004052,0,0.06432,0,0.005535,16.4607,0,0,0,0,0,0,2.03,9.55429,0,0,6,40,0,1,1,0,0,6,0,0.024047,2,0,0,0,1.07,0.009397,0.001058,0,4,clean
0,0,0,0.001094,0,0,3.13741,0,0,0,0,0,0,0,9.14037,0,0,1,6,0,2,0,0,0,1,0,0,0,0,0,0,3.04,0,0.010847,19,1,clean
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
4,0,0,0.000368,0,0,0.891381,0,0,0,0,0,0,0,8.95641,0,0,3,130,0,1,2,0,0,45,0,0,4,1,0,0,2.02,0.012361,0.003867,9,6,clean
0,0,0,0.000136,0,0,1.45219,0,0,3,0,0,0,0,0.040996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,0,clean
0,0.006383,0,0.011395,0,0,4.83045,0,0,0,0,0,0,0,9.23327,0,0,1,19,0,1,1,0,0,10,0,0,2,0,0,0,0,0,0,0,5,clean
1,0,0,0.025626,0.002991,0.005041,15.6746,0,1.01,0,0,0,0.002774,2.06,9.57045,0,0.002308,8,58,0,1,1,0,1.01,28,2.04,0.016157,6,0,1.02,0.002921,2.08,0.009147,0.002341,0,7,buggy
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132,0,1,3,0,0,210,0,0,3,0,0,0,0,0,0,0,18,buggy
0,0,0,0.001875,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,24,0,1,1,0,0,10,0,0,2,0,0,0,0,0.012361,0,9,5,clean
0,0.022517,0,0.001803,0.006184,0,4.10346,0,0,0,8,0,0,0,9.18766,7.13,0,0,0,0,1,14,0.02556,0,1,0,0.002936,0,0,2.02,0,1.01,0.003409,0.005924,9,2,clean
2,0,0,0.016352,0,0,8.67997,0,0,0,0,0,0,0,9.28396,0,0,1,68,0,1,1,0,0,36,0,0.001111,4,0,0,0,0,0,0,0,7,clean
0,0,0,0,0.012529,0.012522,0,0,0,0,0,0,0,1.02,0,0,0,15,96,0,1,1,0,0,3,0,0.012547,4,0,1.01,0,0,0.014181,0,0,2,clean
2,0.113447,0,0.023338,0.003194,0,6.31013,0,1.01,0,0,0,0.002774,0,9.29392,0,0,9,202,0,1,101,0,0,561,0,0.006103,7,0,1.04,0,1.01,0.016155,0.005924,9,26,clean
0,0,0,0.001193,0,0.004791,1.49003,0,0,0,0,0,0,1.03,0.121386,0,0,1,51,0,2,1,0,0,36,0,0.004856,8,0,0,0,0,0.00569,0,12,8,clean
0,0,0,0.06686,0,0,11.0787,0,0,0,0,0,0,0,0.292213,0,0,1,54,0,1,0,0,0,6,0,0,0,0,0,0,0,0.003519,0,0,4,clean
0,0.003145,0,0.011285,0.002701,0,12.5589,0,0,0,0,0,0,0,9.44211,0,0,1,26,0,1,4,0,0,3,0,0.005593,1,0,1.01,0,0,0.006389,0,0,3,clean
0,0,0,0.002334,0,0,4.58293,0,0,0,0,0,0,0,9.17116,0,0,0,3,0,2,2,0,0,1,0,0,1,0,0,0,2.04,0,0.009791,19,1,clean
0,0,0,0.003921,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,9,62,1,2,0,0,0,0,0,0.009111,0,0,0,0,0,0.006771,0,4,0,buggy
0,0,0,0.001159,0,0,3.24474,0,0,0,0,0,0,0,9.14866,0,0,2,17,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,clean
0,0,0,0.01251,0,0,5.94514,0,0,0,0,1,0,0,9.22122,0,0,5,65,0,1,0,0,0,45,0,0.01023,5,1,0,0,2.04,0.002623,0.009791,18,10,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,1,0,0,0,9.09329,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,2.03,0,0.033647,26,1,clean
24,0.017683,0,0.013677,0,0.002878,4.82202,0,0,0,2,0,0,1.01,9.23158,2.03,0.003307,40,3026,0,1,13,0.007273,1.01,7021,1.02,0.003167,80,0,0,0.00316,1.1,0.042739,0.002905,0,41,clean
0,0,0,0.002547,0,0,4.46389,0,0,0,0,0,0,0,9.17814,0,0,2,14,0,1,0,0,0,0,0,0.004371,0,0,0,0,0,0.002623,0,0,0,clean
0,0,0,0.000339,0,0,1.33188,0,0,0,0,0,0,0,0.033958,0,0,1,36,0,1,1,0,0,45,0,0,1,0,0,0,2.02,0.003519,0.009791,9,10,clean
0,0.042776,0,0.002573,0,0,4.58293,0,0,0,0,0,0,0,9.17116,0,0,0,13,0,1,6,0,0,6,0,0,2,0,0,0,2.04,0,0.009791,18,3,clean
0,0,0,0.003828,0,0,3.95974,0,0,0,0,0,0,0,9.15318,0,0,1,32,0,1,0,0,0,36,0,0,1,0,0,0,0,0,0,0,9,clean
0,0,0,0.018617,0,0,11.8554,0,0,0,0,0,0,0,9.41728,0,0,1,14,0,2,0,0,0,0,0,0.007438,0,1,0,0,4.04,0.002663,0.014111,11,1,clean
0,0.004751,0,0.01753,0,0.00171,9.38441,0,0,0,13,0,0,1.01,9.369,0,0,3,36,0,1,3,0,0,10,0,0.006542,4,2,0,0,1.01,0.012361,0.005924,9,4,clean
12,0.035349,0,1.00768,0.042892,0.021464,30.9467,0,7.09,0,0,5,0.016028,8.11,10.1232,0,0,42,1550,0,1,18,0,0,666,0,0.122514,34,13,8.08,0,2.02,0.1049,0.009791,9,20,buggy
5,0.00645,1.01,0.173404,0.001329,0.001248,8.7128,0.00066,0,11,0,0,0,2.04,0.24547,0,0.001023,24,551,1,1,23,0,0,1128,1.01,0.004035,12,0,2.04,0,5.19,0.002401,0.011547,19,25,clean
1,0,0,0.007229,0,0,10.3181,0,0,0,0,0,0,0,9.35004,0,0,3,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,clean
