@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,0,0,0,27,0,1,0,1,23,15,0
1,1,0,0,0,48.25,1,1,0,0.25,1567.333333,2891,1
1,1,0,0.13253,0.128514,249,1,5,1,1,4955.963676,19529,0
1,2,0.342464,0.198198,0.013514,222,0,6,36,1,267.961905,235,0
1,1,0,0.012097,0.008065,248,1,5,24,1,270.409524,233,0
1,2,0,0,0,213,1,1,0,0.5,384.083333,445,1
1,1,0,0.004619,0.004619,433,1,5,11,1,4893.352769,19594,0
1,2,0.988699,0.009467,0.009467,422.5,0,16,8,1,4966.963676,19536,0
1,1,0,0.009153,0.006865,437,0,5,0,1,434.066667,507,0
2,4,0.861616,0.001606,0.001405,2490.75,1,18,24,1,202,184,1
1,1,0,0.004878,0.002439,410,0,4,2,1,428.95,494,0
1,1,0,0.007335,0.007335,409,0,4,0,1,157,105,0
1,1,0,0.007335,0.007335,409,0,4,8,1,155,103,0
1,1,0,0.01467,0.002445,409,1,3,19,1,432.533333,491,0
1,2,0.836641,0.00349,0.022688,286.5,1,2,29,1,426.166667,486,0
1,1,0,0.043796,0.065693,411,1,1,6,1,396.083333,452,0
1,1,0,0.004866,0.007299,411,0,1,0,1,379.583333,440,0
1,2,0.836641,0.021429,0.005357,280,1,16,22,1,152,101,0
1,1,0,0.017964,0.017964,167,0,3,22,1,150,99,0
1,1,0,0.017647,0.011765,170,0,1,0,1,385.083333,446,0
1,1,0,0.005,0.0025,400,0,2,0,1,4334.332798,19291,0
1,2,0,0,0,310,1,1,0,0.333333,359.583333,436,1
1,1,0,0.046512,0.011628,86,0,1,116,1,2612,1953,0
1,1,0,0.703911,0.312849,179,0,3,41,1,1917.916667,1854,0
2,2,0.688068,0.240365,0.107505,246.5,0,3,77,0.75,3925.166667,3923,0
1,1,0,0.04401,0.002445,409,1,10,106,1,4908.20109,18142,0
2,5,0.878298,0.019481,0.007969,677.6,1,11,334,0.8,5149.987868,20634,0
1,1,0,0.054487,0.025641,312,0,7,99,1,4009.345779,8983,1
1,1,0,0.082508,0.009901,303,1,5,45,1,4561.46811,8132,1
1,1,0,0.04898,0.053061,245,0,5,42,1,2596.283333,3239,0
1,1,0,0.036,0.008,250,0,5,38,1,2548.5,2896,0
1,1,0,0.147982,0.156951,223,1,5,0,1,2074.333333,2168,0
1,1,0,0.013453,0.013453,223,0,5,30,1,1305.333333,1212,0
1,1,0,0.013514,0.009009,222,1,5,0,1,979.5,791,0
1,1,0,0.171171,0.148649,222,1,5,32,1,978.5,790,1
1,1,0,0.034632,0.060606,231,0,4,40,1,4845.733333,6351,0
1,1,0.447499,0.071639,0.001963,1019,1,7,3,1,96,62,0
2,3,0.429408,0.092288,0.039191,791,1,6,13,0.8,4381.433333,4991,1
1,1,0,0.011905,0.011905,168,0,3,47,1,137,78,0
1,1,0,0,0,267.5,0,1,0,0.5,780,780,0
1,2,0.979869,0.008568,0.00612,408.5,1,8,604,1,4968.37837,15118,0
2,3,0.704593,0.008933,0.018168,733.888889,1,14,171,0.333333,4881.931389,25348,0
1,1,0,0.043478,0.001087,920,1,11,27,1,4977.130003,17012,0
1,4,0.832249,0.003076,0.003076,1138,0,14,0,0.25,4465.112593,17432,0
1,1,0,0.039818,0.022753,879,1,11,28,1,5030.419055,14336,0
1,1,0,0.004471,0.010432,671,0,10,31,1,4475.98981,10883,0
1,1,0,0.09538,0.083458,671,0,10,16,1,4001.082254,10301,0
1,1,0,0.004431,0.001477,677,1,10,14,1,4348.746864,9909,0
1,1,0,0.004438,0.002959,676,0,10,53,1,4312.086869,9525,0
1,1,0,0.008065,0.006452,620,1,10,3,1,4068.832071,9049,0
1,1,0,0.03537,0.038585,622,1,9,45,1,4300.651732,8526,0
1,1,0,0.225524,0.246503,572,0,8,12,1,4062.222222,6821,1
1,1,0,0.036972,0.007042,568,1,8,28,1,4098.486111,6737,1
1,1,0,0.012007,0.006861,583,0,8,3,1,3510.409524,5539,0
1,1,0,0.011161,0.004464,448,0,8,23,1,150.616667,262,1
1,1,0,0.043197,0.045356,463,0,8,40,1,2545.083333,3432,1
1,1,0,0.006466,0.002155,464,1,8,17,1,2585.283333,3229,1
1,1,0,0.058442,0.010823,462,0,8,25,1,2620.233333,3214,0
1,1,0,0.070022,0.052516,457,1,8,2,1,2589.983333,2988,0
1,2,0.468996,0.015301,0.001093,915,1,8,75,1,2571.35,2850,0
1,1,0,0.09292,0.048673,452,0,8,0,1,2588.933333,2726,1
1,1,0,0.046083,0.030415,1085,1,7,8,1,1364.666667,1388,0
1,1,0,0.017857,0.017857,1064,0,7,7,1,1370.083333,1379,0
1,1,0,0.01317,0.010348,1063,0,7,19,1,1357.916667,1338,0
1,1,0,0.0053,0.010601,1132,1,7,45,1,1301.666667,1235,0
1,1,0,0.019417,0.063548,1133,0,7,15,1,1018,835,1
1,1,0,0.006944,0.000868,1152,0,7,10,1,976.5,786,0
1,1,0,0.014109,0.000882,1134,0,7,1,1,911.333333,730,0
1,1,0,0.001114,0.005014,1795,0,7,1,1,872,679,0
1,1,0,0.004978,0.003319,1808,0,7,21,1,511,338,0
1,1,0,0.01604,0.125,1808,1,7,25,1,504,333,0
1,1,0,0.073801,0.001054,1897,1,7,8,1,99,65,0
1,1,0.970951,0.003685,0.003224,1085.5,1,3,30,1,4478.966667,4792,0
1,1,0,0.001845,0.000615,1626,1,3,0,1,4358.133333,4706,0
1,1,0,0.099738,0.107612,381,1,2,138,1,86,60,0
1,1,0,0.003861,0.000552,1813,1,7,121,1,979,789,0
1,1,0,0.043197,0.045356,463,0,8,57,1,2546.083333,3433,0
1,1,0,0.054101,0.029668,573,1,11,1594,1,5035.419055,14341,0
1,1,0,0.005338,0.035587,562,1,9,451,1,4302.651732,8528,0
1,1,0,0.036972,0.007042,568,1,8,117,1,4099.486111,6738,0
1,1,0,0.048973,0.026856,633,1,11,1298,1,5034.419055,14340,0
1,1,0,0.03537,0.038585,622,1,9,155,1,4301.651732,8527,0
1,1,0,0.045058,0.024709,688,1,11,831,1,5033.419055,14339,0
1,1,0,0.036082,0.001289,776,1,11,1150,1,4980.130003,17015,0
1,1,0,0.047368,0.026316,760,1,11,577,1,5032.419055,14338,0
1,1,0.873981,0.022222,0.004762,630,1,10,286,1,5034.20964,11961,0
1,1,0,0.044346,0.001109,902,1,11,722,1,4979.130003,17014,0
1,1,0,0.039818,0.022753,879,1,11,149,1,5031.419055,14337,0
1,1,0,0.043573,0.001089,918,1,11,314,1,4978.130003,17013,0
2,3,0.637413,0.044107,0.023138,461,1,9,226,0.666667,92,81,1
1,1,0,0.017375,0.003861,518,1,8,44,1,4857.344852,12181,1
1,1,0.873981,0.022222,0.004762,630,1,10,2,0.5,5032.20964,11959,0
1,1,0,0.054581,0.015595,513,1,6,25,1,4512.313997,8220,1
1,3,0.971887,0.018069,0.001976,885.5,0,9,83,1,4209.686111,7530,1
1,1,0,0.053211,0.001835,545,1,5,2,1,2588.983333,2987,0
2,3,0.589262,0.086043,0.067652,609,1,9,164,1,2578.933333,3666,1
1,1,0,0.027739,0.01387,721,1,4,4,1,60,33,0
1,1,0,0.017778,0.011111,450,1,2,10,1,4345.166667,4659,0
1,1,0,0.010508,0.003503,571,1,8,1213,1,4861.344852,12185,0
1,1,0,0.049296,0.014085,568,1,6,404,1,4513.313997,8221,0
1,1,0,0.01354,0.003868,517,1,8,834,1,4860.344852,12184,0
1,1,0.650022,0.017241,0.002463,609,1,10,1181,1,4912.702181,12949,0
1,1,0,0.01676,0.003724,537,1,8,495,1,4859.344852,12183,0
1,1,0,0.017375,0.003861,518,1,8,216,1,4858.344852,12182,0
1,3,0.847847,0.020307,0.019157,652.5,1,11,426,1,4968.37837,15118,0
3,5,0.842986,0.013607,0.001919,1433.125,0,18,134,0.25,429.556829,2330,0
1,1,0,0.011628,0.011628,172,0,4,43,1,136,77,0
1,1,0,0.01227,0.01227,163,0,3,32,1,369,236,0
1,1,0,0.01227,0.01227,163,1,3,16,1,85,59,0
1,1,0,0.012422,0.012422,161,0,1,93,1,2159,1669,0
1,1,0,0.012422,0.012422,161,0,1,0,1,2160,1670,0
1,1,0,0,0,673,0,1,0,1,429.556829,1239,0
1,1,0,0.5,0.5,4,0,15,3,1,5177.610156,5332,1
1,1,0,0,0,1212,1,1,0,1,5016.423014,15181,1
1,2,0,0,0,551.264706,1,1,0,0.029412,5050.423014,15215,0
1,2,0,0,0,33.230769,0,1,0,0.076923,812,812,0
1,2,0,0,0,65.25,0,1,0,0.0625,812,812,1
1,1,1,0.013699,0.006849,146,1,1,7,1,1329,1207,0
1,2,0.732067,0.02349,0.020134,447,1,1,15,1,1316,1195,1
1,1,0,0.023529,0.005882,170,1,1,9,1,1386,1232,0
1,4,0.980825,0.005985,0.005525,434.4,0,1,55,0.8,1264,1169,1
1,2,0,0,0,204,0,1,0,0.333333,812,812,0
1,1,0,0.011628,0.005814,172,1,1,72,1,2126,1650,0
1,1,0,0.011696,0.005848,171,0,1,59,1,2101,1640,0
1,2,0,0,0,42.055556,0,1,0,0.055556,848,848,1
1,1,0,0,0,34,0,1,0,0.0625,848,848,0
1,2,0.811278,0.022785,0.058228,197.5,1,1,25,1,1385,1231,0
2,2,0.993401,0.791489,1.034043,117.5,1,3,44,1,3718,5145,1
2,2,0,0.300781,1.105469,128,1,3,1,1,1559.75,3746,1
2,2,0.180397,1.52657,0.246377,103.5,1,2,12,1,1557.75,3744,0
1,1,0,0.017647,0.129412,170,0,3,20,1,1481.166667,753,0
1,1,0.997471,0.013047,0.007675,260.6,0,1,487,0.8,2617,1958,0
1,1,0,0.015789,0.026316,190,1,6,172,1,4819.123271,18216,0
2,4,0.895456,0.009924,0.016929,342.6,0,14,733,0.6,5094.240067,22961,1
2,2,0.939335,0.200622,0.144635,160.75,0,9,136,0.25,4003.991203,13542,1
2,2,0.655961,0.032377,0.051804,360.333333,0,10,97,0.666667,4404.109022,13220,0
2,2,0.883807,0.077348,0.064917,241.333333,0,9,106,1,105.261616,458,1
2,2,0.438111,0.089398,0.139255,290.833333,0,7,489,0.666667,253.930159,1001,1
1,1,0,0.021127,0.007042,142,0,4,14,1,4868.916667,6335,0
2,4,0.522776,0.063015,0.063015,257.875,0,4,177,0.75,3793.5,5239,0
1,1,0.77455,0.034512,0.011785,396,0,3,131,0.666667,145,112,0
1,1,0,0.014085,0.014085,142,1,3,0,1,470,297,0
1,1,0,0.035211,0.014085,142,0,3,2,1,467,295,1
2,3,0.865326,0.079295,0.046256,151.333333,0,4,13,1,465,399,0
1,1,0,0.007463,0.029851,134,0,3,69,1,71,54,0
1,1,0,0,0,106.5,0,1,0,0.5,848,848,0
1,1,0.969204,0.325397,0.214286,63,0,8,268,1,4007.991203,10076,0
2,8,0.791659,0.013118,0.016586,602.909091,0,17,696,0.636364,4909.703072,20910,0
2,6,0.753627,0.021028,0.050909,632.5,1,13,125,0.4,10,10,1
2,5,0.421944,0.148292,0.03323,805,1,11,0,0.125,96.505952,442,1
1,2,1,0.011331,0.011331,176.5,0,4,17,1,3810.5,3667,0
1,1,0,0.010656,0.00082,1220,1,12,3,1,5033.115666,18008,0
1,1,0,0.012255,0.006536,1224,0,12,9,1,4998.619945,17933,0
1,1,0,0.004108,0.004108,1217,0,12,2,1,5062.61906,17921,0
1,3,0.987311,0.008635,0.001979,1853,1,15,72,1,3561.114627,17947,1
1,1,0,0.001672,0.001672,1196,1,12,33,1,596.802381,650,0
1,1,0,0.019426,0.016892,1184,0,12,4,1,5014.543118,16724,1
1,1,0,0.009717,0.008834,1132,1,10,0,1,5250.973354,15516,0
2,5,0.688719,0.018741,0.006922,1878.2,1,15,15,0.2,5194.901421,20216,1
1,1,0,0.009365,0.010406,961,0,10,18,1,5267.776605,14951,0
1,1,0,0.007315,0.00209,957,0,10,0,1,5171.69794,14690,0
1,1,0,0.002137,0.009615,936,0,9,19,1,5011.36971,13590,0
1,1,0,0.022412,0.004269,937,1,9,8,1,5029.910518,13515,1
2,4,0.622022,0.014961,0.018021,588.2,0,12,169,0.4,4784.792659,17005,0
1,2,0.996486,0.028612,0.002146,699,1,11,195,1,4805.382594,12428,0
1,1,0,0.044297,0.006645,903,1,9,7,1,4861.444791,12172,0
1,1,0,0.028666,0.015436,907,0,9,13,1,5019.439427,11833,1
3,3,0.698497,0.053333,0.059167,300,0,10,302,0.75,5069.102559,16556,1
1,1,0,0,0.002215,903,0,9,0,1,4257.261915,14420,0
1,1,0,0.003319,0.001106,904,0,9,0,1,4256.261915,14419,0
2,2,0.719597,0.006763,0.027053,345,1,9,14,0.666667,5134.924914,15496,0
1,1,0,0.004362,0.001091,917,0,9,14,1,3898.70078,10221,0
1,1,0,0.039278,0.011677,942,0,9,3,1,4105.940368,9986,0
1,1,0,0.003191,0.010638,940,0,9,37,1,346.5,381,0
1,1,0,0.003243,0.003243,925,0,9,6,1,4337.185098,9642,0
1,1,0,0.005405,0.005405,925,0,9,2,1,4323.593265,9625,1
2,3,0.739097,0.025087,0.002595,385.333333,0,9,197,1,4255.225758,12368,0
1,1,0,0.020063,0.003168,947,0,9,0,1,4042.220743,8685,0
2,2,0.403201,0.023082,0.076731,400.75,1,10,65,0.75,123.981854,477,1
2,2,0.94566,0.003445,0.006029,580.5,0,12,10,1,4551.078408,19605,1
1,1,0,0.002994,0.001996,1002,0,9,7,1,4294.930159,8417,0
1,1,0,0.007201,0.0018,1111,0,8,2,1,4326.086508,8373,0
1,1,0,0.0018,0.0018,1111,0,7,2,1,4360.070635,8346,0
2,9,0.847234,0.030117,0.00466,799.909091,0,12,464,0.727273,109.264286,455,1
1,1,0,0.060434,0.005666,1059,0,7,43,1,4216.127778,7244,0
2,2,0.147927,0.062002,0.105403,564.5,0,7,24,0.5,4952.102489,16532,0
2,5,0.60839,0.107505,0.085869,295.8,0,9,476,0.7,2574.483333,4784,1
1,1,0,0.01301,0.005204,1153,0,7,3,1,2582.066667,3532,0
1,1,0,0.071552,0.062931,1160,0,6,32,1,438.576984,919,0
1,1,0,0.009743,0.003543,1129,0,6,10,1,2570.983333,2874,0
1,1,0,0.018817,0.008961,1116,0,6,22,1,415.670238,881,0
1,1,0.315997,0.008892,0.047696,618.5,0,6,1,1,405.762302,868,0
1,1,0,0.022359,0.00771,1297,1,6,1,1,2225.816667,2368,1
1,1,0,0.009339,0.001556,1285,0,6,0,1,56,75,0
1,1,0,0.003127,0.003909,1279,0,6,3,1,55,74,0
1,1,0,0.035156,0.025,1280,0,6,109,1,2136.233333,2244,0
1,1,0,0.015664,0.014015,1213,0,6,22,1,1307.166667,1242,0
1,2,0.515947,0.046997,0.037859,766,0,7,0,0.5,1306.666667,1203,1
1,1,0,0.001643,0.002465,1217,1,6,22,1,33,21,0
2,3,0.164681,0.101484,0.028487,561.666667,1,7,144,1,29,29,1
1,1,0,0.024034,0.006009,1165,0,4,0,1,1018.166667,866,0
1,1,0,0.048359,0.018998,1158,0,4,6,1,1017.166667,865,0
1,1,0,0.015721,0.004367,1145,0,4,1,1,425.083333,683,0
1,1,0,0.004359,0.004359,1147,0,4,3,1,458.5,294,0
2,4,0.574367,0.042048,0.128518,368.625,0,6,132,0.625,340.833333,600,1
1,1,0,0.002793,0.000931,1074,1,3,8,1,1470.25,2806,1
1,1,0,0.01487,0.000929,1076,1,3,10,1,343.833333,300,0
1,1,0.942683,0.010604,0.009788,613,0,3,44,1,354,296,0
1,1,0,0.061033,0.000939,1065,0,3,4,1,347,282,0
1,1,0,0.005556,0.001111,900,0,3,1,1,150,116,0
1,1,0,0.010357,0.004603,869,1,3,4,1,2546,2330,0
1,1,0,0.071676,0.017341,865,1,3,3,1,76,58,0
1,1,0,0.051069,0.019002,842,1,3,2,1,72,55,1
1,1,0,0.009709,0.014563,824,0,3,14,1,66,51,0
1,1,0,0.023058,0.001214,824,0,3,53,1,42,33,0
1,1,0,0.100861,0.03198,813,1,1,58,1,2081,1634,0
1,2,0,0,0,247.1,0,1,0,0.1,868,868,1
1,2,0,0,0,266.875,0,1,0,0.125,868,868,0
1,1,0,0.100861,0.03198,813,1,1,72,1,2080,1633,0
1,1,0,0.023419,0.002342,1281,1,6,193,1,2226.816667,2369,0
1,1,0,0.000782,0.002347,1278,0,6,175,1,56.833333,76,0
1,1,0,0.036719,0.025781,1280,1,6,166,1,2137.233333,2245,0
1,1,0,0.007805,0.001951,1025,0,8,453,1,4328.086508,8375,0
2,4,0.706109,0.023707,0.002155,649.6,1,10,957,1,3994.763889,9386,0
1,1,0,0.007366,0.001842,1086,0,8,113,1,4327.086508,8374,0
1,1,0,0.035752,0.006309,951,1,9,367,1,4863.444791,12174,0
1,1,0,0.023102,0.0044,909,1,10,611,1,5268.776605,14952,0
1,1,0,0.044248,0.006637,904,1,9,83,1,4862.444791,12173,0
1,1,0,0.107843,0.039216,102,1,6,140,1,4912.196781,13216,0
1,1,0,0.016949,0.007264,413,1,6,9,1,4256.225758,9224,0
1,1,0,0.007207,0.003604,555,0,5,8,1,672.164286,907,1
1,2,0.991076,0.002747,0.002747,1638,1,8,6,0.5,98.380952,308,0
2,9,0.897282,0.052888,0.038044,334.041667,0,10,3790,0.75,4434.82381,10434,1
1,1,0,0.150943,0.304245,424,1,6,168,1,3902.74019,10132,0
2,2,0.998905,0.170213,0.12766,258.5,0,9,250,1,4007.991203,13546,0
1,1,0,0.088235,0.039216,102,1,6,284,1,4913.196781,13217,0
1,1,0,0.022523,0.022523,222,1,8,16,1,246.5,170,0
1,1,0,0.239437,0.028169,213,1,7,271,1,4769.96421,13830,0
1,1,0.996317,0.015785,0.010214,538.5,0,9,72,1,5104.332057,11460,0
1,1,0,0.584795,0.269006,171,0,7,1,1,3903.435845,10226,1
2,2,0.797023,0.038494,0.030126,298.75,0,9,4,0.25,185,143,0
1,1,0,0.153153,0.108108,111,0,5,92,1,3573.680159,6139,0
1,1,0,0.023256,0.046512,129,1,5,356,1,3026.960714,4873,0
2,3,0.587977,0.053256,0.0346,589.6,0,7,205,0.8,2619.833333,4425,1
1,1,0,0.030075,0,133,0,5,0,1,406.762302,869,0
1,1,0,0.047297,0.040541,148,0,3,33,1,188,147,0
1,1,0,0.028369,0.021277,141,0,3,68,1,73,56,0
1,1,0,0.153153,0.108108,111,0,5,122,1,3574.680159,6140,0
1,2,0.629249,0.055375,0.006515,153.5,0,12,201,1,3904.70078,10225,0
1,1,0,0.231818,0.027273,220,1,7,494,1,4771.96421,13832,0
1,1,0,0.237374,0.005051,198,1,7,89,1,4987.167377,11910,0
1,1,0,0.239437,0.028169,213,1,7,297,1,4770.96421,13831,0
1,3,0.5,0.00545,0.00545,91.75,0,5,121,0.75,2635.842857,3859,1
1,1,0,0.010256,0.010256,195,0,5,1,1,594.583333,483,0
1,1,0,0.020513,0.020513,195,0,5,155,1,593.583333,482,0
1,1,0,0.010256,0.010256,195,0,4,5,1,2690.216667,3190,0
1,1,0,0.015385,0.015385,195,1,4,7,1,2694.366667,3122,0
2,2,0.647231,0.160271,0.153499,221.5,0,7,0,0.5,3654.533333,12681,0
2,3,0.683185,0.064342,0.058954,788.75,1,9,47,0.75,2609.516667,3818,1
1,3,0.826839,0.040782,0.007647,294.25,1,7,43,0.5,2592.433333,2748,0
2,2,0.959687,0.120968,0.016129,124,1,3,118,1,4182.466667,6998,0
2,2,0.491237,0.163522,0.012579,79.5,1,4,22,1,4210.65,6990,0
2,2,0.974489,0.072581,0.056452,124,1,3,0,0.5,4337.216667,6714,0
2,2,0.974489,0.056452,0.072581,124,1,3,22,1,4333.216667,6712,1
1,1,0,0.146789,0.119266,109,1,2,1,1,4401.666667,4639,0
2,3,0.852792,0.032258,0.032258,93,0,3,0,0.666667,1562.75,3749,1
1,1,0,0.057143,0.085714,35,1,1,9,1,1378.833333,2733,0
1,1,0,0,0,35,0,1,0,1,1482.166667,2731,1
1,1,0,0.002575,0.001717,1165,0,3,12,1,58.333333,82,0
1,1,0,0,0,629,0,1,0,0.5,321.912302,805,1
1,3,0,0,0,396,0,1,0,0.333333,874,874,1
1,1,0,0,0,131,0,1,0,1,874,874,0
1,1,0,0.007143,0.007143,280,1,3,147,1,5169.40065,14829,0
1,1,0,0.094891,0.047445,274,1,1,2,1,978.5,788,0
2,3,0.61088,0.386161,0.41183,298.666667,0,5,9,0.666667,955.5,1047,1
1,1,0,0.007168,0.007168,279,1,3,1807,1,5174.40065,14834,0
1,1,0,0.007117,0.007117,281,1,3,1408,1,5173.40065,14833,0
1,1,0,0.007117,0.007117,281,1,3,1006,1,5172.40065,14832,0
1,1,0,0.007117,0.007117,281,1,3,882,1,5171.40065,14831,0
1,1,0,0.007143,0.007143,280,1,3,453,1,5170.40065,14830,0
1,1,0,0.002134,0.001067,937,0,12,8,1,5211.199961,19438,0
2,3,0.771756,0.090235,0.021014,539.333333,1,13,631,1,281.583333,485,0
2,3,0.367695,0.058649,0.040284,562.666667,0,13,300,1,268.5,403,0
1,1,0,0.026002,0.001083,923,1,10,51,1,536.250426,1258,0
1,1,0,0.020339,0.00339,885,1,10,193,1,656.392857,640,0
1,2,0.970951,0.001606,0.001606,1557,0,15,56,1,357.980204,1164,0
1,1,0,0.001136,0.017045,880,1,9,35,1,21,8,0
1,1,0,0.001164,0.002328,859,0,8,0,1,5793.619978,16929,0
1,1,0,0.001179,0.017689,848,1,8,34,1,4966.397139,13631,0
1,1,0,0.017544,0.00117,855,1,8,85,1,5010.676113,13411,1
1,1,0,0.002358,0.002358,848,1,8,86,1,5055.763732,15735,0
1,1,0,0.002361,0.002361,847,1,8,7,1,4995.738081,12062,0
1,1,0,0.068477,0.003542,847,1,8,9,1,5023.27467,12022,0
1,1,0,0.025862,0.012315,812,1,8,34,1,5088.314266,11443,0
1,1,0,0.04451,0.034125,674,1,7,97,1,2433.15,4197,1
2,3,0.587012,0.035507,0.01087,460,0,9,169,1,2672.135714,5295,0
1,1,0,0.009063,0.001511,662,1,7,47,1,4330.546825,9806,0
1,1,0,0.026756,0.011706,598,0,7,1,1,2636.05,3202,0
1,1,0,0.00846,0.005076,591,0,7,12,1,2661.2,3201,0
1,1,0,0.017271,0.01209,579,1,7,23,1,2718.716667,3107,0
2,3,0.899987,0.011864,0.006426,674.333333,0,9,21,0.666667,2601.35,3691,0
1,1,0,0.005172,0.005172,580,0,7,13,1,361.667063,835,0
2,4,0.922666,0.0105,0.00168,595.25,0,8,175,0.75,359.213889,1108,0
1,5,0.78621,0.03825,0.045288,544.666667,0,10,63,0.833333,321.912302,805,1
1,1,0,0.089317,0.063047,571,0,7,53,1,2123.666667,2155,0
1,1,0,0.030249,0.016014,562,1,7,20,1,1851.666667,1784,1
1,1,0,0.046763,0.008993,556,1,7,11,1,5145.205952,8732,1
1,1,0,0.001901,0.005703,526,1,6,33,1,4845.314286,8312,0
1,1,0,0.003802,0.003802,526,0,6,36,1,1020.666667,870,0
1,1,0,0.01711,0.009506,526,0,6,4,1,975.5,785,0
1,1,0,0.004301,0.004301,465,0,4,0,1,200,157,0
1,1,0,0.122581,0.176344,465,0,4,91,1,196,153,0
1,1,0,0.006276,0.006276,478,0,3,7,1,2601.5,2404,0
2,2,0.811278,0.007133,0.00428,350.5,0,3,14,1,2574,2965,0
1,1,0,0.004193,0.004193,477,1,3,1,1,394,246,0
1,1,0,0.610063,0.593291,477,0,3,24,1,173,95,1
2,5,0.804879,0.002826,0.017428,424.6,0,2,72,1,102,82,0
1,2,0.662097,0.025448,0.025448,353.666667,0,1,219,1,2557,1911,1
1,1,0,0.004202,0.004202,476,0,1,61,1,2117,1645,0
1,1,0,0.012605,0.002101,476,1,1,3,1,1231,1142,1
1,2,0,0,0,528.5,0,1,0,0.5,874,874,0
1,1,0,0.004202,0.004202,476,0,1,65,1,2118,1646,0
1,1,0,0.066427,0.035907,557,1,7,167,1,2130.4,2239,0
1,1,0,0.020086,0.005739,697,1,8,735,1,5090.314266,11445,0
4,5,0.59967,0.043328,0.012873,530.833333,0,11,1272,1,4048.170022,12088,0
1,1,0,0.070474,0.003645,823,1,8,337,1,5025.27467,12024,0
1,1,0,0.017699,0.005057,791,1,8,221,1,5089.314266,11444,0
2,3,0.770223,0.107647,0.024499,449,1,13,5079,1,293.583333,497,0
1,1,0,0.005896,0.003538,848,1,8,163,1,4848.903097,12237,0
1,1,0,0.068477,0.003542,847,1,8,116,1,5024.27467,12023,0
1,4,0.892352,0.012232,0.01185,523.2,1,12,660,0.8,4975.37837,15125,0
1,1,0,0,0,28,0,1,0,1,2595.866667,1227,1
1,1,0,0,0,85.5,1,1,0,0.5,150,101,1
1,1,0,0.008696,0.002899,345,0,5,37,1,5139.715231,19359,0
1,1,0,0.011662,0.011662,343,1,5,6,1,253.5,177,0
1,1,0,0.008746,0.023324,343,0,5,1,1,247.5,171,0
2,4,0.696872,0.015099,0.013937,645.75,0,13,88,1,245.5,228,1
1,1,0,0.005391,0.013477,371,0,5,0,1,4925.747517,17023,0
1,1,0,0.117962,0.034853,373,1,5,1,1,159,102,0
1,1,0,0.008333,0.005556,360,1,5,0,1,4935.934409,17022,0
1,1,0,0.002012,0.002012,994,0,4,52,1,317.238739,1037,0
1,1,0,0.002964,0.002964,1012,1,4,43,1,4263.941148,14422,0
1,1,0,0.007835,0.008815,1021,0,4,0,1,4145.691778,14241,0
1,1,0,0.002935,0.001957,1022,0,4,0,1,4144.691778,14240,0
1,1,0,0.001959,0.001959,1021,0,4,0,1,4143.691778,14239,0
1,1,0,0.007835,0.013712,1021,0,4,0,1,4142.691778,14238,0
1,1,0,0.015671,0.005877,1021,0,4,40,1,4141.691778,14237,0
1,1,0,0.014735,0.004912,1018,0,4,2,1,4255.244078,14217,0
1,1,0,0.016815,0.002967,1011,0,4,71,1,4244.7114,14206,1
2,4,0.652443,0.017241,0.008621,510.4,0,10,95,0.4,4347.630228,13128,1
2,6,0.844024,0.015267,0.006543,458.5,0,9,166,0.5,4352.804471,13123,0
1,1,0,0.047379,0.017137,992,1,3,28,1,4339.642063,8367,0
1,1,0,0.019408,0.009193,979,0,3,31,1,4424.005375,8222,1
2,4,0.173485,0.126344,0.02789,744,0,10,106,0.75,3984.953571,9209,1
1,1,0,0.081882,0.090592,574,1,2,80,1,2558.854762,4194,1
1,1,0,0.027119,0.00339,590,0,1,17,1,2605.966667,3623,0
1,1,0,0.047379,0.017137,992,1,3,59,1,4340.642063,8368,0
1,1,0,0.104167,0.083333,144,1,2,64,1,5064.576547,17415,0
1,1,0,0.460993,0.326241,141,0,2,7,1,5008.761144,17108,0
1,5,0.989278,0.008441,0.008842,248.8,0,2,1503,0.55,2637,1978,0
1,1,0,0,0,168,0,1,0,0.5,868,868,0
1,1,0,0.125,0.008333,120,1,7,76,1,5178.116929,19489,0
1,1,0,1.069565,0.347826,115,0,7,124,1,4942.472929,18106,1
1,1,0,0.175676,0.027027,74,0,7,102,1,5166.836825,15636,0
1,1,0,0.029412,0.014706,68,0,7,154,1,5116.587601,15084,0
1,1,0,0.034562,0.006912,434,1,6,38,1,5317.369553,10716,0
4,8,0.633068,0.019489,0.020806,474.625,1,11,15,0.25,5234.419517,13089,1
1,1,0,0.106977,0.044186,430,0,6,0,1,2703.185714,3914,0
1,2,0.917097,0.017391,0.022826,306.666667,0,7,4,1,2699.185714,3912,0
1,1,0,0.007335,0.00978,409,0,6,118,1,594.666667,486,0
1,1,0,0.002439,0.004878,410,0,6,47,1,4837.444444,9678,0
