@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R12

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute LDHH_dit numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0.001626,0,0,0,0,0,0,9.22338,0,5,0,2,0,0,0,0,0,0,0,1,0,clean
0,0,0.016379,0.024618,0.022984,0,0,0,0,9.3353,0,136,0,1,20,0,0,12,0,0.018159,0.009791,18,31,clean
0,0,0.006396,0,0,0,0,0,0,9.20801,0,3,0,2,0,0,0,1,0,0,0.037515,26,1,clean
2,0,0.075149,0.012454,0.002878,0,0,0,0.005394,9.72454,0,152,0,2,7,1.01,0,7,0.001435,0.03952,0.018525,17,18,buggy
0,0,0,0,0,0,0,0,0,0,0,27,0,2,2,0,0,2,0,0,0,2,2,clean
11,0,0,0,0,0,0,0,0,0,0,452,4,3,2,0,0,9,0,0,0,36,28,buggy
0,0,0.01654,0,0,0,0,1,0,9.22122,0,78,0,3,0,0,0,7,0,0.002623,0.009791,52,14,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,13,0,1,0,0,0,0,0,0,0,0,1,clean
0,0,0.108748,0.010573,0.007034,0,0,1,0,9.78371,1.01,73,0,2,5,2.02,2.05,5,0.002921,0.010076,0.02552,36,23,buggy
0,0,0.048636,0,0,0,0,0,0,0.05825,0,20,0,1,0,0,0,0,0,0,0.009791,9,6,clean
0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.009297,0,0,0,0,0,0,0.1118,0,19,2,2,2,0,0,1,0,0,0.009791,18,6,clean
5,0,0.001009,0,0,0,0,0,0,0.033513,0,221,2,3,2,0,0,7,0,0.002996,0.009791,45,2,clean
11,0,0.071206,0.017534,0.014313,0,2,0,0.003067,9.21468,2.02,611,4,3,9,0,0,16,0,0.044319,0,36,42,buggy
0,0,0,0,0,12,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
4,0,0.010725,0,0,0,0,0,0,9.29674,0,92,0,1,0,0,0,0,0,0.014248,0.009791,9,1,clean
0,0,0.001763,0,0,0,0,0,0,9.17116,0,3,0,2,3,0,0,1,0,0,0.009791,23,1,clean
2,0,0.016334,0.002241,0,0,0,0,0.005781,9.29392,0,130,0,1,5,0,0,10,0,0,0.005924,20,19,clean
0,0,0.006811,0,0.004791,0,0,0,0,9.07779,0,28,0,1,3,0,0,1,0,0.024041,0,9,3,clean
3,0,0.001458,0,0,0,0,0,0,0.14315,0,62,0,1,0,0,0,1,0,0.002663,0.012186,18,2,clean
0,0,0.001984,0,0,0,6,0,0,9.22338,1.04,2,0,1,0,0,0,0,0,0,0,0,0,clean
1,0,0.046974,0.003348,0.00415,0,0,0,0,9.3242,0,107,0,1,3,0,0,5,0,0.020669,0.009791,9,9,clean
1,0,0.00485,0,0,0,1,0,0,9.24064,0,103,0,1,3,0,0,0,0,0,0.009791,14,10,clean
1,0,0.000949,0,0,1,0,0,0,9.09329,0,23,0,1,1,0,0,3,0,0,0,0,1,clean
1,0,0.025844,0,0.010189,0,0,0,0.010759,9.36842,0,100,0,1,4,0,0,1,0,0.01671,0,0,5,buggy
1,0,0.000949,0,0,0,0,0,0,9.09329,0,28,0,1,1,0,0,2,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,90,0,2,0,0,0,0,0,0,0,16,8,clean
5,0,0.063378,0.003348,0.008876,0,1,0,0.003114,9.38414,0,189,0,2,2,0,0,7,0,0.095491,0.002731,3,3,clean
0,0,0.004055,0,0,0,0,0,0,9.22552,0,25,0,1,0,0,0,0,0,0,0.009791,9,5,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,2,0,0,0,9,1,clean
1,0,0.001101,0,0,0,2,0,0,9.2306,0,34,0,2,4,0,0,1,0,0,0,1,4,clean
0,0,0.010015,0.001171,0.001505,0,0,1,0,9.22122,0,46,0,4,0,0,0,4,0,0.003755,0.009791,71,8,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,22,1,clean
0,0,0.001568,0,0,0,0,0,0,9.19356,0,20,0,1,2,0,0,0,0,0,0.009791,9,1,clean
3,0,0.149431,0,0,0,0,0,0,0.033331,0,105,0,1,0,0,0,0,0,0.002663,0,0,1,clean
1,0,0.001899,0,0,0,0,0,0,9.1833,0,78,0,1,2,0,0,2,0,0.005795,0.009791,9,3,clean
3,0,0.038901,0,0,0,0,0,0,9.25002,0,173,0,1,2,0,0,8,0,0,0,0,5,clean
2,0,0.00693,0.001496,0,0,0,0,0,9.36475,0,53,0,1,5,0,0,1,0,0.019421,0.009791,9,3,clean
1,0,0.004419,0,0,0,0,0,0,9.30286,0,38,0,1,1,0,0,1,0,0.012893,0.009791,9,1,clean
1,0,0.018814,0.009533,0.006142,0,0,0,0.005888,9.25922,0,104,1,2,2,1.01,1.01,7,0.002921,0.010596,0.010932,33,13,clean
0,0,0.004744,0,0,0,0,0,0,9.09329,0,0,0,1,0,0,0,0,0,0,0.005924,9,0,clean
0,0,0.024557,0.001171,0.001505,0,0,1,0,9.22122,0,98,0,1,0,0,0,8,0,0.002623,0.009791,18,16,clean
1,0,0.000136,0,0,0,0,0,0,0.040996,0,92,0,1,0,0,0,3,0,0.001686,0.010674,20,7,clean
0,0,0.033648,0,0,0,0,0,0,9.62751,0,101,0,2,1,0,0,1,0,0.027571,0.030118,6,3,clean
0,0,0.007603,0,0,0,0,1,0,9.22122,0,38,0,3,0,0,0,3,0,0.002623,0.009791,52,6,clean
8,0,0.132116,0.005692,0.00848,0,0,1,0.002532,9.47083,0,519,0,1,81,0,0,12,0,0.038208,0.035988,30,37,clean
4,0,0.089951,0.002701,0.005216,0,0,0,0.005712,9.49287,0,157,1,2,0,0,0,7,0,0.027067,0.007771,19,3,buggy
0,0,0,0,0,0,0,0,0,0,0,16,0,2,2,0,0,1,0,0.018159,0,2,2,clean
0,0,0.002407,0,0,0,0,0,0,9.20262,0,11,0,1,0,0,0,0,0,0.003393,0,0,2,clean
1,0,0.00834,0.011656,0.013453,0,0,0,0,9.33304,0,41,0,1,3,0,0,1,0,0.003393,0.013979,4,7,clean
3,0,0.00371,0,0,0,0,0,0,9.41053,0,121,0,1,46,0,0,9,0,0.004111,0.005924,9,6,buggy
0,0,0.001771,0,0,0,0,0,0,9.22447,0,14,0,1,2,0,0,3,0,0,0.005924,9,4,clean
1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,clean
0,0,0,0,0,0,2,0,0,0,0,12,0,1,13,0,0,1,0,0,0.005924,9,6,clean
0,0,0.003869,0,0,0,0,0,0,9.19612,0,115,0,1,3,0,0,1,0,0,0,0,5,clean
0,0,0.013161,0.006542,0,0,0,0,0,9.2306,0,25,0,1,5,0,0,1,0,0.006802,0.005924,9,5,buggy
0,0,0.110027,0,0,0,0,0,0,9.49891,0,57,0,1,6,0,0,0,0,0.001686,0.009791,9,8,clean
4,0,0.702491,0,0.00249,0,0,2,0.002324,10.1683,0,291,0,1,2,0,0,6,0,0.041867,0,0,4,clean
0,0,0.028043,0.002325,0.006616,0,0,1,0.004871,9.4685,0,60,0,1,2,0,0,5,0,0.033221,0,0,3,clean
1,0,0.003012,0,0.003264,0,6,0,0,9.19476,0,87,0,2,75,0,0,3,0,0.003393,0.008655,33,17,clean
1,0,0.000949,0,0,0,0,0,0,9.09329,0,32,0,1,0,0,0,4,0,0,0,0,2,clean
1,0,0.005114,0,0.004049,0,1,0,0,0.121386,0,44,0,2,2,0,0,4,0,0,0.027723,22,1,clean
0,0,0.001259,0,0,0,0,0,0,9.13106,0,10,0,1,0,0,0,0,0,0,0,0,2,clean
1,0,0.040468,0,0,0,0,0,0,9.64115,0,61,0,1,4,0,0,6,0,0.001052,0.009791,9,14,clean
0,0,0.211044,0,0,0,0,0,0,0.408218,0,23,1,2,0,0,0,1,0,0.006073,0.009791,11,2,clean
0,0,0.004627,0,0.010189,0,0,1,0,9.32594,0,19,0,1,1,0,0,1,0,0,0,0,2,clean
1,1.01,0.131836,0.001006,0.002198,1,2,0,0.000798,0.255373,3.04,505,4,2,15,0,1.02,20,0,0.005218,0.000376,10,43,clean
0,0,0.00179,0,0,1,2,0,0,9.18766,2.02,33,0,1,3,0,0,0,0,0.003409,0.005924,9,2,clean
1,0,0.138568,0,0,0,0,2,0,0.37333,0,228,0,1,1,0,0,9,0,0.005095,0.014188,51,7,clean
0,0,0.001317,0.003451,0,0,0,0,0,9.15394,0,15,0,3,1,0,1.03,0,0,0.006771,0.034292,37,3,clean
0,0,0.001365,0,0,0,0,0,0,9.16383,0,51,0,1,38,0,0,2,0,0.014853,0.005924,9,5,clean
0,0,0.023219,0,0,0,0,0,0,0.209384,0,63,0,2,4,0,0,5,0,0.002623,0.009791,37,10,clean
2,0,0.002402,0,0,0,0,0,0,9.29392,0,72,0,1,2,0,0,5,0,0.020267,0.005924,9,4,buggy
0,1.02,0,0,0,85,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
2,0,0.006385,0,0.045459,0,0,0,0,9.43398,0,77,0,1,3,0,0,10,0,0.028199,0.009791,9,4,clean
0,0,0.00557,0,0,0,0,0,0,9.24227,0,65,0,2,4,0,0,5,0,0,0.009791,17,14,clean
0,0,0.007034,0.006542,0.006142,0,15,0,0,9.25922,5.07,88,0,1,22,0,0,5,0,0.003393,0,0,12,buggy
2,0,0,0.004374,0.004791,0,0,0,0,0,0,161,0,1,3,0,0,3,0,0,0.008702,10,6,clean
0,0,0.000949,0.004075,0,0,0,0,0,9.09329,0,43,3,2,0,0,0,6,0,0,0.005924,16,7,clean
1,0,0.187909,0.001503,0.014079,0,0,0,0,9.64369,0,70,0,1,4,0,0,8,0,0.029297,0.009791,9,9,clean
0,0,0.003217,0,0,0,0,0,0,9.14904,0,31,1,2,1,0,0,1,0,0,0.009791,17,6,clean
0,0,0,0,0,0,0,0,0,0,0,45,0,1,1,0,0,6,0,0,0,9,6,clean
0,0,0.002467,0,0,0,0,0,0,9.09329,0,36,0,1,0,0,0,5,0,0,0,0,8,clean
0,0,0.000682,0,0,0,0,0,0,0.121386,0,6,0,1,3,0,0,0,0,0,0,0,2,clean
0,0,0.050702,0.004075,0.014768,0,0,1,0,9.15957,0,194,0,1,18,0,0,3,0,0.020491,0.005924,9,10,buggy
0,0,0.003692,0,0,0,0,1,0,9.36507,0,23,0,1,1,0,0,1,0,0,0.014188,51,3,clean
0,0,0,0,0,0,0,0,0,0,0,30,0,1,2,0,0,0,0,0,0,0,3,clean
0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,9,2,clean
1,0,0.108681,0.002991,0,0,0,0,0,9.65957,0,107,0,2,1,1.01,0,2,0.002921,0.01004,0.014863,17,6,clean
0,0,0,0,0,0,0,0,0,0,0,17,1,1,1,0,0,2,0,0,0.009791,56,3,clean
0,0,0.003149,0,0.002734,0,0,0,0,9.23473,0,31,0,2,1,0,0,2,0,0.012361,0.002731,6,2,buggy
0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,2,0,0.01569,0.037515,25,2,clean
0,0,0.002467,0,0,0,0,0,0,9.17116,0,12,0,1,3,0,0,2,0,0,0.009791,18,2,clean
0,0,0,0,0,0,0,0,0,0,0,17,0,2,2,0,0,1,0,0,0,10,3,clean
5,0,0.195076,0,0,0,0,1,0,0.098652,0,335,0,1,0,0,0,18,0,0.008458,0.009791,9,13,clean
0,0,0.003292,0,0,0,0,0,0,9.31216,0,15,0,1,1,0,0,0,0,0,0,0,2,clean
1,0,0.018491,0.006542,0,0,0,0,0.00318,9.19857,0,86,0,2,1,0,0,0,0,0.003393,0.005924,12,4,buggy
0,0,0.004068,0,0.010189,0,0,0,0,9.35224,0,17,0,1,2,0,0,3,0,0.003409,0,0,3,clean
0,0,0.004944,0,0,0,0,0,0,0.121386,0,103,4,3,1,0,0,2,0,0.053053,0.027723,43,4,clean
0,0,0.168227,0,0,0,0,2,0,9.80389,0,98,0,2,0,0,0,1,0,0.021271,0.009791,16,8,clean
0,1.01,0,0,0,10,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.002239,0,0,0,0,0,0,9.21892,0,36,0,1,0,0,0,0,0,0,0,0,2,clean
5,0,0.003246,0,0,0,2,0,0,9.22022,1.01,404,0,1,3,0,0,19,0,0,0,0,9,buggy
0,0,0.041552,0.000323,0.000518,0,0,0,0,0.15677,0,97,0,2,1,0,0,7,0,0.003338,0.002024,2,19,clean
0,0,0.001364,0,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,0,0,0,0.027723,22,1,clean
0,0,0.006478,0,0,0,1,0,0,0.121386,0,23,0,2,2,0,0,4,0,0,0.027723,22,1,clean
0,0,0,0,0,0,5,0,0,0,0,29,0,2,1,0,0,0,0,0,0,11,2,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,2,0,0,0,9,1,buggy
0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,9,1,clean
4,0,0.074056,0.011502,0.005109,0,0,0,0.003987,9.47561,0,125,0,1,1,0,0,3,0,0.007696,0.018294,13,14,clean
0,0,0,0.018552,0,0,0,0,0,0,0,98,0,1,1,0,0,0,0,0,0,9,4,clean
0,1.02,0.00019,0,0,5,0,0,0,9.09329,0,0,0,1,0,0,0,1,0,0,0,0,0,clean
3,0,0,0,0,0,0,0,0,0,0,173,0,1,2,0,0,3,0,0,0,9,10,clean
1,0,0.032952,0,0,0,0,0,0.002741,9.21468,0,121,0,1,3,0,0,2,0,0,0.005924,9,5,clean
0,0,0.007015,0.003451,0.004049,0,2,0,0,9.26204,3.04,80,0,1,7,0,0,4,0,0.018246,0.005924,9,4,clean
2,0,0.278352,0.022517,0.010189,0,0,0,0.023845,9.78508,0,70,0,1,3,0,0,1,0,0.032829,0,0,5,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,1,0,0,0.027723,22,1,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,18,0,1,1,0,0,0,0,0,0.005924,9,2,clean
3,0,0.002586,0,0,0,0,0,0,9.16485,0,672,13,2,8,1.01,1.02,1,0.00316,0.018349,0.002905,95,1,clean
1,0,0,0,0,26,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,buggy
2,0,0.00952,0,0,0,0,0,0,9.45212,0,143,0,1,4,0,0,7,0,0.024221,0.009791,9,10,clean
0,0,0.004387,0,0.002734,0,0,0,0,9.21441,0,46,0,1,1,0,0,0,0,0.003409,0.005924,9,7,clean
3,0,0.002709,0,0,0,0,1,0,9.20025,0,34,0,1,0,0,0,4,0,0.004111,0.009791,9,1,clean
4,0,0.261072,0.001852,0,0,3,1,0.004659,9.90384,2.02,140,1,2,7,1.01,1.01,0,0.000255,0.02594,0.010674,10,7,buggy
2,0,0.390923,0,0,0,0,1,0,9.78409,0,164,0,1,3,0,0,4,0,0.006928,0,0,5,clean
0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,1,0,0,0,9,3,clean
0,0,0.001518,0,0,0,0,0,0,9.09329,0,10,4,3,0,0,0,0,0,0,0.005924,23,3,clean
0,0,0.010005,0.003348,0.003264,0,0,0,0.00318,9.16485,0,13,0,1,1,0,0,2,0,0.003393,0.005924,9,4,buggy
0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,0,clean
3,0,0,0,0,0,0,0,0,0,0,294,0,1,7,0,0,10,0,0,0.005924,9,5,clean
0,0,0.042207,0,0,1,0,0,0,9.52404,0,68,0,1,1,0,0,0,0,0.018159,0.009791,9,4,clean
3,0,0.330227,0,0,0,0,0,0,0.133843,0,95,0,2,0,0,0,1,0,0,0.009791,12,2,clean
0,0,0,0,0,0,0,0,0,0,0,25,0,2,1,0,0,1,0,0,0.009791,15,6,clean
0,0,0,0,0,0,1,0,0,0,0,24,0,1,3,0,0,0,0,0,0,9,3,clean
0,0,0.007474,0,0,1,0,1,0,9.35639,0,7,3,4,1,1.01,1.01,0,0.002921,0,0.021069,75,2,clean
0,0,0,0,0,0,0,0,0,0,0,71,0,1,1,0,0,1,0,0,0,9,7,clean
0,0,0,0,0,0,0,0,0,0,0,75,0,1,4,0,0,3,0,0,0,0,9,buggy
6,0,0.027778,0.006542,0.015786,1,0,0,0.020576,9.47878,0,110,0,1,15,0,0,4,0,0.007187,0.005924,9,4,clean
9,0,0.221929,0,0.013979,0,0,0,0.004666,9.87622,0,405,0,1,0,0,0,13,0,0.033846,0,0,6,buggy
1,0,0.003362,0,0,0,0,0,0,9.2609,0,61,0,1,1,0,0,1,0,0.006457,0.009791,9,6,clean
0,0,0.000682,0,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,0,0,0.009726,0.027723,22,1,clean
3,0,0.148083,0.003194,0.002878,0,0,0,0.004409,9.5282,0,128,1,2,0,0,0,3,0,0.017552,0.007771,19,4,buggy
0,0,0.005114,0,0,0,0,0,0,0.121386,0,12,0,2,1,0,0,0,0,0,0.027723,22,1,clean
1,0,0,0,0,0,0,0,0,0,0,31,0,2,2,0,0,1,0,0,0,10,2,clean
0,0,0.007954,0,0,0,3,1,0,9.22122,0,40,0,1,3,0,0,3,0,0.002623,0.011815,9,7,clean
0,0,0.000809,0.004374,0.004791,0,0,0,0.004366,8.95641,0,18,0,2,1,1.01,0,1,0.002266,0.00569,0.002778,18,2,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0.020279,0,12,4,clean
0,0,0.001966,0,0,0,0,0,0,9.15563,0,50,0,1,0,0,0,4,0,0,0,0,2,clean
0,0,0.001328,0,0,0,6,0,0,9.09329,0,3,0,1,0,0,0,1,0,0,0.033647,25,1,clean
1,0,0.003263,0,0.002734,0,0,0,0,9.25922,0,61,0,3,1,0,0,8,0,0.022917,0,10,3,buggy
0,0,0.005945,0,0,0,0,1,0,9.38566,0,55,0,1,0,0,0,0,0,0.054168,0,0,3,clean
0,0,0,0,0,1,1,0,0,0,0,17,0,1,2,0,0,1,0,0,0,9,3,clean
2,1.01,0.004615,0,0,4,1,0,0,0.077865,0,127,4,1,0,0,1.04,0,0,0.001686,0.010674,66,8,clean
0,0,0.002539,0,0,0,0,0,0,9.17116,0,9,0,1,6,0,0,2,0,0,0.009791,18,2,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,2,0,0,0,9,1,clean
0,0,0.000682,0,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,0,0,0,0.027723,22,1,clean
3,0,0.016455,0.003451,0.005216,0,0,0,0,9.35891,0,112,0,1,5,0,0,9,0,0.012393,0,0,9,clean
0,0,0,0,0,0,0,0,0,0,0,16,0,2,1,0,0,1,0,0.006771,0.003931,11,2,clean
0,0,0.001121,0,0,0,0,0,0,9.13106,0,12,8,4,1,1.01,0,0,0.002921,0,0.014863,47,2,clean
0,0,0.008824,0,0.010189,0,0,0,0,9.20801,0,11,0,1,1,0,0,0,0,0.000715,0,0,2,clean
0,0,0.003418,0,0,0,0,0,0,9.2213,0,27,0,1,8,0,0,6,0,0,0.009791,18,6,clean
0,0,0.460828,0,0,0,0,1,0,9.51312,0,89,0,1,5,0,0,7,0,0.002663,0.009791,9,11,clean
3,0,0.147691,0.005894,0.008624,0,0,0,0.00318,9.41501,0,201,1,2,0,0,0,8,0,0.0105,0.007771,19,2,buggy
0,0,0.001814,0,0,0,0,0,0,9.27181,0,10,0,1,3,0,0,2,0,0,0.009791,11,3,clean
2,0,0.023224,0.002616,0.002456,0,0,0,0.002596,9.44053,0,24,0,1,1,3.04,0,2,0.004202,0.023026,0.007549,0,4,clean
0,0,0.001364,0,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,0,0,0,0.027723,22,1,buggy
0,0,0.003754,0,0,0,0,0,0,9.16383,0,0,0,1,0,0,0,0,0,0,0.005924,9,0,clean
0,1.01,0,0,0,21,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0.020279,0.051511,21,1,clean
0,0,0.009047,0,0,0,0,0,0,9.20515,0,22,0,1,0,0,0,3,0,0,0,0,4,clean
0,0,0.022473,0,0,0,0,0,0,9.401,0,27,0,1,4,0,0,0,0,0.002663,0.009791,9,2,clean
11,0,0.107189,0,0,0,0,0,0.00718,9.45586,0,602,0,1,10,0,0,1,0,0.008657,0.009791,9,14,clean
2,0,0.022159,0.009123,0.002734,0,0,0,0.002324,9.35224,0,109,0,2,1,0,0,6,0,0.02889,0.002731,3,5,clean
5,2.02,0.209219,0.020391,0.016879,0,0,1,0.00918,9.65327,0,560,0,1,37,0,0,15,0,0.028878,0.014863,22,51,clean
2,0,0.035003,0,0.001669,0,0,0,0.0012,9.35283,0,68,0,1,1,0,0,2,0,0,0.010674,9,3,buggy
0,0,0.007995,0,0.010189,0,0,1,0,9.38414,0,116,0,1,1,0,0,4,0,0.025895,0,0,3,clean
0,0,0.02983,0,0,0,0,1,0,9.25543,0,28,0,1,0,0,0,0,0,0,0.009791,9,3,clean
0,0,0.036568,0,0.013585,0,4,0,0,9.60027,1.01,74,0,1,0,0,0,1,0,0.003794,0.009791,9,4,clean
0,0,0.002557,0,0,0,0,0,0,0.121386,0,29,0,2,1,0,0,1,0,0.012361,0.003931,19,4,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,2,0,0,0,9,1,buggy
0,0,0.000949,0,0,0,0,0,0,9.09329,0,13,0,2,0,0,0,0,0,0,0,1,0,clean
1,0,0.004111,0,0,0,0,0,0,9.21468,0,69,4,4,1,0,0,4,0,0.012361,0.027723,45,7,clean
12,1.02,0.002087,0,0.012522,25,0,0,0,9.09329,0,1346,0,3,2,0,0,30,0,0.030654,0,14,8,buggy
0,0,0.002537,0,0,0,0,0,0,9.16383,0,20,5,3,0,0,0,0,0,0.005988,0.005924,32,4,clean
0,0,0.001256,0,0,0,1,0,0,9.15394,0,3,0,1,7,0,0,0,0,0,0.009791,9,2,clean
0,0,0.047883,0,0,12,0,0,0,0.137225,0,146,2,2,13,0,0,2,0,0,0.009791,18,37,clean
0,0,0.001875,0,0,0,0,0,0,0.121386,0,13,0,2,2,0,0,2,0,0,0.027723,22,1,clean
0,0,0.000271,0,0,2,0,0,0,0.040996,0,4,0,1,0,0,0,0,0,0,0.009791,10,1,clean
0,0,0.002368,0,0,0,1,0,0,9.19476,0,54,0,1,1,0,0,1,0,0.003794,0,0,2,clean
0,0,0.01264,0.003348,0,0,1,0,0,9.30866,0,55,0,1,4,0,0,1,0,0.006913,0,0,3,clean
1,0,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,2,0,0,0,0,6,clean
0,0,0.001508,0.006066,0.007599,0,0,0,0,9.16485,0,62,0,1,4,0,0,9,0,0.006219,0.005924,18,10,clean
4,0,0.039268,0,0,0,0,0,0,9.42768,0,398,5,3,2,0,0,25,0,0.028199,0.009791,26,22,clean
1,0,0,0,0,0,0,0,0,0,0,9,0,1,3,0,0,2,0,0,0,9,1,buggy
0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,1,clean
0,0,0.002959,0,0.002376,0,0,0,0,9.21468,0,12,0,2,1,0,0,1,0,0.009726,0.027723,22,1,clean
0,0,0.001399,0,0,0,5,0,0,9.16273,3.04,0,0,1,1,0,0,0,0,0,0.005924,9,5,clean
0,0,0.001763,0,0,1,0,0,0,9.17116,0,36,0,1,3,0,0,4,0,0,0.009791,9,12,clean
0,0,0.06335,0.001503,0.001583,0,0,1,0,9.26995,0,47,0,1,5,0,0,2,0,0.002072,0.011059,9,7,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,15,0,1,1,0,0,1,0,0,0,0,4,clean
0,0,0.051524,0,0,0,0,0,0,0.067741,0,43,0,1,0,1.01,0,2,0.001502,0.009435,0.012592,0,2,clean
0,0,0.002152,0,0,0,0,0,0,9.17116,0,50,0,1,1,0,0,0,0,0,0.009791,9,8,clean
1,0,0,0,0,0,0,0,0,0,0,112,1,2,1,0,0,3,0,0,0,14,1,buggy
0,0,0.003921,0,0,0,1,0,0,0.121386,0,71,1,2,1,0,0,0,0,0.006771,0,4,0,buggy
0,0,0.013289,0.002107,0,0,0,0,0,9.24835,0,27,0,1,0,0,0,2,0,0.020043,0,0,5,clean
0,0,0.002625,0,0,0,0,0,0,9.1668,0,3,0,1,0,0,0,1,0,0,0.037515,26,1,clean
1,0,0.012534,0,0.003264,0,0,0,0,9.26485,0,84,1,2,0,0,0,1,0,0.019866,0.002667,19,2,clean
2,0,0,0,0.045459,0,0,0,0,0,0,76,0,1,5,0,0,5,0,0,0,18,5,buggy
0,0,0.004931,0.004075,0.004578,0,0,0,0,9.25264,0,26,0,2,2,0,0,1,0,0.008281,0.021593,31,7,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,12,0,1,0,0,0,1,0,0.005988,0.005924,9,4,clean
1,0,0,0,0,0,0,0,0,0,0,138,0,1,3,0,0,5,0,0,0,0,5,buggy
