@relation mydataframe
@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil. numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil. numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil. numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute bug {'1','0'}
@data
111,0.045838,0,22.4,1.91567,0.00285,0.008863,48.228,0.021763,27.64,50,0,1,1680,0.050951,8.13,9.3016,0,0.039403,71,295,2,4,0,0,8515,2390,0.129758,13.25,95.61,86,6,25,9,2.04,0,8.1,0.028682,19,9,'1'
0,0.016027,0,2.07,0.349033,0,0,17.5678,0.002837,0,3,1,1,223,0,0,8.34992,0,0.039883,13,402,2,1,0,1.02,2080,237,0.018718,3.04,26.66,4,0,1,4,0,0.001409,1.01,0.002307,8,2,'0'
0,0,0,0,0.006707,0,0,7.51373,0,0,2,0,0,33,0,0,0.176986,0,0.04453,13,410,4,1,0,1.02,28,54,0.000702,4.05,0,2,0,0,0,0,0.001409,2.02,0.005233,66,8,'0'
1,0,0,0,0.004629,0,0,3.42081,0,0,4,0,0,25,0,0,0.080295,0,0,2,0,1,1,0,0,36,24,0.001073,0,0,4,0,0,0,0,0,1.01,0,8,8,'0'
0,0.000746,0,0,0.00299,0,0,6.94335,0,0,0,0,0,7,0,0,0.162444,0,0,0,18,2,1,0,0,6,8,0.000868,0,1.03,1,0,0,0,0,0,4.04,0,62,1,'0'
1,0,0,0,0.02027,0,0,9.05113,0,0,0,0,0,30,0,0,0.238777,0,0,9,33,2,0,0,0,21,36,0.001225,1.01,0,1,0,0,1,0,0,1.01,0.001336,82,2,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,3,0,0,0.097153,0,0.04453,1,410,4,1,0,1.02,3,5,0,1.01,0,0,0,0,0,0,0.001409,2.02,0.000909,66,3,'0'
3,0.004967,0.01465,1.01,0.069622,0.009388,0.000451,29.5302,0,1.01,0,0,2,124,0.000747,1.01,8.71354,0,0.021127,34,63,4,22,0,0,990,243,0.025183,4.07,9.6,2,3,0,4,7.09,0,10.23,0.004535,161,31,'0'
0,0,0,0,0.001229,0,0,2.36846,0,0,0,0,0,5,0,0,0.058891,0,0.032351,2,58,3,1,0,0,3,9,0,0,0,1,0,0,0,0,0,2.02,0,37,0,'0'
0,0.000779,0,1.01,0.065214,0.000905,0,7.61486,0.001136,0,7,0,0,63,0,0,0.194937,0,0.015465,7,141,2,1,0,0,28,85,0.006302,0,1.07,7,0,0,1,1.01,0,2.02,0,35,5,'0'
0,0.000794,0.000838,0,0.004846,0.001029,0,6.94335,0,0,0,0,0,6,0,0,0.162444,0,0.004938,1,73,8,3,0,0,10,8,0.001929,0,1.04,1,0,1,0,1.01,0,13.41,0,267,4,'0'
0,0.001051,0.000857,0,0.114245,0.001756,0,23.9899,0,0,0,0,2,14,0,0,8.56812,0,0,8,0,1,7,0,0,78,37,0.001369,0,1.12,1,0,1,4,1.01,0,1.01,0,8,13,'0'
0,0,0,0,0.005697,0,0,5.25685,0,0,1,0,0,8,0,0,0.125004,0,0.015465,3,141,2,2,0,0,15,14,0,1.01,0,1,0,0,0,0,0,2.02,0.001096,35,6,'0'
0,0,0,1.01,0.007284,0,0,13.2934,0,0,0,0,1,6,0,0,8.25881,0,0.029336,6,52,2,1,0,0,1,14,0.001073,1.01,0,0,1,0,1,0,0,3.03,0.000708,25,2,'1'
0,0.000537,0.001277,0,0.004711,0.001069,0,7.93371,0,0,1,3,0,15,0,0,0.185294,0,0.001421,6,95,3,5,0,0,78,25,0.000773,1.02,1.12,1,0,0,0,1.01,0,3.05,0.001119,75,9,'0'
1,0,0,0,0.012638,0,0,4.98614,0,0,0,0,0,24,0,0,0.118732,0,0.044485,7,397,5,1,0,1.02,6,25,0.000886,0,0,0,0,0,0,0,0.001409,5.07,0,94,3,'0'
0,0,0,0,0.003597,0,0,5.00863,0,0,0,0,0,29,0,0,8.0086,0,0,4,13,2,2,0,0,91,37,0,0,0,14,0,14,0,0,0,1.01,0,31,13,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,25,0,0,0.097153,0,0,8,0,2,1,0,0,78,39,0,0,0,11,0,11,0,0,0,1.01,0,30,12,'0'
1,0,0,0,0.019461,0,0,14.5431,0,0,12,0,0,24,0,0,0.373209,0,0,2,14,1,2,0,0,21,32,0,1.01,0,12,0,0,0,0,0,1.01,0.003762,8,6,'0'
1,0.000718,0.002293,0,0.00334,0,0.00077,6.77104,0.000939,1.01,0,0,0,13,0.001087,1.01,0.160922,0,0.005575,1,152,2,4,0,0,66,14,0.001815,0,1.11,1,0,1,0,0,0,1.01,0,41,11,'0'
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,25,1,'0'
0,0.000558,0.003234,0,0.001735,0.000627,0,5.38431,0,0,4,0,0,15,0,0,0.125968,0,0,6,1,2,5,0,0,45,38,0.000681,0,1.09,4,0,0,0,1.01,0,1.01,0,12,8,'0'
15,0.006973,0.00968,5.05,0.136858,0,0,32.0766,0.014991,3.03,13,0,4,196,0.002601,0,8.78373,0,0,21,0,1,7,0,0,465,319,0.0281,8.11,7.76,14,1,0,5,0,0,0,0.014845,0,11,'0'
0,0,0,0,0.059606,0,0,17.8868,0,0,2,0,2,156,0,0,8.41605,0,0.043647,20,448,7,1,0,1.02,55,220,0.019298,2.02,0,2,0,0,3,0,0.001409,6.15,0.002057,115,11,'1'
0,0.005059,0.002551,4.09,0.297852,0.001068,0,36.8083,0,0,1,2,0,171,0,0,8.89567,0,0,36,0,1,3,0,0,351,248,0.026356,9.15,8.75,20,1,1,2,1.01,0,2.02,0.00837,10,2,'1'
0,0,0.001563,1.01,0.004083,0,0,6.94335,0.000882,0,4,0,0,1,0,0,0.162444,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0,0,0,2.03,0,23,1,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,16,0,0,8.1394,0,0.001421,2,95,3,1,0,0,66,35,0,0,0,3,0,2,0,0,0,2.02,0,73,3,'0'
1,0.000779,0.021269,13.37,0.228509,0.000905,0,37.8606,0,0,3,6,4,176,0,0,1.0284,0,0.014936,18,249,1,102,0,1.02,190,156,0.041101,3.04,1.19,131,2,0,6,1.01,0.001409,1.01,0.005854,8,19,'1'
0,0.005076,0.002744,4.19,0.088465,0.006399,0.001966,19.3371,0.006171,2.04,6,0,1,260,0.002665,2.06,0.473575,0,0.028601,8,219,2,3,0,0,28,104,0.01164,4.04,7.51,7,1,0,4,6.12,0,6.09,0.005649,55,8,'0'
3,0.007278,0.02618,9.13,0.153622,0.007246,0.004984,23.6109,0.014255,1.01,21,0,0,72,0.00081,3.04,8.5032,0,0,7,0,1,24,0,0,190,72,0.00903,2.03,7.66,24,0,3,0,5.07,0,1.01,0.004453,8,17,'1'
5,0.000586,0.014496,1.01,0.328708,0,0,37.2855,0.000741,0,3,0,10,470,0,0,8.93493,0,0,53,0,1,2,0,0,2080,680,0.020933,5.12,1.65,12,8,1,21,0,0,1.01,0.006769,8,10,'1'
0,0,0.00301,0,0.002299,0.000844,0,2.96868,0,0,3,0,0,2,0,0,0.066709,0,0,0,0,1,1,0,0,1,2,0,0,0,3,0,0,0,1.01,0,1.01,0,8,2,'0'
4,0.002119,0,0,0.091643,0,0,7.87568,0,1.01,0,0,0,124,0.00303,0,8.15727,0,0,25,6,2,1,0,0,1770,178,0.009391,3.06,1.59,7,0,7,1,0,0,0,0.00793,67,55,'0'
1,0.000753,0,0,0.006556,0,0,8.31142,0,1.01,0,0,0,53,0.00081,0,8.12101,0,0,13,22,3,1,0,0,21,74,0.000892,2.03,1.06,0,1,0,1,0,0,4.04,0.010134,68,1,'0'
4,0.000726,0,1.12,0.062645,0.000978,0.000451,8.11626,0.000965,1.03,1,0,0,69,0.000747,1.11,8.18048,0,0,4,0,3,1,0,0,36,56,0.007757,3.08,1.33,13,1,12,1,1.02,0,0,0.006943,18,2,'0'
5,0.009403,0.001516,14.23,2.28526,0.008467,0.0014,49.9143,0.023277,9.12,36,0,0,659,0.017387,3.06,9.27456,0,0.01885,39,23,1,1,0,0,666,917,0.091411,12.17,15.16,50,3,6,5,6.09,0,1.01,0.028634,8,20,'1'
1,0,0,0,0.008567,0,0,6.63337,0,0,0,0,0,35,0,0,8.05657,0,0,4,5,2,3,0,0,91,72,0.002427,0,0,5,0,2,0,0,0,1.01,0,13,13,'0'
27,0.029572,0.001694,11.32,0.509973,0.003763,0.006522,37.9039,0.015802,7.1,23,0,3,1148,0.010307,1.01,9.0016,0,0.046138,76,427,3,2,0,1.02,21115,1156,0.089244,13.29,132.62,94,8,1,10,2.03,0.001409,10.17,0.049184,96,28,'1'
0,0.01636,0.0136,6.07,0.278681,0.012798,0,35.4473,0.025934,4.06,16,3,2,73,0.017682,0,8.95262,1.01,0.002249,19,11,1,6,0.000367,0,120,125,0.054378,5.07,5.75,17,1,0,3,4.04,0,1.01,0.028941,9,9,'1'
1,0.002119,0,0,0.013595,0,0,3.63513,0,1.01,4,0,0,47,0.00303,0,7.98736,0,0.026313,6,415,6,0,0,0,36,64,0.003117,0,1.08,6,0,0,1,0,0,2.02,0,117,8,'0'
0,0,0.006738,1.02,0.005814,0,0,7.7102,0.002662,0,7,5,0,10,0,0,0.194204,1.01,0.043647,0,380,2,20,0.002037,1.02,10,10,0.003193,1.01,0,7,1,0,0,0,0.001409,2.02,0.001787,27,5,'0'
0,0.001552,0.026035,0,0.011902,0,0,7.18067,0,0,0,0,0,81,0,0,8.11431,0,0.001421,9,97,3,8,0,0,595,156,0.001793,0,3,23,1,11,0,0,0,3.03,0,84,18,'0'
2,0,0,0,0.004719,0,0,9.58612,0,0,0,0,0,17,0,0,0.225419,0,0,1,0,2,1,0,0,10,6,0,0,0,3,1,3,1,0,0,1.01,0,11,3,'0'
0,0,0,0,0.007697,0,0,8.27771,0,0,0,0,0,12,0,0,0.188364,0,0,10,12,2,1,0,0,6,27,0,0,0,5,0,0,0,0,0,1.01,0,31,4,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,27,0,0,8.1394,0,0.001421,4,95,3,1,0,0,91,51,0,0,0,5,0,3,0,0,0,3.05,0,73,5,'0'
39,0.036449,0.000855,10.16,0.931112,0.033431,0.037949,36.1202,0.01052,10.31,20,0,3,764,0.037706,8.13,8.97466,0,0.0315,23,35,1,5,0,0,3160,752,0.095046,7.16,32.08,39,4,19,16,6.08,0,1.01,0.041664,8,32,'1'
0,0,0,0,0.002208,0,0,4.07501,0,0,3,0,0,0,0,0,0.097153,0,0,0,4,3,2,0,0,0,1,0,0,0,3,0,0,0,0,0,3.05,0,19,1,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,22,0,10,0,0,0.097153,0,0.001421,4,95,2,22,0,0,10,17,0,0,0,1,0,1,0,0,0,2.02,0,68,2,'0'
0,0.000741,0,1.01,0.024492,0.00091,0.000572,9.17374,0,1.03,0,0,0,20,0.000827,1.01,0.218186,0,0,1,0,1,1,0,0,120,39,0.00089,1.01,1.9,5,0,2,0,1.02,0,1.01,0.000889,8,16,'0'
0,0.000794,0.010167,0,0.011046,0,0,6.65212,0,0,1,2,0,13,0,0,8.06967,0,0,2,0,1,15,0,0,15,13,0.001061,0,1.21,2,1,0,0,0,0,1.01,0,8,5,'0'
0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0.029327,0,43,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,33,2,'0'
0,0,0.010434,0,0.003611,0,0,6.84846,0,0,0,0,0,21,0,0,8.10896,0,0.001421,3,95,3,5,0,0,105,43,0,0,0,5,0,3,0,0,0,2.02,0,76,5,'0'
0,0.002056,0.003234,0,0.030459,0.002966,0,15.6356,0,0,0,2,0,4,0,0,8.34979,0,0,5,0,1,6,0,0,10,13,0.002206,3.04,2.07,0,0,0,0,2.02,0,1.01,0.013392,8,5,'0'
4,0,0,0,0.014693,0,0,3.0444,0,0,0,1,0,25,0,0,0.079878,0,0,5,0,1,4,0,0,36,44,0.002188,1.02,0,3,0,3,0,0,0,0,0.001592,38,5,'0'
1,0,0,0,0.006882,0,0,11.6607,0,0,0,0,0,27,0,0,8.19003,0,0.025373,4,69,3,1,0,0,28,21,0.000852,0,0,0,0,0,0,0,0,4.04,0,37,2,'1'
0,0,0.0022,0,0.003978,0,0,7.95479,0,0,0,0,0,23,0,0,8.1394,0,0.001421,4,95,3,5,0,0,91,45,0,0,0,3,0,2,0,0,0,2.02,0,76,5,'0'
5,0.001788,0.003208,4.04,0.141225,0.001912,0.000651,24.7695,0.00052,3.03,3,0,2,181,0.002466,1.01,8.52288,0,0.016601,25,12,1,6,0,0,171,244,0.015464,9.12,3.51,13,0,1,8,2.02,0,1.01,0.01869,8,7,'0'
0,0,0,0,0.002949,0,0,6.37753,0,0,1,0,0,3,0,0,0.150044,0,0,0,0,2,3,0,0,3,8,0,0,0,1,0,0,0,0,0,1.01,0,10,3,'0'
0,0,0,2.03,0.002084,0,0,7.68944,0.001601,0,5,0,0,0,0,0,0.187608,0,0,0,6,4,1,0,0,0,1,0,0,0,5,0,0,0,0,0,4.06,0,21,1,'0'
1,0,0.002523,0,0.009328,0,0,6.6689,0,0,0,0,0,19,0,0,0.153373,2.02,0,3,1,2,4,0.000842,0,21,24,0.001844,1.01,0,5,0,0,0,0,0,1.01,0.000993,12,6,'0'
0,0,0,0,0.00129,0,0,3.29051,0,0,0,0,0,1,0,0,0.073593,0,0,1,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3.08,0,33,1,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,5,0,0,0.097153,0,0,2,1,3,1,0,0,3,5,0,0,0,3,0,3,0,0,0,1.01,0,31,3,'0'
1,0,0,0,0.00892,0,0,10.4982,0,0,0,0,0,14,0,0,8.17678,0,0,7,0,1,0,0,0,6,28,0.007818,0,0,2,0,2,0,0,0,0,0,0,3,'0'
0,0.000472,0,0,0.003316,0.000441,0,6.20089,0,0,0,0,0,5,0,0,0.147285,0,0.043647,3,397,5,1,0,1.02,6,16,0.000886,0,1.03,0,0,0,0,1.01,0.001409,3.03,0,64,4,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,14,0,0,0.097153,0,0,3,0,2,1,0,0,28,21,0,0,0,7,0,7,0,0,0,1.01,0,26,8,'0'
2,0,0,0,0.018432,0,0,14.4964,0,0,0,0,0,26,0,0,8.26365,0,0,14,22,3,2,0,0,36,61,0.000954,2.03,0,2,0,0,1,0,0,4.04,0.002064,78,1,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,25,0,0,8.1394,0,0.001421,5,95,3,1,0,0,105,51,0,0,0,5,0,3,0,0,0,3.05,0,73,6,'0'
0,0.001132,0.005425,1.01,0.023085,0.001198,0,8.93874,0.000648,0,3,5,0,14,0,0,0.216678,1.01,0.00176,3,0,1,12,0.000828,1.01,45,15,0.001851,1.03,1.46,3,1,0,0,1.04,0.001409,1.01,0.001177,8,9,'0'
1,0,0,1.02,0.046831,0,0.018394,1.84991,0.01,0,8,0,0,25,0,1.01,0.193852,0,0,5,0,1,1,0,0,10,28,0.031085,0,0,11,0,3,0,0,0,0,0,16,4,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,2,0,0,4,0,0,0.097153,0,0.043647,2,387,5,1,0,1.02,3,10,0,0,0,2,0,0,0,0,0.001409,5.06,0,75,3,'0'
0,0,0,0,0.033971,0,0,22.443,0,0,0,0,0,85,0,0,8.50028,0,0.025373,16,68,2,1,0,0,55,60,0.011152,4.04,0,1,1,0,2,0,0,4.04,0.009507,33,4,'1'
0,0,0,0,0.008874,0,0,3.5829,0,0,0,0,0,7,0,0,0.090477,0,0,1,0,1,1,0,0,6,12,0,0,0,3,0,2,0,0,0,0,0,10,3,'0'
0,0.000499,0,0,0.007516,0.001042,0,10.6845,0.00108,0,17,0,1,61,0,0,0.25586,0,0,5,0,1,2,0,0,55,32,0.001579,0,1.1,36,0,0,1,1.01,0,1.01,0,8,11,'0'
0,0.002288,0.003179,1.02,0.03192,0.00329,0,8.14156,0.001136,0,1,2,0,20,0,0,0.198168,0,0,3,0,1,50,0,0,703,60,0.002493,0,7.5,8,0,0,0,3.15,0,1.01,0,8,38,'0'
0,0,0.003338,0,0.07336,0,0,23.1815,0,0,2,4,0,69,0,0,8.50375,0,0.04453,15,408,3,7,0,1.02,28,59,0.018845,2.02,0,2,1,0,0,0,0.001409,2.02,0.003379,58,8,'1'
0,0.006805,0,0,0.018149,0.008038,0,15.7259,0,0,0,1,1,23,0,0,8.26406,0,0.004526,13,69,7,3,0,0,91,59,0.008986,7.16,6.75,0,1,0,2,6.07,0,15.4,0.008896,229,11,'1'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,15,0,0,0.097153,0,0,2,0,1,10,0,0,28,21,0,0,0,1,0,1,0,0,0,1.01,0,8,8,'0'
0,0,0,0,0.004001,0,0,6.92698,0,0,0,0,0,12,0,0,0.161994,0,0,5,38,3,1,0,0,36,28,0,0,0,0,0,0,0,0,0,1.03,0,116,5,'0'
0,0,0,0,0.00549,0,0,3.92315,0,0,0,0,0,20,0,0,8.04383,0,0,2,6,2,1,0,0,28,17,0,0,0,0,0,0,0,0,0,0,0,11,8,'0'
0,0,0,0,0.0036,0,0,6.84846,0,0,0,0,0,26,0,0,8.10896,0,0.001421,7,99,4,1,0,0,136,57,0,1.01,0,5,0,1,0,0,0,3.03,0.000893,100,1,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,1,0,0,0.097153,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3.08,0,33,1,'0'
10,0.000815,0,1.01,0.171569,0,0.002083,27.7744,0,1.01,2,0,0,150,0.001233,1.01,8.66317,0,0,35,0,1,3,0,0,120,174,0.02178,5.05,1.15,10,1,8,6,0,0,1.01,0.015106,9,5,'0'
0,0.000635,0,0,0.007921,0.000577,0,8.18073,0,0,1,0,0,2,0,0,0.199245,0,0,1,0,1,0,0,0,1,3,0.000852,0,1.09,1,0,0,0,1.03,0,2.04,0,9,2,'0'
0,0.000617,0,0,0.01265,0.000844,0,2.96868,0,0,0,26,0,5,0,0,0.066709,0,0.001421,2,95,2,0,0,0,10,13,0.000839,0,1.09,0,0,0,0,1.03,0,2.02,0,68,4,'0'
1,0,0.002293,0,0.002852,0.000787,0.00077,4.08525,0.000939,1.01,0,0,0,5,0.001087,1.01,0.096569,0,0.005575,0,152,2,5,0,0,10,6,0.000925,1.01,0,1,0,1,0,1.01,0,1.01,0.000996,41,4,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,27,0,0,8.1394,0,0.001421,5,95,3,2,0,0,120,59,0,0,0,7,0,4,0,0,0,2.02,0,73,6,'0'
2,0.000521,0,0,0.142125,0,0,14.6865,0,1.01,0,0,1,6,0.000563,0,8.30963,0,0,3,0,1,0,0,0,3,8,0.001016,0,1.02,1,1,0,2,0,0,1.01,0,8,1,'0'
0,0.001873,0.032974,2.03,0.125208,0.002056,0.00159,24.6967,0,0,3,0,0,182,0,1.01,8.62848,0,0,93,0,1,49,0,0,7381,347,0.013617,6.09,7.95,17,0,10,0,1.03,0,1.01,0.030224,8,96,'0'
1,0.001199,0,0,0.050394,0.002007,0,12.8915,0,0,9,0,2,102,0,0,0.325267,0,0,5,0,1,2,0,0,78,67,0.00311,2.02,1.12,10,2,0,2,1.01,0,1.01,0.003314,8,4,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,2,0,0,1,0,0,0.097153,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2.03,0,23,1,'0'
0,0.000741,0.001008,0,0.011754,0.00091,0,13.6626,0,0,0,1,0,8,0,0,8.24562,0,0,4,0,1,4,0,0,45,20,0.001695,1.01,1.09,0,1,0,3,1.01,0,1.01,0.000869,8,9,'0'
4,0.006759,0,1.01,0.236619,0.000638,0,33.9297,0,3.04,1,0,1,175,0.00357,1.01,8.78156,0,0.025373,26,68,2,1,0,0,190,176,0.018818,8.08,7.24,4,4,1,6,1.01,0,4.04,0.00741,33,5,'1'
0,0,0,0,0.003284,0,0,8.29017,0,0,1,0,4,85,0,0,0.203211,0,0,8,8,3,2,0,0,406,114,0.001437,1.01,0,4,0,0,4,0,0,2.02,0.001072,41,23,'0'
4,0.003525,0.031027,1.03,1.02462,0.004813,0,48.7643,0,2.02,2,3,15,972,0.001548,0,9.30758,0,0.015435,30,249,1,131,0,1.02,2850,836,0.10718,7.07,10.43,13,3,0,38,6.07,0.001409,1.01,0.009485,8,60,'1'
0,0,0,0,0.004069,0,0,9.8326,0,0,1,1,0,35,0,0,0.23795,0,0.043647,6,385,6,0,0,1.02,28,25,0.001061,1.01,0,3,0,0,0,0,0.001409,5.06,0.000996,79,8,'0'
0,0.001315,0,0,0.000937,0.002056,0,1.08792,0,0,0,2,0,20,0,0,0.031238,0,0,6,0,2,4,0,0,66,30,0.001316,0,1.11,2,0,0,0,1.01,0,1.02,0,5,10,'0'
1,0,0,0,0.005325,0,0,9.5041,0,0,0,0,0,30,0,0,8.13451,0,0,8,22,3,1,0,0,10,34,0,1.01,0,0,2,0,0,0,0,4.04,0.009162,78,0,'0'
0,0.000934,0,1.01,0.026741,0,0,15.9473,0,0,0,0,1,20,0,0,8.29942,0,0.001105,15,25,3,2,0,0,21,49,0.003018,4.07,1.06,2,0,0,2,0,0,4.08,0.004718,82,3,'0'
1,0.000193,0,0,0.013651,0,0,6.62651,0,1.01,2,0,0,23,0,0,0.164395,0,0.043647,6,396,4,4,0,1.02,28,27,0.001443,1.04,1.07,2,0,0,0,0,0.001409,3.03,0.000735,57,7,'0'
0,0.007187,0.003928,2.03,0.048169,0.006213,0.005601,8.6615,0,0,0,0,0,6,0,2.03,8.12785,0,0.006779,2,3,4,2,0,1.02,6,7,0.006845,1.01,2.14,1,1,1,0,2.05,0.008262,4.13,0.006321,38,4,'1'
0,0,0.00099,1.01,0.039291,0,0,23.2611,0.002035,0,9,2,1,104,0,0,8.49634,0,0.043647,17,380,3,10,0,1.02,105,127,0.021089,2.02,0,13,1,0,2,0,0.001409,2.02,0.002908,46,14,'1'
1,0.000718,0.002293,0,0.002877,0,0,6.77104,0,1.01,1,0,0,12,0.001087,0,0.160922,0,0.005575,0,152,2,4,0,0,66,14,0.001815,1.01,1.11,1,0,0,0,0,0,1.01,0.000889,41,11,'0'
0,0,0,0,0.006232,0,0,8.87298,0,0,0,0,0,104,0,0,0.211766,0,0,11,50,4,2,0,0,780,162,0,0,0,13,0,0,0,0,0,1.04,0,189,23,'0'
0,0,0,0,0.008302,0,0,10.9131,0,0,1,0,0,20,0,0,0.253257,0,0,9,8,2,1,0,0,15,34,0,0,0,1,0,0,0,0,0,2.03,0,19,5,'0'
0,0,0,0,0.004114,0,0,6.86677,0,0,0,2,0,4,0,0,8.06017,0,0,0,5,1,1,0,0,10,5,0,0,0,0,0,0,1,0,0,1.01,0,14,5,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,19,0,0,8.1394,0,0.001421,3,95,3,1,0,0,78,39,0,0,0,4,0,3,0,0,0,2.02,0,73,4,'0'
0,0,0,1.01,0.011111,0,0,13.3833,0.002662,0,6,0,3,45,0,0,0.327049,0,0.043647,11,380,3,0,0,1.02,15,69,0.004203,0,0,6,2,0,3,0,0.001409,2.02,0,38,6,'0'
0,0.004874,0,1.04,0.029426,0.005736,0,10.2014,0.006873,0,9,0,0,34,0,0,8.21769,0,0,7,4,2,0,0,0,55,34,0.005812,1.01,1.27,9,1,0,0,1.03,0,3.05,0.005297,33,11,'0'
0,0,0,0,0.000979,0,0,1.70656,0,0,0,0,0,3,0,0,0.038262,0,0,1,0,1,1,0,0,3,8,0,0,0,1,0,1,0,0,0,0,0,0,3,'0'
0,0.014184,0,0,0.502679,0.004682,0,41.1012,0,0,0,0,4,291,0,0,9.0788,0,0.012241,13,4,2,1,0,0,351,249,0.075254,6.08,16.93,0,0,0,18,2.02,0,12.18,0.008406,44,2,'1'
0,0,0,0,0.002208,0,0,4.07501,0,0,4,0,0,16,0,0,0.097153,0,0,3,0,1,1,0,0,28,17,0,0,0,4,0,0,0,0,0,1.01,0,8,8,'0'
0,0,0.000592,0,0.002208,0,0,4.07501,0,0,0,0,0,4,0,0,0.097153,0,0,1,0,1,12,0,0,6,8,0,0,0,0,0,0,0,0,0,1.01,0,8,4,'0'
0,0,0,0,0.001026,0,0,1.27976,0,0,13,0,0,10,0,0,0.030951,0,0,0,0,1,2,0,0,1,2,0,0,0,13,0,0,0,0,0,0,0,8,2,'0'
0,0,0,1.01,0.002,0,0,4.55853,0.00052,0,12,0,0,2,0,0,0.103103,0,0,1,0,1,1,0,0,1,4,0,0,0,12,0,0,3,0,0,1.01,0,8,2,'0'
0,0,0,0,0.004026,0,0,6.84846,0,0,0,0,0,35,0,0,8.10896,0,0.001421,6,97,3,3,0,0,136,63,0,0,0,7,0,3,0,0,0,3.03,0,84,3,'0'
0,0.002831,0.000857,0,0.354056,0.003113,0,27.3399,0,0,7,4,6,168,0,0,8.64097,0,0.043647,18,384,5,2,0,1.02,231,197,0.04997,4.04,4.81,10,0,0,8,4.04,0.001409,4.05,0.022592,85,22,'1'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,5,0,0,0.097153,0,0,1,1,3,1,0,0,3,5,0,0,0,3,0,3,0,0,0,1.01,0,31,3,'0'
0,0,0.000838,0,0.003978,0,0,7.95479,0,0,0,0,0,25,0,0,8.1394,0,0.001421,3,95,3,1,0,0,105,48,0,0,0,5,0,3,0,0,0,3.05,0,73,5,'0'
0,0.000647,0.001925,0,0.040362,0.000862,0,22.2757,0,0,0,1,1,6,0,0,8.48431,0,0.041456,4,37,3,4,0,1.02,10,13,0.009428,2.02,1.05,1,0,0,1,1.01,0.001409,7.13,0.002455,72,5,'0'
2,0.011592,0.010167,3.04,0.07267,0,0,15.7278,0,3.06,0,1,0,99,0.013648,0,8.36256,1.01,0,38,0,2,3,0.01184,0,630,252,0.038685,4.12,7.2,15,3,0,1,0,0,2.03,0.009155,36,16,'1'
