@relation mydataframe
@attribute v.g. numeric
@attribute ev.g. numeric
@attribute iv.g. numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Opnd numeric
@attribute total_Opnd numeric
@attribute bug {'1','0'}
@data
3,1,3,0.08,13.03,32.03,5434.21,0,0,0,19,33,'0'
5,1,5,0.05,20.58,28.64,12128.64,5,4,0,19,46,'0'
10,5,9,0.05,20.54,59.12,24942.77,7,9,2,37,95,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
3,1,2,0.12,8.02,28.72,1851.77,0,4,0,17,21,'0'
2,1,1,0.09,10.56,35.07,3907.31,2,3,0,18,38,'0'
1,1,1,0.07,15,26.35,5929.63,7,5,0,12,40,'0'
1,1,1,0.07,15.14,23.7,5429.72,3,4,0,11,37,'0'
1,1,1,0.5,2,32.25,129.06,0,0,0,8,8,'0'
1,1,1,0.4,2.5,35.94,224.65,1,0,0,10,10,'0'
1,1,1,0.29,3.5,22.33,273.48,0,0,0,8,8,'0'
2,1,1,0.08,12.31,24.63,3730.2,3,5,0,13,32,'0'
1,1,1,0.5,2,9.83,39.3,0,1,0,3,3,'0'
5,4,3,0.09,11.29,31.89,4064.21,0,1,0,19,33,'0'
1,1,1,0.5,2,39.98,159.91,0,0,0,10,10,'0'
1,1,1,0.36,2.81,26.31,208.15,0,3,0,8,9,'0'
1,1,1,0.67,1.5,13.79,31.02,0,0,0,3,3,'0'
7,1,7,0.1,10.32,46.44,4946.06,0,0,0,25,43,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.36,2.78,28.78,222.1,0,0,0,9,10,'0'
1,1,1,0.33,3,16.61,149.49,0,0,0,5,6,'0'
2,1,2,0.29,3.5,29.79,364.87,1,0,0,11,11,'0'
1,1,1,0.67,1.5,7.74,17.41,0,1,0,2,2,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0.5,2,9.05,36.19,0,0,0,2,2,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
2,1,2,0.26,3.85,26.54,393.42,0,0,0,10,11,'0'
2,1,2,0.26,3.85,26.54,393.42,0,0,0,10,11,'0'
14,9,6,0.03,39.43,32.24,50121.52,3,8,0,28,92,'0'
4,1,4,0.06,17.04,43.45,12609.11,1,7,0,28,53,'0'
2,1,2,0.23,4.29,43.36,796.47,0,0,0,14,20,'0'
2,1,2,0.26,3.89,23.66,357.78,0,0,0,9,10,'0'
2,1,2,0.2,4.9,40.04,961.45,0,2,0,15,21,'0'
1,1,1,0.5,2,27.68,110.7,0,0,0,7,7,'0'
3,3,2,0.1,9.81,24.02,2310.3,0,0,0,13,17,'0'
3,3,2,0.25,4,17.58,281.3,0,0,0,7,7,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.4,2.5,14.62,91.35,0,0,0,5,5,'0'
2,1,2,0.26,3.85,26.54,393.42,0,0,0,10,11,'0'
3,3,3,0.11,9.17,17.92,1505.47,1,2,0,9,15,'0'
2,1,2,0.21,4.85,29.45,691.55,0,0,0,13,14,'0'
3,3,2,0.08,13,14.06,2376.88,0,1,0,9,18,'0'
2,1,2,0.17,5.92,25.54,896.18,0,1,0,13,14,'0'
2,1,2,0.26,3.85,26.54,393.42,0,0,0,10,11,'0'
2,1,2,0.21,4.85,29.45,691.55,0,0,0,13,14,'0'
2,1,1,0.2,5,17.51,437.84,0,0,0,8,8,'0'
3,3,3,0.18,5.54,30.6,938.54,0,1,0,13,16,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
2,1,2,0.12,8.5,21.36,1542.93,0,1,0,10,17,'0'
4,1,4,0.08,12.92,30.46,5082.23,8,4,0,18,31,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.4,2.5,35.94,224.65,1,1,0,10,10,'0'
1,1,1,0.5,2,41.88,167.52,0,0,0,10,10,'0'
6,6,5,0.06,16.77,32.68,9194.11,3,1,0,22,41,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.36,2.78,28.78,222.1,0,0,0,9,10,'0'
1,1,1,0.5,2,11.63,46.53,0,0,0,3,4,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.5,2,12.63,50.53,1,1,0,3,3,'0'
1,1,1,0.67,1.5,13.79,31.02,0,0,0,3,3,'0'
1,1,1,0.5,2,12.63,50.53,0,0,0,3,3,'0'
3,1,2,0.07,13.75,7.39,1396.71,0,1,1,4,10,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
4,1,4,0.4,2.5,35.85,224.06,2,3,0,8,10,'0'
14,4,12,0.02,53.31,26.02,73933.93,12,8,11,26,99,'0'
9,1,2,0.07,15,25.19,5667.46,0,1,1,15,30,'0'
9,1,2,0.07,15,27.81,6256.29,0,9,1,15,30,'0'
3,1,3,0.13,8,23.41,1498.37,2,2,0,11,16,'0'
2,1,2,0.13,7.92,25.91,1623.98,0,1,0,12,19,'0'
2,1,2,0.19,5.33,28.36,806.76,0,2,0,12,16,'0'
2,1,2,0.19,5.33,28.36,806.76,0,2,0,12,16,'0'
2,1,2,0.15,6.46,25.15,1050.23,0,0,0,13,14,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0.5,2,9.83,39.3,0,1,0,3,3,'0'
3,3,2,0.08,12,12.04,1733.15,2,3,0,7,14,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
2,1,2,0.16,6.11,30.37,1132.67,0,2,0,14,19,'0'
2,1,2,0.2,4.92,31.23,756.83,0,2,0,13,16,'0'
2,1,2,0.2,4.92,31.23,756.83,0,2,0,13,16,'0'
4,4,3,0,0,0,0,0,0,0,0,0,'0'
4,4,3,0.07,13.42,27.74,4995.78,1,2,0,19,30,'0'
4,4,3,0.09,10.91,34.16,4064.76,1,2,0,22,30,'0'
2,1,2,0.18,5.7,34.59,1123.77,1,3,0,15,19,'0'
7,3,5,0.05,21.47,30.34,13988.36,0,9,0,19,51,'0'
4,1,3,0.05,21.86,28.78,13747.33,9,5,0,21,51,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
2,1,2,0.13,7.5,24.38,1371.28,0,2,0,12,18,'0'
2,1,2,0.2,5,19.54,488.51,1,2,0,9,9,'0'
4,3,2,0.08,11.92,23.38,3320.36,0,3,0,12,22,'0'
3,3,2,0.12,8.5,24.88,1797.92,0,1,0,13,17,'0'
3,3,2,0.13,7.5,24.45,1375.49,0,1,0,12,15,'0'
6,6,3,0.06,16.58,34.99,9617.54,0,1,0,19,45,'0'
1,1,1,0.29,3.5,10.87,133.19,0,0,0,4,4,'0'
1,1,1,0.67,1.5,13.79,31.02,0,0,0,3,3,'0'
3,3,2,0.08,12,12.74,1835.1,0,1,1,7,14,'0'
1,1,1,0.33,3,11.62,104.61,0,0,0,3,3,'0'
2,1,1,0.16,6.3,10.24,406.53,0,1,0,5,9,'0'
10,1,4,0.01,68,17.43,80603.62,3,8,0,12,96,'0'
8,6,6,0.07,14.45,118.6,24764.74,1,4,0,70,119,'0'
44,17,21,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.21,4.67,15.07,328.11,0,2,0,6,8,'0'
6,1,1,0.13,7.79,30.19,1832.8,0,7,0,12,17,'0'
1,1,1,0.15,6.75,12.06,549.52,0,1,0,4,6,'0'
6,4,2,0.04,26.6,22.95,16239.18,5,6,0,15,42,'0'
4,1,3,0.08,12.38,20.1,3078.85,0,3,0,12,27,'0'
3,1,1,0.14,7,12.8,627.37,1,1,0,6,14,'0'
8,6,4,0.04,28.33,26.49,21262.85,14,24,3,18,51,'0'
4,4,2,0.05,19.8,26.5,10387.42,0,8,0,15,33,'0'
8,6,3,0.04,28.47,23.95,19411.73,4,15,4,17,44,'0'
14,11,3,0.03,30.15,20.3,18457.34,7,4,0,13,49,'0'
2,1,1,0.08,12,11.35,1634.74,2,2,0,4,12,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
10,9,6,0,0,0,0,0,0,0,0,0,'0'
7,7,4,0,0,0,0,0,0,0,0,0,'0'
6,5,2,0.07,14.77,20.72,4520.16,0,5,0,13,24,'0'
5,4,2,0,0,0,0,0,0,0,0,0,'0'
6,6,1,0.05,19.13,18.03,6596.53,0,3,0,12,27,'0'
5,5,1,0.06,17,17.53,5066.95,0,3,0,11,22,'0'
15,10,5,0.03,30.88,40.84,38930.03,9,3,0,28,91,'0'
5,1,5,0.11,9,29.77,2411.64,4,5,0,12,27,'0'
2,1,1,0.19,5.25,6.64,183.06,0,0,0,2,3,'0'
2,1,1,0.17,6,11.95,430.2,0,0,0,4,6,'0'
6,5,6,0.08,12,22.62,3256.96,0,2,0,11,22,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0.01,79.69,14.48,91920.19,2,13,0,8,85,'0'
15,1,14,0.02,53.2,49.37,139720.91,10,7,0,30,152,'0'
2,1,2,0.05,22.2,21.81,10750.61,4,5,0,15,37,'0'
1,1,1,0.13,8,11.23,718.87,1,1,0,5,8,'0'
1,1,1,0.09,10.83,12.55,1473.33,0,1,0,6,13,'0'
2,1,2,0.07,15,16.14,3631.98,3,4,0,9,27,'0'
2,1,1,0.05,19.5,44.76,17019.53,9,10,0,25,65,'0'
1,1,1,0.1,10.5,24.52,2703.86,1,3,0,10,30,'0'
2,1,2,0.02,65.33,11.31,48284.58,3,8,0,6,56,'0'
2,1,2,0.01,86.33,11.36,84699.71,3,10,0,6,74,'0'
2,1,2,0.02,65.33,11.31,48284.58,3,8,0,6,56,'0'
2,1,2,0.01,75.83,11.34,65221.5,3,9,0,6,65,'0'
2,1,2,0.01,86.33,11.36,84699.71,3,10,0,6,74,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
4,1,4,0.11,9.18,33.35,2808.48,0,1,0,17,26,'0'
2,1,2,0.06,15.75,27.42,6800.95,4,1,0,16,36,'0'
2,1,2,0.07,14.5,23.87,5018.88,4,0,0,14,29,'0'
2,1,2,0.15,6.5,19.08,806,11,3,0,8,13,'0'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'0'
1,1,1,0.33,3,9.51,85.59,0,0,0,3,3,'0'
3,1,2,0.07,15.13,14.04,3212.5,1,1,0,8,22,'0'
1,1,1,0.34,2.92,42.04,357.65,0,0,0,12,14,'0'
6,1,6,0.02,45.83,72.52,152296.93,2,14,0,46,248,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
1,1,1,0.5,2,17.43,69.74,0,0,0,5,5,'0'
2,1,1,0.18,5.5,15.92,481.63,0,3,0,7,11,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
4,3,2,0,0,0,0,0,0,0,0,0,'0'
7,1,7,0.09,11.55,47.61,6351.53,4,4,0,20,42,'0'
12,10,12,0.03,33,42.55,46338.35,0,7,0,32,96,'0'
4,3,3,0,0,0,0,0,0,0,0,0,'0'
10,3,7,0.03,36.75,40.74,55028.43,0,3,0,34,119,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
4,4,4,0,0,0,0,0,0,0,0,0,'0'
3,1,1,0.09,11.45,22.91,3005.29,0,2,0,11,21,'0'
5,1,4,0.05,20.31,29.55,12185.89,0,2,0,18,43,'0'
2,1,2,0.11,8.79,31.25,2416.5,0,4,0,17,23,'0'
6,5,1,0.06,16,21.16,5417.21,1,3,1,14,28,'0'
6,5,6,0,0,0,0,0,0,0,0,0,'0'
11,6,8,0.04,27.38,71.43,53556.22,0,24,3,51,133,'0'
2,1,2,0.15,6.55,24.43,1046.69,1,3,0,11,16,'0'
4,1,4,0.07,14.61,35.82,7644.07,0,8,0,23,42,'0'
1,1,1,0.14,6.92,28.75,1377.95,0,3,0,13,18,'0'
1,1,1,0.33,3,29.95,269.58,0,3,0,10,12,'0'
8,8,8,0.05,20.63,33.73,14346.93,1,10,0,24,55,'0'
32,20,15,0.02,45.5,68.59,141989.04,14,20,4,50,182,'0'
2,1,2,0.24,4.08,31.21,520.37,0,2,0,12,14,'0'
1,1,1,0.13,7.82,40.81,2492.83,0,5,0,19,27,'0'
16,12,10,0.02,48.59,54.23,128029.05,6,18,0,51,177,'0'
30,22,17,0.02,47.36,76.37,171338.24,7,21,0,59,243,'0'
2,1,2,0.11,9.46,47.15,4220.54,0,4,0,26,41,'0'
1,1,1,0.11,9.29,51.22,4416.31,0,8,0,21,39,'0'
3,1,2,0.08,13,27.44,4637.13,0,3,0,18,36,'0'
2,1,2,0.17,5.91,23.79,830.55,0,7,0,11,13,'0'
3,1,3,0.08,12.35,31.28,4773.51,0,5,0,17,30,'0'
7,4,3,0.05,19.5,32.35,12301.49,0,0,0,17,39,'0'
17,12,3,0.02,47.25,50.56,112870.64,1,1,0,24,126,'0'
5,3,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
1,1,1,0.24,4.2,11.95,210.8,0,0,0,5,6,'0'
1,1,1,0.29,3.5,20.09,246.08,0,0,0,6,6,'0'
1,1,1,0.29,3.5,23.93,293.17,0,0,0,7,7,'0'
3,1,2,0.25,4,24.52,392.4,0,0,0,9,9,'0'
4,3,2,0.07,14.55,15.69,3319.78,0,2,0,11,20,'0'
4,3,2,0.07,14.88,16.32,3613.12,0,2,0,12,21,'0'
4,3,2,0.07,14,17.17,3365.15,0,2,0,12,21,'0'
13,1,12,0.03,35.24,36.91,45835.82,17,2,1,31,95,'0'
1,1,1,0.33,3,13.84,124.54,0,0,0,5,5,'0'
3,1,2,0.11,8.9,39.87,3161.19,9,11,0,21,34,'0'
3,3,2,0.17,5.83,13.71,466.67,0,0,0,6,7,'0'
3,1,3,0.07,14.5,21.84,4590.98,2,3,0,11,29,'0'
7,4,5,0.04,22.5,50.95,25795.81,0,4,0,29,87,'0'
11,9,4,0.06,15.44,15.08,3593.74,0,1,0,8,19,'0'
3,3,2,0.17,5.83,13.71,466.67,0,0,0,6,7,'0'
4,3,2,0.12,8.36,15,1047.45,0,0,0,7,9,'0'
3,1,1,0.1,10.42,30.82,3344.57,0,4,1,12,25,'0'
11,6,8,0.08,12.55,36.81,5794.71,16,2,0,21,31,'0'
7,3,5,0.1,9.56,28.75,2626.63,0,3,1,17,25,'0'
3,1,3,0.1,9.81,61.04,5879.93,2,4,0,27,53,'0'
31,22,19,0.04,25.37,79.3,51041.71,12,14,6,54,137,'0'
4,1,3,0,0,0,0,0,0,0,0,0,'0'
6,1,5,0.05,20.42,33.13,13810.22,0,2,0,30,49,'0'
4,1,3,0,0,0,0,0,0,0,0,0,'0'
6,1,5,0.06,18.13,30.65,10080.24,0,0,0,26,41,'0'
3,1,1,0.05,19.38,23.75,8914.89,0,6,0,16,31,'0'
4,3,1,0.13,7.86,14.86,917.38,0,2,0,7,10,'0'
5,5,1,0.05,20.12,24.16,9776.63,6,7,0,17,36,'0'
3,1,2,0.16,6.42,15.29,629.47,0,2,0,6,7,'0'
4,1,2,0.15,6.86,19.2,902.99,0,3,0,7,8,'0'
10,1,7,0.02,55,22.84,69078.63,3,4,5,18,90,'0'
1,1,1,0.2,5,4.14,103.4,0,0,0,1,2,'0'
1,1,1,0.5,2,5.8,23.22,0,0,0,1,1,'0'
7,7,1,0.05,19.25,9.13,3384.34,0,0,0,4,14,'0'
1,1,1,0.25,4,7.11,113.74,0,0,0,2,4,'0'
5,1,4,0.06,18.06,34.57,11270.8,0,3,0,18,50,'0'
1,1,1,0.08,12,11.35,1634.74,0,0,0,4,12,'0'
19,1,13,0.02,55.81,35.51,110624.55,3,4,24,27,137,'0'
18,1,11,0.02,55.37,34.25,105000.81,1,4,24,27,130,'0'
8,1,6,0.03,39.24,24.41,37586.82,1,4,6,19,71,'0'
10,1,7,0.02,52.66,22.94,63604.37,2,4,6,19,87,'0'
20,17,10,0.03,35.17,69.07,85429.53,8,6,1,59,166,'0'
7,1,7,0.05,18.75,36.67,12893.4,0,10,0,22,55,'0'
9,4,7,0.05,21.09,41.67,18539.72,0,11,0,27,67,'0'
3,1,3,0.11,9,43.62,3532.96,0,2,0,20,36,'0'
1,1,1,0.67,1.5,13.79,31.02,0,0,0,3,3,'0'
9,4,2,0.03,35.08,20.94,25765.15,22,9,0,13,38,'0'
4,4,2,0.08,12.86,14.22,2350.76,0,3,0,7,12,'0'
4,4,2,0.08,12.86,14.22,2350.76,0,3,0,7,12,'0'
3,3,1,0.03,37.5,16.54,23264.66,0,4,0,11,33,'0'
8,8,1,0.03,35,14.57,17850,1,3,4,12,42,'0'
15,8,9,0.04,24.31,42.37,25035.29,12,14,0,26,79,'0'
19,8,11,0.04,27.75,54.78,42185.83,14,16,0,34,111,'0'
3,1,2,0,0,0,0,0,0,0,0,0,'0'
4,3,2,0.11,8.91,19.29,1530.78,0,2,0,11,14,'0'
1,1,1,0.23,4.38,20.54,393.13,1,1,0,8,10,'0'
1,1,1,0.16,6.25,5.84,228.1,0,2,0,2,5,'0'
1,1,1,0.21,4.67,15.86,345.37,0,1,0,6,8,'0'
2,1,2,0.03,36.83,17.43,23652.83,11,5,0,9,51,'0'
4,1,2,0.04,24,26.51,15269,0,4,0,10,32,'0'
4,3,2,0.1,9.92,21.33,2097.57,0,2,0,12,17,'0'
1,1,1,0.27,3.75,10.63,149.49,1,1,0,4,5,'0'
2,1,2,0.17,6,10.75,387.18,2,2,0,4,6,'0'
7,6,4,0.04,28.52,37.01,30097.64,22,5,2,27,77,'0'
2,1,1,0.33,3,17.27,155.42,1,0,0,7,7,'0'
9,6,2,0.03,35.7,13.18,16802.16,0,2,0,10,34,'0'
9,6,2,0.03,35.7,13.18,16802.16,0,2,0,10,34,'0'
1,1,1,0.5,2,30.11,120.46,12,4,0,6,8,'0'
4,3,3,0.2,5,18.4,460,0,1,0,6,6,'0'
1,1,1,0.5,2,13.5,54,0,0,0,4,4,'0'
7,7,4,0.05,20.57,22.9,9690.41,0,4,0,14,36,'0'
4,4,3,0.06,15.5,25.48,6122.5,1,6,0,16,31,'0'
1,1,1,0.53,1.88,17.97,63.17,10,2,0,4,5,'0'
2,1,1,0.11,9,9.05,732.69,0,2,0,4,8,'0'
1,1,1,0.12,8.17,9.76,651.1,0,0,0,3,7,'0'
12,1,12,0.07,14.96,53.91,12065.36,0,2,0,25,68,'0'
3,1,3,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0,0,0,0,0,0,0,0,0,'0'
6,1,5,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.5,2,11.23,44.92,0,0,0,3,3,'0'
1,1,1,0.07,14.67,8.96,1928.06,0,0,0,3,11,'0'
4,1,2,0,0,0,0,0,0,0,0,0,'0'
10,7,6,0.06,17.97,78.91,25467.91,0,10,0,43,103,'0'
2,1,1,0,0,0,0,0,0,0,0,0,'0'
16,8,8,0.04,26.28,134.27,92753.23,9,13,2,113,220,'0'
5,1,3,0.06,16.2,61.66,16181.61,0,7,0,40,81,'0'
4,1,4,0.05,21.94,66.7,32097.36,20,22,0,32,117,'0'
4,1,4,0.05,21.87,64.26,30737.51,19,21,0,31,113,'0'
8,3,6,0.04,24.67,23.91,14550.07,3,5,0,15,37,'0'
8,8,4,0.06,17.85,33.56,10693.71,4,3,0,20,42,'0'
12,3,3,0.03,30.12,28.64,25980.4,3,4,1,21,55,'0'
3,1,3,0.06,17.18,63.62,18775.16,10,11,0,28,74,'0'
3,1,3,0.23,4.28,27.12,496.22,0,2,2,9,11,'0'
2,1,2,0.22,4.58,33.99,712.12,0,1,0,13,17,'0'
2,1,2,0.24,4.25,36.17,653.36,0,1,0,14,17,'0'
3,1,3,0.22,4.59,45.3,955.89,5,2,0,16,21,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
2,1,2,0.12,8.67,25.18,1891.6,0,6,0,12,16,'0'
1,1,1,0.14,7.15,21.5,1099.18,0,6,0,10,13,'0'
1,1,1,0.67,1.5,5.33,12,0,0,0,1,1,'0'
2,1,2,0.17,6,11.95,430.2,0,2,0,4,6,'0'
1,1,1,0.16,6.21,50.54,1951.54,0,3,0,21,29,'0'
11,8,6,0,0,0,0,0,0,0,0,0,'0'
13,5,5,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0,0,0,0,0,0,0,0,0,'0'
9,8,5,0,0,0,0,0,0,0,0,0,'0'
11,1,5,0.05,21.21,57.09,25685.77,6,10,1,33,100,'0'
3,1,2,0.08,12,19.81,2852.47,0,1,0,10,24,'0'
1,1,1,0.22,4.5,16.73,338.78,0,0,0,6,9,'0'
2,1,2,0.18,5.5,14.34,433.78,0,2,0,6,11,'0'
3,1,3,0.1,10.08,21.53,2189.4,0,2,0,12,22,'0'
13,6,4,0,0,0,0,0,0,0,0,0,'0'
4,1,3,0.06,18.13,22.33,7344,7,11,0,15,32,'0'
2,1,2,0.11,9.17,11.78,990,0,1,0,6,11,'0'
2,1,2,0.13,8,8.79,562.59,0,1,0,5,8,'0'
2,1,2,0.1,9.9,8.89,871.2,0,2,0,5,9,'0'
2,1,2,0.12,8.25,10.4,708.15,0,1,0,6,9,'0'
3,1,3,0.1,10,16.68,1667.97,0,1,0,9,20,'0'
4,4,3,0.04,26.54,36.22,25506.11,0,3,0,26,69,'0'
6,1,6,0.04,23.59,86.09,47913.05,4,14,6,49,136,'0'
6,1,3,0,0,0,0,0,0,0,0,0,'0'
4,4,2,0,0,0,0,0,0,0,0,0,'0'
9,1,9,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0,0,0,0,0,0,0,0,0,'0'
9,1,9,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.14,7.2,12.33,639.44,0,3,0,5,9,'0'
1,1,1,0.14,7,53.74,2633.07,2,2,0,18,36,'0'
37,1,37,0.02,48.85,88.86,212008.39,2,0,0,114,259,'0'
14,1,1,0.11,9.5,50.87,4590.87,0,0,0,28,28,'0'
5,1,4,0.05,18.75,42.86,15068.12,0,5,0,26,65,'0'
3,1,3,0.11,9.43,51,4533.97,0,1,0,21,44,'0'
3,1,3,0.1,9.6,35.34,3257.16,0,5,0,15,32,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
3,1,2,0.11,8.8,16.97,1314.18,0,1,0,10,16,'0'
3,3,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.5,2,13.5,54,0,1,0,4,4,'0'
1,1,1,0.17,5.91,34.6,1206.82,0,1,0,16,21,'0'
6,1,5,0.05,20.79,61.51,26594.77,7,7,5,34,101,'0'
1,1,1,0.14,7.23,43.77,2290.22,0,0,0,15,31,'0'
10,5,5,0,0,0,0,0,0,0,0,0,'0'
11,5,5,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.04,23.55,74.92,41558.92,8,20,0,48,133,'0'
1,1,1,0.15,6.67,15.42,685.32,0,3,0,6,10,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.1,10.43,193.93,21081.02,3,10,0,61,159,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.44,2.29,25.73,134.42,0,1,0,7,8,'0'
2,1,2,0.2,4.91,30.81,742.43,0,1,0,11,18,'0'
3,1,3,0.08,12.5,21.27,3324.1,0,2,0,12,25,'0'
6,5,4,0.05,19,22.76,8216.37,0,1,1,13,38,'0'
3,3,2,0.19,5.4,11.99,349.52,0,2,0,5,6,'0'
9,1,9,0.05,21.84,59.28,28269.3,7,13,2,37,101,'0'
5,3,3,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.5,2,17.43,69.74,0,0,0,5,5,'0'
1,1,1,0.19,5.25,12.02,331.36,0,1,0,4,7,'0'
2,1,2,0.15,6.67,13.71,609.18,0,4,0,6,10,'0'
1,1,1,0.23,4.38,42.98,822.6,0,1,0,12,21,'0'
6,6,5,0.04,23.18,27.22,14625.44,0,3,0,22,51,'0'
3,3,2,0.17,6,12.37,445.39,0,1,0,6,8,'0'
3,3,2,0.17,6,12.37,445.39,0,1,0,6,8,'0'
8,1,8,0.07,14,50.46,9889.51,0,0,0,28,56,'0'
6,1,6,0.09,11.45,43.97,5769.18,0,0,0,22,42,'0'
10,1,10,0.06,16.47,55.85,15152.09,0,0,0,34,70,'0'
1,1,1,0.17,5.95,26.1,924.18,0,0,0,10,17,'0'
2,1,2,0.12,8.5,22.12,1597.86,1,1,0,12,17,'0'
20,5,18,0.03,37.34,47.21,65822.89,0,21,0,44,106,'0'
2,1,2,0.17,6,29.53,1063.19,0,1,0,12,18,'0'
2,1,2,0.17,6,29.53,1063.19,0,1,0,12,18,'0'
8,1,8,0.07,14,50.46,9889.51,0,0,0,28,56,'0'
2,1,2,0.23,4.38,10.28,196.76,14,4,1,4,5,'0'
3,1,3,0.13,8,26.15,1673.72,0,1,0,15,20,'0'
1,1,1,0.14,7,28.03,1373.39,0,0,0,10,20,'0'
5,1,5,0.07,14.67,31.45,6764.97,0,1,0,18,44,'0'
1,1,1,0.17,5.83,10.29,350,0,0,0,3,7,'0'
2,1,1,0.11,9.33,15.07,1312.42,0,1,0,6,16,'0'
2,1,1,0,0,0,0,0,0,0,0,0,'0'
4,1,4,0.05,18.64,36.75,12767.18,3,4,1,18,61,'0'
2,1,2,0.06,15.57,101.66,24638.11,0,1,0,44,137,'0'
8,4,5,0,0,0,0,0,0,0,0,0,'0'
3,1,2,0.09,10.89,27.09,3212.22,0,2,0,18,28,'0'
3,1,3,0.02,40.95,44.84,75190.73,6,4,0,20,126,'0'
1,1,1,0.17,6,39.65,1427.3,0,0,0,13,26,'0'
4,1,4,0.06,15.68,41.09,10095.41,0,3,0,20,57,'0'
1,1,1,0.16,6.07,41.16,1515.02,0,0,0,15,26,'0'
